Sample,Region,Position,Block,Measurement,File,Spot,FullName,Isotope,SD,ooidType,Type,Sample_Name
WS,5,4,ooid5 1-10,O,WS_ooid5,17,O_WS_ooid5 1-10_4,-9.213142298,0.681101637,ooid,ooid,WS_7_7
WS,5,5,cement5 1-5,O,WS_ooid5,0,O_WS_cement5 1-5_5,-10.74103318,0.681101637,cement,cement,WS_7_7
WS,5,5,ooid5 1-10,O,WS_ooid5,12,O_WS_ooid5 1-10_5,-9.339980272,0.681101637,ooid,ooid,WS_7_7
WS,5,6,ooid5 1-10,O,WS_ooid5,9,O_WS_ooid5 1-10_6,-10.25852993,0.681101637,ooid,ooid,WS_7_7
WS,5,7,ooid5 1-10,O,WS_ooid5,15,O_WS_ooid5 1-10_7,-8.900693519,0.681101637,ooid,ooid,WS_7_7
WS,5,8,ooid5 1-10,O,WS_ooid5,14,O_WS_ooid5 1-10_8,-9.809950998,0.681101637,ooid,ooid,WS_7_7
WS,5,9,ooid5 1-10,O,WS_ooid5,11,O_WS_ooid5 1-10_9,-9.540286969,0.681101637,ooid,ooid,WS_7_7
WS,5,10,ooid5 1-10,O,WS_ooid5,5,O_WS_ooid5 1-10_10,-9.697193923,0.681101637,ooid,ooid,WS_7_7
WS,5,11,ooid5 11-13,O,WS_ooid5,6,O_WS_ooid5 11-13_11,-9.89370173,0.681101637,ooid,ooid,WS_7_7
WS,5,12,ooid5 11-13,O,WS_ooid5,10,O_WS_ooid5 11-13_12,-10.41059722,0.681101637,ooid,ooid,WS_7_7
WS,5,13,ooid5 11-13,O,WS_ooid5,8,O_WS_ooid5 11-13_13,-9.782548892,0.681101637,ooid,ooid,WS_7_7
WS,6,1,cement6 1-8,O,WS_ooid6,5,O_WS_cement6 1-8_1,-8.536190404,0.681101637,cement,cement,WS_7_7
WS,6,1,ooid6 1-10,O,WS_ooid6,14,O_WS_ooid6 1-10_1,-9.817512652,0.681101637,ooid,ooid,WS_7_7
WS,6,2,cement6 1-8,O,WS_ooid6,4,O_WS_cement6 1-8_2,-8.212400968,0.681101637,cement,cement,WS_7_7
WS,6,2,ooid6 1-10,O,WS_ooid6,3,O_WS_ooid6 1-10_2,-9.685672435,0.681101637,ooid,ooid,WS_7_7
WS,6,3,cement6 1-8,O,WS_ooid6,10,O_WS_cement6 1-8_3,-8.698174809,0.681101637,cement,cement,WS_7_7
WS,6,3,ooid6 1-10,O,WS_ooid6,0,O_WS_ooid6 1-10_3,-8.241288854,0.681101637,ooid,ooid,WS_7_7
WS,6,4,cement6 1-8,O,WS_ooid6,8,O_WS_cement6 1-8_4,-9.064277201,0.681101637,cement,cement,WS_7_7
WS,6,4,ooid6 1-10,O,WS_ooid6,1,O_WS_ooid6 1-10_4,-8.755866303,0.681101637,ooid,ooid,WS_7_7
WS,6,5,cement6 1-8,O,WS_ooid6,16,O_WS_cement6 1-8_5,-6.094022482,0.681101637,cement,cement,WS_7_7
WS,6,5,ooid6 1-10,O,WS_ooid6,9,O_WS_ooid6 1-10_5,-8.375097763,0.681101637,ooid,ooid,WS_7_7
WS,6,6,cement6 1-8,O,WS_ooid6,18,O_WS_cement6 1-8_6,-7.890625662,0.681101637,cement,cement,WS_7_7
WS,6,6,ooid6 1-10,O,WS_ooid6,13,O_WS_ooid6 1-10_6,-8.935266242,0.681101637,ooid,ooid,WS_7_7
WS,6,7,cement6 1-8,O,WS_ooid6,19,O_WS_cement6 1-8_7,-8.654629644,0.681101637,cement,cement,WS_7_7
WS,6,7,ooid6 1-10,O,WS_ooid6,15,O_WS_ooid6 1-10_7,-8.02384685,0.681101637,ooid,ooid,WS_7_7
WS,6,8,cement6 1-8,O,WS_ooid6,17,O_WS_cement6 1-8_8,-9.510273,0.681101637,cement,cement,WS_7_7
WS,6,8,ooid6 1-10,O,WS_ooid6,12,O_WS_ooid6 1-10_8,-8.57532431,0.681101637,ooid,ooid,WS_7_7
WS,6,9,ooid6 1-10,O,WS_ooid6,2,O_WS_ooid6 1-10_9,-9.03067916,0.681101637,ooid,ooid,WS_7_7
WS,6,10,ooid6 1-10,O,WS_ooid6,6,O_WS_ooid6 1-10_10,-9.531008017,0.681101637,ooid,ooid,WS_7_7
WS,6,11,ooid6 11-12,O,WS_ooid6,11,O_WS_ooid6 11-12_11,-8.645447318,0.681101637,ooid,ooid,WS_7_7
WS,6,12,ooid6 11-12,O,WS_ooid6,7,O_WS_ooid6 11-12_12,-8.984751026,0.681101637,ooid,ooid,WS_7_7
