section_base,section_top,section_thickness,CompositeHeight,RefSec_CompositeHeight,Formation,Min,OrigMin,GrainSize,Dunham,Facies,LFA,More,Features,Notes,Section,Peritidal ,Storm,Silt,Msfall T-R cycrles,Medium T-R cycrles,Large T-R cycrles,BEDDING,LAMIE,FEATURES,LITHOLOGY,Quartz Sand,Anhydrite Laths,Pisoids,Irregular Lamie,Irregular Stroms,Fenestrae,DoMfal Stroms,Msfall Stroms/Tall Stroms,Ooids,Xbedded Grainstones,Conophyton Stroms,Medium Stroms,Large DoMfal Stroms,Edgewise Conglomerate,Crinkly laminites 
0,2.25,2.25,0,0,Khufai,CA,CA,,si,Si,,si,,,MD6, , ,silt,,,,,,,,,,,,,,,,,,,,,,
2.25,11.78,9.54,2.25,2.25,Khufai,CA,CA,,w,Wic,,ic w,ic,,MD6, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
11.78,17.69,5.91,11.79,11.79,Khufai,CA,CA,,w,W,,pl lam,,,MD6, , , ,,,,,,,,,,,,,,,,,,,,,,
17.69,22.92,5.22,17.7,17.7,Khufai,CA,CA,,w,Wic,,ic w,ic,,MD6, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
22.92,26.43,3.51,22.92,22.92,Khufai,CA,CA,,w,W,,pl lam,,,MD6, , , ,,,,,,,,,,,,,,,,,,,,,,
26.43,42.05,15.62,26.43,26.43,Khufai,CA,CA,,w,Wic,,ic w,ic,,MD6, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
42.05,49.66,7.61,42.05,42.05,Khufai,CA,CA,,w,W,,pl lam,,,MD6, , , ,,,,,,,,,,,,,,,,,,,,,,
49.66,52.58,2.92,49.66,49.66,Khufai,CA,CA,,w,Wic,,ic w,ic,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
52.58,53.58,1,52.58,52.58,Khufai,CA,CA,,w,W,,pl lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
53.58,58.2,4.62,53.58,53.58,Khufai,CA,CA,,w,Wic,,ic w,ic,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
58.2,59.76,1.56,58.2,58.2,Khufai,CA,CA,,w,W,,pl lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
59.76,63.02,3.26,59.76,59.76,Khufai,CA,CA,,w,Wic,,ic w,ic,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
63.02,64.11,1.1,63.02,63.02,Khufai,CA,CA,,w,W,,pl lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
64.11,65.62,1.51,64.12,64.12,Khufai,CA,CA,,w,Wic,,ic w,ic,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
65.62,68.94,3.32,65.63,65.63,Khufai,CA,CA,,w,W,,pl lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
68.94,71.16,2.22,68.95,68.95,Khufai,CA,CA,,w,Wic,,ic w,ic,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
71.16,75.28,4.12,71.17,71.17,Khufai,CA,CA,,w,W,,pl lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
75.28,77.66,2.38,75.29,75.29,Khufai,CA,CA,,w,Wic,,ic w,ic,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
77.66,79.08,1.42,77.67,77.67,Khufai,CA,CA,,w,W,,pl lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
79.08,80.89,1.81,79.09,79.09,Khufai,CA,CA,,w,Wic,,ic w,ic,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
80.89,85.56,4.67,80.9,80.9,Khufai,CA,CA,,w,W,,pl lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
85.56,89.9,4.34,85.57,85.57,Khufai,CA,CA,,p,Gpel,,pel grn,peloids,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
89.9,90.58,0.68,89.91,89.91,Khufai,CA,CA,,w,W,,pl lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
90.58,92.97,2.39,90.59,90.59,Khufai,CA,CA,,w,Wic,,ic w,,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
92.97,99.11,6.14,92.98,92.98,Khufai,CA,CA,,w,W,,pl lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
99.11,102.83,3.72,99.12,99.12,Khufai,CA,CA,,w,Wic,,ic w,,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
102.83,104.25,1.42,102.84,102.84,Khufai,CA,CA,,w,W,,pl lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
104.25,109.36,5.11,104.26,104.26,Khufai,CA,CA,,w,Wic,,ic w,,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
109.36,114.07,4.7,109.37,109.37,Khufai,CA,CA,,w,W,,pl lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
114.07,119,4.93,114.07,114.07,Khufai,CA,CA,,w,Wic,,ic w,,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
119,120.63,1.63,119,119,Khufai,CA,CA,,w,W,,pl lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
120.63,132.04,11.41,120.63,120.63,Khufai,CA,CA,,w,Wic,,ic w,,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
132.04,132.87,0.83,132.04,132.04,Khufai,CA,CA,,w,W,,pl lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
132.87,134.11,1.24,132.87,132.87,Khufai,CA,CA,,p,Gpel,,pel grn,peloids,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
134.11,134.99,0.88,134.11,134.11,Khufai,CA,CA,,w,Wic,,ic w,,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
134.99,138.08,3.09,134.99,134.99,Khufai,CA,CA,,w,W,,pl lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
138.08,140.98,2.91,138.08,138.08,Khufai,DL,DL,,p,Gpel,,pel grn,peloids,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
140.98,142.28,1.3,140.99,140.99,Khufai,DL,DL,,g,Gon,,onc grn,oncolites,,MDE,peritidal, , ,,,,,,,,,,,,,,,,,,,,,,
142.28,142.98,0.7,142.29,142.29,Khufai,DL,DL,,p,Gpel,,pel grn,peloids,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
142.98,146.91,3.93,142.99,142.99,Khufai,DL,DL,,w,W,,pl lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
146.91,152.64,5.73,146.92,146.92,Khufai,DL,DL,,p,Gpel,,pel grn,peloids,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
152.64,153.16,0.52,152.65,152.65,Khufai,DL,DL,,g,Gon,,onc grn,oncolites,,MDE,peritidal, , ,,,,,,,,,,,,,,,,,,,,,,
153.16,156.06,2.89,153.17,153.17,Khufai,DL,DL,,p,Gpel,,pel grn,peloids,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
156.06,162.49,6.44,156.06,156.06,Khufai,DL,DL,,g,Gon,,onc grn,oncolites,,MDE,peritidal, , ,,,,,,,,,,,,,,,,,,,,,,
162.49,164.89,2.4,162.5,162.5,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
164.89,165.43,0.54,164.9,164.9,Khufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
165.43,166.2,0.77,165.44,165.44,Khufai,DL,DL,,g,Gon,,onc grn,oncolites,,MDE,peritidal, , ,,,,,,,,,,,,,,,,,,,,,,
166.2,167.09,0.9,166.21,166.21,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
167.09,168.71,1.61,167.11,167.11,Khufai,DL,DL,,g,Gon,,onc grn,oncolites,,MDE,peritidal, , ,,,,,,,,,,,,,,,,,,,,,,
168.71,169.3,0.59,168.72,168.72,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
169.3,169.89,0.59,169.31,169.31,Khufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
169.89,171.74,1.85,169.9,169.9,Khufai,DL,DL,,g,Gon,,onc grn,oncolites,,MDE,peritidal, , ,,,,,,,,,,,,,,,,,,,,,,
171.74,173.16,1.42,171.75,171.75,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
173.16,176.54,3.39,173.17,173.17,Khufai,DL,DL,,g,Gon,,onc grn,oncolites,,MDE,peritidal, , ,,,,,,,,,,,,,,,,,,,,,,
176.54,178.63,2.09,176.56,176.56,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
178.63,179.14,0.51,178.65,178.65,Khufai,DL,DL,,g,Gon,,onc grn,oncolites,,MDE,peritidal, , ,,,,,,,,,,,,,,,,,,,,,,
179.14,181.45,2.31,179.16,179.16,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
181.45,182.15,0.71,181.47,181.47,Khufai,DL,DL,,g,Gon,,onc grn,oncolites,,MDE,peritidal, , ,,,,,,,,,,,,,,,,,,,,,,
182.15,187,4.84,182.18,182.18,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
187,187.4,0.41,187.02,187.02,Khufai,DL,DL,,g,Gon,,onc grn,oncolites,,MDE,peritidal, , ,,,,,,,,,,,,,,,,,,,,,,
187.4,188.3,0.9,187.43,187.43,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
188.3,189.07,0.77,188.33,188.33,Khufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
189.07,191.91,2.84,189.1,189.1,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
191.91,192.87,0.96,191.94,191.94,Khufai,DL,DL,,g,Gon,,onc grn,oncolites,,MDE,peritidal, , ,,,,,,,,,,,,,,,,,,,,,,
192.87,195.23,2.35,192.9,192.9,Khufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
195.23,195.79,0.57,195.25,195.25,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
195.79,199.53,3.74,195.82,195.82,Khufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
199.53,200.03,0.5,199.56,199.56,Khufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
200.03,201.13,1.09,200.06,200.06,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
201.13,201.69,0.57,201.15,201.15,Khufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
201.69,202.83,1.14,201.72,201.72,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
202.83,203.36,0.53,202.86,202.86,Khufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
203.36,204.11,0.74,203.39,203.39,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
204.11,205.17,1.06,204.13,204.13,Khufai,DL,DL,,p,Gpel,,pel gn,peloids,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
205.17,212.42,7.25,205.19,205.19,Khufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
212.42,213.61,1.19,212.44,212.44,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
213.61,215.54,1.93,213.63,213.63,Khufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
215.54,217.07,1.52,215.56,215.56,Khufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
217.07,218.02,0.95,217.08,217.08,Khufai,DL,DL,,g,Goo,,oo grn,ooids,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
218.02,218.8,0.78,218.03,218.03,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
218.8,221.44,2.64,218.81,218.81,Khufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
221.44,222.73,1.29,221.45,221.45,Khufai,DL,DL,,p,Gpel,,pel gn,peloids,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
222.73,223.85,1.12,222.74,222.74,Khufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
223.85,224.99,1.15,223.86,223.86,Khufai,DL,DL,,g,Goo,,oo grn,ooids,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
224.99,226.17,1.18,225.01,225.01,Khufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
226.17,228.06,1.89,226.19,226.19,Khufai,DL,DL,,p,Gpel,,pel gn,peloids,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
228.06,228.87,0.81,228.08,228.08,Khufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
228.87,230.88,2.02,228.89,228.89,Khufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
230.88,231.75,0.86,230.91,230.91,Khufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
231.75,232.56,0.82,231.77,231.77,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
232.56,233.65,1.09,232.59,232.59,Khufai,DL,DL,,g,Goo,,oo grn,ooids,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
233.65,234.57,0.92,233.68,233.68,Khufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
234.57,235.09,0.53,234.6,234.6,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
235.09,236.3,1.21,235.13,235.13,Khufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
236.3,242.12,5.82,236.34,236.34,Khufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
242.12,243.65,1.53,242.16,242.16,Khufai,DL,DL,,g,Goo,,oo grn,ooids,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
243.65,246.51,2.85,243.69,243.69,Khufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
246.51,248.46,1.96,246.54,246.54,Khufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
248.46,249.65,1.18,248.5,248.5,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
249.65,250.88,1.23,249.68,249.68,Khufai,DL,DL,,p,Gpel,,pel gn,peloids,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
250.88,251.56,0.68,250.91,250.91,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
251.56,253.36,1.8,251.59,251.59,Khufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
253.36,255.74,2.38,253.39,253.39,Khufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
255.74,256.15,0.41,255.77,255.77,Khufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
256.15,260.21,4.07,256.18,256.18,Khufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
260.21,261.04,0.83,260.25,260.25,Khufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
261.04,262.43,1.39,261.08,261.08,Khufai,DL,DL,,p,Gpel,,pel gn,peloids,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
262.43,264.45,2.02,262.47,262.47,Khufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
264.45,265.68,1.23,264.49,264.49,Khufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
265.68,269.61,3.94,265.72,265.72,Khufai,DL,DL,,g,Goo,,oo grn,ooids,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
269.61,275.59,5.98,269.66,269.66,TopKhufai,DL,DL,,bo,Bil,,mic lam,,sequence boundary,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
275.59,283.29,7.69,275.64,275.64,TopKhufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
283.29,284.93,1.65,283.33,283.33,TopKhufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
284.93,286.39,1.45,284.98,284.98,TopKhufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
286.39,288.66,2.27,286.43,286.43,TopKhufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
288.66,290.42,1.77,288.7,288.7,TopKhufai,DL,DL,,ss,Ss,,sandstone,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
290.42,293.38,2.95,290.47,290.47,TopKhufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
293.38,295.56,2.18,293.42,293.42,TopKhufai,DL,DL,,p,Gpel,,pel gn,peloids,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
295.56,301.26,5.7,295.6,295.6,TopKhufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
301.26,303.33,2.07,301.3,301.3,TopKhufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
303.33,312.57,9.24,303.37,303.37,TopKhufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
312.57,313.68,1.11,312.61,312.61,TopKhufai,DL,DL,,p,Gpel,,pel gn,peloids,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
313.68,314.92,1.25,313.72,313.72,TopKhufai,DL,DL,,bo,Bil,,mic lam,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
314.92,325.95,11.02,314.97,314.97,TopKhufai,DL,DL,,si,Si,,,,,MDE, , ,silt,,,,,,,,,,,,,,,,,,,,,,
325.95,330.62,4.67,325.99,325.99,TopKhufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
330.62,333.07,2.44,330.66,330.66,TopKhufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
333.07,334.99,1.92,333.1,333.1,TopKhufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
334.99,338.87,3.88,335.02,335.02,TopKhufai,DL,DL,,m,M,,micrite,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
338.87,340.76,1.89,338.9,338.9,TopKhufai,DL,DL,,g,Goo,,oo grn,ooids,,MDE, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
340.76,341.83,1.07,340.79,340.79,TopKhufai,DL,DL,,bo,Bmstm,,strom,,,MDE, , , ,,,,,,,,,,,,,,,,,,,,,,
341.83,362.83,21,341.86,341.86,Shuram,CA,CA,,si,Si,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
27,75,48,362.86,362.86,Shuram,CA,CA,,cov,Cov,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
75,76,1,410.86,410.86,Shuram,CA,CA,,si,Si,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
76,76.5,0.5,411.86,411.86,Shuram,CA,CA,,ss,Ss,,,,,MDE2, , , ,,,,,,,,,,,,,,,,,,,,,,
76.5,79,2.5,412.36,412.36,Shuram,CA,CA,,cov,Cov,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
79,82,3,414.86,414.86,Shuram,CA,CA,,si,Si,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
82,85,3,417.86,417.86,Shuram,CA,CA,,cov,Cov,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
85,86.5,1.5,420.86,420.86,Shuram,CA,CA,,si,Si,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
86.5,86.8,0.3,422.36,422.36,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE2, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
86.8,87.3,0.5,422.66,422.66,Shuram,CA,CA,,si,Si,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
87.3,88,0.7,423.16,423.16,Shuram,CA,CA,,ss,Ss,,,ball and pillow,,MDE2, , , ,,,,,,,,,,,,,,,,,,,,,,
88,91,3,423.86,423.86,Shuram,CA,CA,,si,Si,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
91,93,2,426.86,426.86,Shuram,CA,CA,,cov,Cov,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
93,94.5,1.5,428.86,428.86,Shuram,CA,CA,,si,Si,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
94.5,95,0.5,430.36,430.36,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE2, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
95,98.5,3.5,430.86,430.86,Shuram,CA,CA,,si,Si,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
98.5,99,0.5,434.36,434.36,Shuram,CA,CA,,ss,Ss,,,,,MDE2, , , ,,,,,,,,,,,,,,,,,,,,,,
99,99.3,0.3,434.86,434.86,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE2, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
99.3,100,0.7,435.16,435.16,Shuram,CA,CA,,si,Si,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
100,105,5,435.86,435.86,Shuram,CA,CA,,cov,Cov,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
105,106.3,1.3,440.86,440.86,Shuram,CA,CA,,si,Si,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
106.3,106.5,0.2,442.16,442.16,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE2, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
106.5,112,5.5,442.36,442.36,Shuram,CA,CA,,si,Si,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
112,112.3,0.3,447.86,447.86,Shuram,CA,CA,,ss,Ss,,,,,MDE2, , , ,,,,,,,,,,,,,,,,,,,,,,
112.3,136,23.7,448.16,448.16,Shuram,CA,CA,,cov,Cov,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
136,142.8,6.8,471.86,471.86,Shuram,CA,CA,,si,Si,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
142.8,146,3.2,478.66,478.66,Shuram,CA,CA,,ss,Ss,,,,,MDE2, , , ,,,,,,,,,,,,,,,,,,,,,,
146,150.6,4.6,481.86,481.86,Shuram,CA,CA,,si,Si,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
150.6,150.8,0.2,486.46,486.46,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE2, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
150.8,154,3.2,486.66,486.66,Shuram,CA,CA,,cov,Cov,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
154,154.3,0.3,489.86,489.86,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE2, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
154.3,166.2,11.9,490.16,490.16,Shuram,CA,CA,,cov,Cov,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
166.2,166.5,0.3,502.06,502.06,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE2, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
166.5,167.2,0.7,502.36,502.36,Shuram,CA,CA,,si,Si,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
167.2,167.6,0.4,503.06,503.06,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE2, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
167.6,168.8,1.2,503.46,503.46,Shuram,CA,CA,,si,Si,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
168.8,169,0.2,504.66,504.66,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE2, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
169,171.8,2.8,504.86,504.86,Shuram,CA,CA,,si,Si,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
171.8,172.1,0.3,507.66,507.66,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE2, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
172.1,173.6,1.5,507.96,507.96,Shuram,CA,CA,,si,Si,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
173.6,175,1.4,509.46,509.46,Shuram,CA,CA,,g,Goo,,oo grn,"ooids, ripples",,MDE2, , , ,,,,,,,,,,,,,,,,,,,,,,
175,175.9,0.9,510.86,510.86,Shuram,CA,CA,,si,Si,,,,,MDE2, , ,silt,,,,,,,,,,,,,,,,,,,,,,
175.9,177.3,1.4,511.76,511.76,Shuram,CA,CA,,g,Goo,,oo grn,"ooids, ripples",,MDE2, , , ,,,,,,,,,,,,,,,,,,,,,,
3.3,7.2,3.9,513.16,513.16,Shuram,CA,CA,,si,Si,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
7.2,7.4,0.2,517.06,517.06,Shuram,CA,CA,,g,Goo,,oo grn,"ooids, ripples",,MDE3, , , ,,,,,,,,,,,,,,,,,,,,,,
7.4,8.2,0.8,517.26,517.26,Shuram,CA,CA,,si,Si,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
8.2,8.5,0.3,518.06,518.06,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE3, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
8.5,8.8,0.3,518.36,518.36,Shuram,CA,CA,,si,Si,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
