7	4	7	8	7	230	88	37	27	54	94	200	55	8	4	8	64	11	11	7	6	14	3	17	39	5	7	8	12	7	11	9	6	12	9	24	2	4	5	8	5	4	9	4	4	4	13	11	4	4	6	7	7	6	13	5	19	19	8	8	10	6	6	8	6	11	10	12	4	6	14	11	10	7	20	12	9	9	10	7	6	10	6	8	9	4	11	7	7	6	8	9	13	1	4	8	11	16	13	16	27	14	4	6	25	6	16	7	11	9	10	33	5	15	10	10	8	23	19	5	8	7	7	5	8	8	12	7	2	7	7	9	28	14	3	5	5	4	11	9	8	7	11	38	13	11	18	12	6	7	10	14	13	15	13	7	49	7	8	14	20	3	31	29	38	8	7	9	4	2	5	11	3	11	12	9	7	4	5	11	13	12	14	14	6	12	11	50	9	35	3	3	1	1	0	1	1	0	0	50	150	49	12	18	23	10	21	9	14	4	13	6	8	9	5	8	8	4	12	10	13	20	76	18	10	21	8	10	6	10	8	10	7	5	14	9	5	6	15	19	83	11	14	3	3	54	9	6	14	25	10	34	22	36	46	8	11	8	11	12	9	4	16	50	25	5	21	27	3	7	4	16	11	9	14	6	9	13	16	12	16	14	11	14	5	9	8	11	14	8	16	166	48	16	5	6	8	10	6	21
6	6	5	4	6	79	17	7	51	37	169	108	5	1	9	44	22	13	18	5	12	10	5	10	12	18	5	10	9	8	5	7	7	12	15	11	9	3	11	9	8	9	16	8	10	3	6	12	8	7	9	10	8	11	4	4	8	13	9	5	14	6	7	9	4	5	13	11	8	10	8	8	13	10	13	12	7	13	4	4	10	6	5	5	9	8	11	6	3	11	8	12	31	2	10	13	12	6	9	27	6	14	24	6	7	9	13	16	13	25	10	9	9	12	11	11	5	15	13	6	7	6	13	7	4	8	11	12	10	9	8	7	4	9	1	2	4	10	2	6	9	8	5	10	19	59	43	14	20	12	9	14	10	16	10	8	7	8	15	12	27	17	13	6	7	6	4	6	3	6	10	3	12	7	13	6	4	11	23	12	9	44	21	10	9	4	37	105	31	3	1	0	3	2	2	2	1	0	3	60	100	147	117	93	84	126	240	28	11	7	4	6	3	8	3	14	5	17	8	13	12	11	19	5	5	6	11	11	6	14	12	13	13	8	6	5	10	10	9	7	28	24	6	6	13	43	34	7	56	34	38	26	147	28	48	5	6	15	10	5	10	14	11	26	27	8	306	402	3	5	16	8	21	4	10	18	5	6	10	13	9	10	5	9	8	13	10	13	12	5	5	63	114	18	5	18	25	5	8	21
9	6	7	4	8	20	73	73	77	86	60	93	25	7	8	12	5	12	10	5	8	10	5	16	13	9	10	14	11	5	7	10	11	10	7	11	12	29	12	2	6	9	8	4	8	2	11	9	8	6	10	4	11	9	7	10	5	6	9	13	4	9	6	20	8	6	9	8	9	14	6	6	8	8	5	5	8	10	5	6	5	11	8	9	5	6	7	7	7	12	8	19	15	10	6	12	12	6	14	19	10	8	11	15	12	10	11	13	16	13	10	12	8	7	11	11	5	8	12	4	10	92	26	2	15	13	10	6	9	18	5	12	8	8	3	24	160	60	8	10	7	10	7	5	12	4	8	5	18	7	12	16	22	8	15	3	5	11	5	5	9	17	12	10	9	11	8	9	6	7	12	26	13	9	5	7	8	4	8	8	27	11	6	9	12	7	15	3	1	1	0	0	1	4	5	9	1	6	3	5	9	8	121	135	8	85	183	264	52	16	14	10	7	6	4	5	6	8	34	5	23	14	14	15	5	8	10	5	9	5	12	9	7	9	4	9	12	7	12	28	21	62	3	18	9	14	10	15	54	67	16	23	37	24	13	16	14	15	8	4	18	77	6	8	10	30	491	65	2	21	24	13	12	6	5	11	1	4	4	6	5	7	4	13	5	6	15	9	4	8	16	55	111	8	7	13	5	15	17	15
28	19	13	7	8	55	71	69	41	82	71	29	11	13	9	5	2	11	17	21	5	16	12	6	5	9	11	10	14	29	153	10	11	10	15	3	24	13	21	9	13	13	10	12	7	6	5	3	9	9	12	10	4	2	5	9	12	14	9	10	7	8	20	25	15	16	13	30	9	10	12	5	15	6	4	6	11	5	7	0	5	7	33	17	8	3	5	6	9	11	8	9	14	11	7	15	33	14	10	17	7	19	7	4	3	8	16	13	19	17	12	7	4	8	6	7	8	10	1	5	6	11	15	18	28	24	17	12	5	14	10	10	14	15	12	40	12	4	4	7	11	3	4	6	10	12	11	5	7	12	8	9	9	8	8	9	7	20	4	3	9	4	11	7	7	7	11	10	12	4	12	10	5	13	6	20	14	10	5	13	6	16	7	8	5	8	36	5	1	1	4	1	1	1	14	22	2	7	5	11	165	6	7	8	12	60	140	33	14	35	22	8	5	3	4	6	2	4	5	9	6	5	9	18	6	7	13	10	4	7	10	8	10	16	10	8	5	6	15	8	57	16	13	33	23	40	42	16	24	46	127	109	17	39	76	20	17	12	4	10	23	9	2	5	9	87	368	6	5	15	194	394	20	5	11	9	7	6	4	14	9	6	11	8	12	8	7	11	9	5	7	14	55	8	0	20	21	7	4	46
58	20	10	4	8	48	64	63	70	171	202	44	47	14	31	35	25	13	9	6	5	12	7	3	6	8	15	7	3	24	5	4	8	17	29	3	6	5	9	12	17	13	7	11	6	6	6	12	8	28	6	15	8	4	10	10	20	7	16	4	16	9	9	3	9	9	9	4	7	10	10	14	10	13	20	9	10	6	13	8	6	6	14	13	9	4	8	5	9	15	11	7	12	10	8	7	5	13	7	11	5	13	25	1	11	7	7	11	12	19	12	5	6	7	7	8	10	11	10	12	6	13	23	138	48	12	12	3	11	24	79	9	3	5	9	8	6	6	16	100	4	2	9	10	5	10	8	7	26	12	15	15	6	12	7	22	6	9	5	2	6	6	7	12	11	5	7	7	5	6	10	5	7	10	15	13	10	11	10	5	6	6	13	5	14	10	195	133	2	2	0	5	1	44	82	48	28	21	3	1	4	4	10	11	25	18	16	10	7	10	12	5	16	2	3	4	17	17	4	6	7	14	8	11	10	4	9	14	9	9	12	13	11	8	8	13	11	15	9	14	31	26	14	62	11	6	19	10	51	22	32	21	27	228	42	160	155	13	11	10	5	12	32	35	14	12	331	15	8	13	19	28	16	10	9	6	7	3	4	5	10	9	7	5	6	12	16	5	6	15	9	81	363	85	128	8	13	9	19	36
31	27	24	17	12	55	36	20	22	255	479	78	42	28	30	275	163	265	7	8	12	9	7	9	10	26	9	8	8	10	6	4	7	10	11	8	8	11	10	12	7	6	8	8	8	7	9	9	7	10	8	19	8	8	4	14	7	6	13	12	5	10	8	40	27	8	8	15	25	21	16	5	10	9	11	11	4	9	13	17	81	14	22	11	6	8	6	9	5	14	7	6	11	8	6	8	10	31	18	11	5	3	10	46	12	5	16	8	5	16	10	4	9	4	41	21	13	0	5	5	24	15	11	9	11	3	8	6	21	10	9	14	5	5	15	10	7	9	4	7	2	2	14	8	11	4	10	11	8	12	15	26	13	8	11	26	9	6	11	8	7	11	7	9	8	4	9	18	5	8	4	9	12	13	8	14	46	2	4	5	2	7	5	14	20	70	490	288	5	2	1	1	2	97	27	17	459	352	92	25	7	8	4	12	17	13	9	8	13	6	6	1	13	13	8	6	1	3	6	7	17	11	6	5	5	2	11	4	7	9	16	15	6	8	7	10	7	10	6	10	10	14	28	110	15	4	6	9	50	73	29	28	16	22	130	166	225	203	20	8	9	3	4	14	16	17	8	9	6	12	13	16	7	5	9	8	8	5	6	8	11	19	14	11	13	17	23	4	4	8	14	12	34	47	60	14	6	5	26	38
13	14	15	39	14	27	29	30	26	62	148	102	46	53	5	50	53	319	221	5	17	9	11	5	11	9	9	9	5	8	13	11	3	8	7	9	7	5	4	8	7	8	2	8	4	7	5	5	6	6	6	19	12	8	9	8	6	5	6	5	4	6	23	25	11	13	11	9	10	8	14	7	5	8	7	7	14	14	8	15	17	18	21	7	12	11	10	9	5	11	19	16	14	8	4	6	11	49	46	11	2	6	6	17	20	10	11	11	6	10	4	6	7	5	5	39	3	4	5	15	10	10	12	15	14	16	5	4	6	6	12	10	9	16	5	12	7	7	6	4	5	7	6	12	5	8	13	7	15	9	11	7	12	11	7	25	9	4	7	8	3	5	7	14	4	11	10	27	15	11	9	12	13	5	6	9	15	13	9	14	12	7	5	5	10	8	35	9	3	0	2	1	110	72	16	47	20	15	5	6	12	14	13	11	9	6	7	6	11	16	11	6	6	5	1	4	7	3	11	4	27	9	7	6	12	11	3	1	2	0	1	10	13	19	8	11	8	6	11	10	12	36	57	16	17	4	5	35	97	135	32	11	7	15	47	14	17	245	79	57	22	3	1	12	10	6	7	7	5	9	13	10	4	14	13	9	18	32	23	5	12	5	9	8	9	7	11	2	3	3	10	17	16	37	100	191	10	2	6	11
13	13	13	9	12	20	118	108	41	187	649	188	69	19	12	14	37	132	227	1	6	6	6	9	7	7	8	11	4	13	15	14	16	43	21	15	5	14	19	21	8	8	6	1	8	5	6	8	10	13	12	10	31	18	16	3	12	8	11	7	6	14	13	10	9	16	42	149	90	25	7	7	3	8	8	7	12	22	70	31	57	30	13	9	5	4	9	8	10	10	12	9	5	6	4	4	20	36	54	20	14	13	8	54	334	54	5	12	9	5	7	6	11	21	27	24	10	7	9	14	7	10	8	12	17	9	4	13	17	7	2	10	9	13	37	8	4	20	4	3	11	6	21	9	6	9	14	12	18	14	28	5	6	16	11	14	7	14	8	10	2	2	6	2	10	14	9	8	8	16	19	24	9	7	8	11	9	4	7	6	9	18	13	16	15	62	48	7	5	1	13	80	28	9	8	15	4	4	4	10	9	7	10	13	8	5	207	62	128	11	19	15	4	7	3	6	1	5	3	4	10	6	8	7	4	5	1	0	3	1	1	5	6	11	9	10	5	8	7	4	13	13	26	28	48	21	13	62	101	22	117	8	7	27	93	38	13	429	220	45	9	7	4	5	16	9	20	4	11	3	10	7	4	11	6	9	6	20	5	6	9	17	10	12	6	12	9	6	8	4	4	7	10	9	14	54	13	9	7	23
4	15	7	11	9	16	258	84	84	118	495	18	34	34	58	18	8	32	61	40	4	6	15	6	10	12	5	9	14	10	6	12	7	5	7	8	7	10	7	4	5	8	8	7	5	5	10	11	13	7	2	8	22	25	13	6	9	18	6	9	10	11	4	8	9	3	18	568	543	11	6	10	8	10	9	13	14	9	13	13	14	7	8	5	10	5	9	6	9	10	9	8	5	6	3	7	1	7	23	8	7	13	23	78	67	7	7	7	9	8	11	10	17	28	40	12	5	11	13	6	8	11	16	15	15	15	8	6	5	9	14	27	18	6	5	12	15	7	5	5	9	7	21	7	12	7	10	5	14	11	15	14	12	10	8	11	9	13	9	12	4	9	7	9	12	3	8	8	9	11	7	10	7	20	13	16	10	5	10	6	8	11	12	24	8	11	18	62	49	83	87	102	70	11	21	15	10	14	11	8	11	10	6	11	6	5	9	20	11	12	9	14	10	5	7	6	5	7	8	17	14	8	1	7	14	7	3	4	3	4	15	12	8	6	2	10	8	7	7	11	8	9	21	24	24	40	241	82	96	32	61	19	8	15	58	5	9	249	43	56	4	21	6	21	13	8	20	16	11	7	5	8	7	12	8	10	14	12	7	9	8	7	15	10	10	17	7	4	2	3	0	7	9	19	59	284	30	5	4	7
8	5	10	14	6	13	105	99	10	12	9	15	37	23	8	10	11	111	195	26	3	12	24	7	9	6	15	11	10	9	12	8	9	9	18	14	13	9	11	7	8	7	9	7	7	2	2	15	8	7	5	7	10	13	11	5	7	14	16	6	3	12	11	6	17	12	7	59	33	8	6	7	7	3	9	5	14	14	13	8	14	11	10	9	10	6	6	6	10	10	10	5	13	15	19	72	124	23	2	5	17	13	32	36	88	298	5	10	9	9	5	6	11	47	29	7	10	12	14	10	4	16	10	6	12	5	3	10	4	6	20	6	2	6	32	47	10	3	1	5	12	3	21	8	6	7	11	19	12	12	27	12	13	11	6	13	12	10	7	9	6	6	3	7	14	7	7	11	14	25	69	9	13	11	31	99	90	8	21	7	6	11	8	10	13	9	12	12	14	75	64	5	24	9	3	8	8	17	15	10	11	6	5	7	4	13	6	10	7	21	16	17	6	9	8	68	6	1	7	19	9	5	3	6	3	13	1	10	9	7	12	7	11	4	18	6	7	5	5	10	138	147	153	6	18	48	58	52	11	13	81	66	23	8	18	2	10	30	8	4	17	9	14	12	9	13	14	11	3	48	10	8	6	4	37	16	9	8	5	9	5	6	6	8	37	28	17	8	3	1	2	6	7	4	34	28	9	9	8	11
