Counter_Type,Counter_Height,Dome,Section,Meter,Sample,Formation,Group,Composite_Height,Use,Microanalysis_Type,Facies,WaterDepth,Min,d13C,d18O,d13Corg,CAP13C,d34SCAS,d34Spy,Dd34S,TOC,Pyrite,SO4,Ca44_40,Ca44_42,Ca44_43,d26Mg,d25Mg,Mn_ppm,Sr_ppm,Fe_ppm,Na_ppm,Mg_ppm,Al_ppm,P_ppm,S_ppm,K_ppm,Ca_ppm,Ti_ppm,Li_ppm,Be_ppm,B_ppm,Sc_ppm,V_ppm,Cr_ppm,Ba_ppm,Cd_ppm,Cu_ppm,Ni_ppm,Pb_ppm,Zn_ppm,Y_ppm,Zr_ppm,Mg_MgCa,Sr_Ca_mmol_mol,Mg_Ca_mmol_mol,Mn_Ca_mmol_mol,U_Ca_mmol_mol,Mn_Sr_mmol_mol,Mn_Sr_ppm,Al_Acetic_ppm,Ca_Acetic,Fe_Acetic_ppm,K_Acetic_ppm,Mg_Acetic_ppm,Mn_Acetic_ppm,Na_Acetic_ppm,S_Acetic_ppm,Sr_Acetic_ppm,N,mean_pct_carb,d13C_VPDB,d18O_VPDB_mineral,d18Ow_VSMOW,d18Ow_VSMOW_1SE_lower,d18Ow_VSMOW_1SE_upper,d18Ow_VSMOW_2SE_lower,d18Ow_VSMOW_2SE_upper,d18Ow_VSMOW_lower,d18Ow_VSMOW_upper,D47,SE,SE_2,SD,CL_95_pct,T_MIT,T_MIT_SE_lower,T_MIT_SE_upper,T_MIT_2SE_lower,T_MIT_2SE_upper,T_MIT_95CL_lower,T_MIT_95CL_upper,D48,D48_SE,D48_SD,D48_95_CL,Mineralogy,Type,Form_T,err_Form_T,Calibration,Author,ordering_ratio,Mg,alt_Sample,Counter,Location,Country_Min,Formation.1,T_Petersen,d47_VPDB,d18Ow_VSMOW_MK77,d18Ow_VSMOW_MK77_upper,d18Ow_VSMOW_MK77_lower,d18Ow_VSMOW_H14,d18Ow_VSMOW_H14_upper,d18Ow_VSMOW_H14_lower,d18Ow_VSMOW_H14_lower.1,d18Ow_VSMOW_V05,d18Ow_VSMOW_V05_upper,d18Ow_VSMOW_V05_lower,d18Ow_VSMOW_KON97,d18Ow_VSMOW_KON97_upper,d18Ow_VSMOW_KON97_lower,d18Ow_VSMOW_A21,d18Ow_VSMOW_A21.1,d18Ow_VSMOW_A21_upper,d18Ow_VSMOW_A21_lower,Data_Reference,Published,AgeModel,T_calc_sw1_a21
412,,SOSB,TM6,2395,TM6_2395,BuahBirba,post,1157.48639,0,,,,CA,-0.47,-3.89,-33.84,33.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,549.2132846,33.03414364
411,,SOSB,TM6,2380,TM6_2380,BuahBirba,post,1173.389761,0,,,,CA,-5.27,-3.9,-35.81,30.54,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,548.9043824,33.08793326
410,,SOSB,TM6,2370,TM6_2370,BuahBirba,post,1183.992008,0,,,,CA,-3.25,-3.15,-38.69,35.44,,,,11.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,548.6984477,29.1069341
409,,SOSB,TM6,2360,TM6_2360,BuahBirba,post,1193.986503,0,,,,CA,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,548.5043177,
408,,SOSB,TM6,2350,TM6_2350,BuahBirba,post,1205.196503,0,,,,CA,-5.61,-1.07,-36.23,30.62,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,548.2865781,18.60341116
407,,SOSB,TM6,2340,TM6_2340,BuahBirba,post,1215.79875,0,,,,CA,-0.78,-2.71,-32.94,32.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,548.0806433,26.82057777
406,,SOSB,TM6,2335,TM6_2335,BuahBirba,post,1221.099873,0,,,,CA,-0.85,-2.88,-33.3,32.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,547.9776759,27.69971097
405,,SOSB,TM6,2330,TM6_2330,BuahBirba,post,1226.400997,0,,,,CA,-0.19,-2.8,-33.86,33.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,547.8747085,27.28534154
404,,SOSB,TM6,2325,TM6_2325,BuahBirba,post,1231.702121,0,,,,CA,-0.19,-2.88,-33.85,33.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,547.7717411,27.69971097
403,,SOSB,TM6,2320,TM6_2320,BuahBirba,post,1237.003244,0,,,,CA,-1.23,-2.68,-33.65,32.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,547.6687737,26.66598518
402,,SOSB,TM6,2315,TM6_2315,BuahBirba,post,1242.304368,0,,,,CA,-1.09,-2.66,-36.52,35.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,547.5658063,26.56301453
401,,SOSB,TM6,2310,TM6_2310,BuahBirba,post,1247.605491,0,,,,CA,-1.77,-2.69,-36.12,34.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,547.4628389,26.71749782
400,,SOSB,TM6,2305,TM6_2305,BuahBirba,post,1252.906615,0,,,,CA,-1.95,-2.32,-39.33,37.38,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,547.3598928,24.82358443
399,,SOSB,TM6,2300,TM6_2300,BuahBirba,post,1258.207739,0,,,,CA,-1.11,-2.83,-37.64,36.53,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,547.2739461,27.44059235
398,,SOSB,TM6,2295,TM6_2295,BuahBirba,post,1263.508862,0,,,,CA,-3.44,-3.16,-32,28.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,547.1879995,29.1593137
397,,SOSB,TM6,2290,TM6_2290,BuahBirba,post,1268.809986,0,,,,CA,-1.69,-2.27,-35.8,34.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,547.1020528,24.56953694
396,,SOSB,TM6,2285,TM6_2285,BuahBirba,post,1274.111109,0,,,,CA,-2.02,-1.79,-35.69,33.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,547.0161062,22.15317955
395,,SOSB,TM6,2280,TM6_2280,BuahBirba,post,1279.412233,0,,,,CA,-0.13,-2.01,-32.82,32.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,546.9301596,23.25564547
394,,SOSB,TM6,2275,TM6_2275,BuahBirba,post,1284.713357,0,,,,CA,0,-1.59,-28.31,28.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,546.8442129,21.15823914
393,,SOSB,TM6,2270,TM6_2270,BuahBirba,post,1290.01448,0,,,,CA,-0.54,-1.07,-31.12,30.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,546.7582663,18.60341116
392,,SOSB,TM6,2265,TM6_2265,BuahBirba,post,1295.315604,0,,,,CA,0.23,-1.93,-29.98,30.21,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,546.6723197,22.85376949
391,,SOSB,TM6,2260,TM6_2260,BuahBirba,post,1300.616727,0,,,,CA,0.98,-2.42,-30.58,31.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,546.586373,25.33302069
390,,SOSB,TM6,2255,TM6_2255,BuahBirba,post,1305.917851,0,,,,CA,1.47,-2.48,-29.61,31.08,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,546.5004264,25.63954403
389,,SOSB,TM6,2250,TM6_2250,BuahBirba,post,1311.218975,0,,,,CA,0.96,-2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,546.4144798,25.18000163
388,,SOSB,TM6,2245,TM6_2245,BuahBirba,post,1316.520099,0,,,,DL,0.34,-0.81,-33.14,33.48,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,546.3285331,29.49198806
387,,SOSB,TM6,2240,TM6_2240,BuahBirba,post,1321.821222,0,Birba start,,,DL,0.17,-0.19,-33.53,33.7,,,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,546.2425865,26.79057191
386,,SOSB,TM6,2235,TM6_2235,BuahBirba,post,1327.122346,0,,,,DL,-4.67,-3.54,-33.91,29.24,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,546.1566398,42.34287568
385,,SOSB,TM6,2230,TM6_2230,BuahBirba,post,1332.423469,0,,,,DL,-1.04,-1.9,-29.53,28.49,,,,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,546.0706932,34.42790719
384,,SOSB,TM6,2225,TM6_2225,BuahBirba,post,1337.724593,0,,,,DL,1.36,-3.03,-30.17,31.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,545.9847466,39.81495218
383,,SOSB,TM6,2220,TM6_2220,BuahBirba,post,1343.025716,0,,,,DL,1.46,-2.21,-29.87,31.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,545.8988,35.87742141
382,,SOSB,TM6,2215,TM6_2215,BuahBirba,post,1348.32684,0,,,,DL,1.6,-3.26,-29.86,31.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,545.8128533,40.94728823
381,,SOSB,TM6,2210,TM6_2210,BuahBirba,post,1353.627964,0,,,,DL,1.87,-3.1,-30.16,32.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,545.7269067,40.15825138
380,,SOSB,TM6,2205,TM6_2205,BuahBirba,post,1358.929087,0,,,,DL,1.73,-1.59,-28.52,30.25,,,,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,545.64096,32.99904138
379,,SOSB,TM6,2200,TM6_2200,BuahBirba,post,1364.230211,0,,,,DL,1.77,-3.27,-32.3,34.07,,,,10.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,545.5550134,40.99680541
378,,SOSB,TM6,2195,TM6_2195,BuahBirba,post,1369.531334,0,,,,DL,0.66,-4.19,-31.77,32.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,545.4690668,45.65728615
377,,SOSB,TM6,2190,TM6_2190,BuahBirba,post,1374.832458,0,,,,DL,-0.24,-6.54,-30.38,30.14,,,,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,545.3831201,58.59500565
376,,SOSB,TM6,2185,TM6_2185,BuahBirba,post,1380.133582,0,,,,DL,0.17,-5.58,-31.02,31.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,545.2971735,53.11847316
375,,SOSB,TM6,2180,TM6_2180,BuahBirba,post,1385.434705,0,,,,DL,2.35,-3.38,-32.24,34.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,545.2112269,41.54307757
374,,SOSB,TM6,2175,TM6_2175,BuahBirba,post,1390.735829,0,,,,DL,2.35,-3.38,-31.75,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,545.1252802,41.54307757
373,,SOSB,TM6,2170,TM6_2170,BuahBirba,post,1396.036952,0,,,,DL,2.65,-2.98,-30.52,33.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,545.0393336,39.57044292
372,,SOSB,TM6,2165,TM6_2165,BuahBirba,post,1401.338076,0,,,,DL,3.22,-3.22,-28.82,32.04,,,,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,544.953387,40.74945836
371,,SOSB,TM6,2160,TM6_2160,BuahBirba,post,1406.6392,0,,,,DL,3.02,-2.16,-31.41,34.43,,,,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,544.8674403,35.64221166
370,,SOSB,TM6,2155,TM6_2155,BuahBirba,post,1411.940323,0,,,,DL,2.15,-2.67,-30.46,32.61,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,544.7814937,38.06744039
369,,SOSB,TM6,2150,TM6_2150,BuahBirba,post,1417.241447,0,,,,DL,1.42,-2.74,-31.74,33.16,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,544.6955471,38.40489273
368,,SOSB,TM6,2145,TM6_2145,BuahBirba,post,1422.54257,0,,,,DL,1.47,-2.4,-31.86,33.33,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,544.6096004,36.77625394
367,,SOSB,TM6,2140,TM6_2140,BuahBirba,post,1427.843694,0,,,,DL,1.45,-2.81,-31.66,33.11,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,544.5236538,38.74346896
366,,SOSB,TM6,2135,TM6_2135,BuahBirba,post,1433.144818,0,,,,DL,1.21,-2.94,-32.17,33.38,,,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,544.4377071,39.37525639
365,,SOSB,TM6,2130,TM6_2130,BuahBirba,post,1438.445941,0,,,,DL,1.8,-4.15,-31.75,33.55,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,544.3517605,45.45023549
364,,SOSB,TM6,2125,TM6_2125,BuahBirba,post,1443.747065,0,PreC -boundary,,,DL,-3.78,-3.08,-28.81,25.03,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,544.2658139,40.06004818
363,,SOSB,TM6,2120,TM6_2120,BuahBirba,post,1449.048188,0,,,,DL,-2.86,-3.59,-33.17,30.31,,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,544.1798672,42.5940924
362,,SOSB,TM6,2115,TM6_2115,BuahBirba,post,1454.349312,0,,,,DL,-4.41,-4.17,-33.23,28.82,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,544.0939206,45.55370934
361,,SOSB,TM6,2110,TM6_2110,BuahBirba,post,1459.650436,0,,,,DL,-3.11,-3.02,-32.36,29.25,,,,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,544.007974,39.76600346
360,,SOSB,TM6,2105,TM6_2105,BuahBirba,post,1464.951559,0,,,,DL,-2.85,-3.35,-29.39,26.54,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,543.9220273,41.3938057
359,,SOSB,TM6,2100,TM6_2100,BuahBirba,post,1470.252683,0,,,,DL,-3.67,-1.38,-30.1,26.43,,,,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,543.8360807,32.0425857
358,,SOSB,TM6,2090,TM6_2090,BuahBirba,post,1480.85493,0,,,,DL,-3.07,-1.83,-33.88,30.81,,,,14.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,543.6641874,34.10347275
357,,SOSB,TM6,2085,TM6_2085,BuahBirba,post,1486.156054,0,,,,DL,-3.08,-1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,543.5782408,34.05721058
356,,SOSB,TM6,2080,TM6_2080,BuahBirba,post,1491.457177,0,,,,DL,-2.69,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,543.4922942,37.73110576
355,,SOSB,TM6,2075,TM6_2075,BuahBirba,post,1496.758301,0,,,,DL,1.88,-0.96,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,543.4063475,30.15685231
354,,SOSB,TM6,2070,TM6_2070,BuahBirba,post,1502.059424,0,,,,DL,1.69,-2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,543.3204009,39.22911124
353,,SOSB,TM6,2065,TM6_2065,BuahBirba,post,1507.360548,0,,,,DL,1.72,-1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,543.2344543,30.96063654
352,,SOSB,TM6,2060,TM6_2060,BuahBirba,post,1512.661672,0,,,,DL,2.26,-3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes,543.1485076,40.50270702
