location,section,mineralogy,water depth,height (m),δ13C,δ18O,44/40Ca,44/42Ca,44/43Ca,δ26Mg,δ25Mg,Sr/Ca (mmol/mol),Mg/Ca (mmol/mol),Mn/Ca (μmol/mol),U/Ca (μmol/mol),Mn/Sr (mmol/mmol)
NW Canada,JB1807,Dolostone,3,33.2,-6.473575342,-7.132039345,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,35.5,-7.54473559,-10.08298011,-0.78,-0.01,-0.03,,,0.139200125,40.66385684,494.7796834,0.094041836,3.554448554
NW Canada,JB1807,Dolostone,3,36.5,-6.694108334,-7.686127795,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,37.5,-7.436196772,-9.152703179,-0.66,0.05,-0.02,,,0.172572643,929.3400827,433.1882231,0.194583834,2.510178987
NW Canada,JB1807,Dolostone,3,38.5,-6.406500791,-7.329728189,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,39.5,-6.623171915,-8.00334943,-0.81,-0.03,-0.01,,,0.298691683,352.1102074,663.4701892,0.257714142,2.221254315
NW Canada,JB1807,Dolostone,3,40.5,-6.411988709,-7.610370392,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,41.5,-6.181699418,-8.720945945,-0.65,0.05,-0.01,,,0.300409442,166.9462235,559.3381868,0.194895254,1.861919465
NW Canada,JB1807,Dolostone,3,43.5,-7.139645956,-10.16833212,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,44.5,-6.651627785,-8.388932627,-0.72,0.02,0,,,0.308656961,231.1808748,686.5599693,2.425783671,2.2243463
NW Canada,JB1807,Dolostone,3,46.5,-6.668498051,-9.381974266,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,47.5,-6.633741239,-9.335600341,-0.52,0.12,-0.06,,,0.32038239,123.0162933,567.730826,3.10067839,1.7720413
NW Canada,JB1807,Dolostone,3,48.5,-6.381500277,-8.738935829,-0.76,0,0.02,,,0.291227468,222.9734939,699.0513358,0.635448391,2.400361958
NW Canada,JB1807,Limestone,2,63,-0.2297477,-10.63207137,-0.98,-0.11,-0.08,,,0.943038642,30.58123072,157.7144842,0.690252152,0.167240744
NW Canada,JB1807,Limestone,2,64,-3.714982004,-10.19111931,-1.04,-0.13,-0.07,,,1.703571392,12.01816383,171.8993492,0.41804191,0.100905281
NW Canada,JB1807,Limestone,2,65,1.758504586,-8.172504319,-1.19,-0.21,-0.26,,,1.580760097,29.06344602,77.00655776,1.316152613,0.048714892
NW Canada,JB1807,Limestone,2,67,1.717446831,-11.26951295,-1.13,-0.18,-0.08,,,1.697264796,27.78320653,146.6317487,0.722953218,0.086392971
NW Canada,JB1822,Dolostone,3,22.1,-3.744961693,-5.259782226,-1.45,-0.31,-0.16,,,0.159529574,934.4596682,1052.210471,0.190525716,6.595707902
NW Canada,JB1822,Dolostone,3,23.9,-3.59864255,-3.872332897,-1.42,-0.3,-0.19,,,0.135064897,946.3636577,1045.686907,0.17822376,7.74210715
NW Canada,JB1822,Dolostone,3,27,-4.403094273,-4.151090744,-1.27,-0.22,-0.14,,,0.112820684,966.4395739,945.7117023,0.176689091,8.382431881
NW Canada,JB1822,Dolostone,3,29.1,-3.371979423,-2.999803003,-1.53,-0.35,-0.19,,,0.101819254,956.4556276,900.6962377,0.153193829,8.846030593
NW Canada,JB1822,Dolostone,3,31.2,-3.453335295,-2.560566224,-1.43,-0.3,-0.13,,,0.099849634,981.6755094,739.9513413,0.153022802,7.410656542
NW Canada,JB1822,Dolostone,3,33,-4.178252546,-4.215282317,-1.38,-0.28,-0.13,,,0.113747097,933.9326735,875.966942,0.16470118,7.701004801
NW Canada,JB1822,Dolostone,3,35,-3.866793124,-4.593299355,-1.42,-0.3,-0.16,,,0.109299291,934.5757331,871.5311434,0.138385873,7.973804168
NW Canada,JB1822,Dolostone,3,39,-3.030972844,-2.859136286,-1.4,-0.29,-0.12,,,0.105838219,938.8480771,738.581544,0.139861024,6.978401078
NW Canada,JB1822,Dolostone,3,41,-3.079341136,-2.941951339,-1.6,-0.39,-0.2,,,0.097636886,939.1846838,825.2553093,0.134983853,8.452290387
NW Canada,JB1822,Dolostone,3,43,-3.407193159,-4.465906821,-1.31,-0.24,-0.16,,,0.115423568,950.1758699,1330.209671,0.159032528,11.52459321
NW Canada,JB1822,Dolostone,3,45,-3.24670757,-3.728694347,-1.47,-0.32,-0.23,,,0.099738788,960.2446942,1321.553869,0.139097308,13.25014963
NW Canada,JB1822,Dolostone,3,47,-3.268159616,-3.375640698,-1.42,-0.3,-0.15,,,0.101403631,942.5309293,1578.278444,0.231770689,15.56431887
NW Canada,JB1822,Dolostone,3,49,-3.037246555,-2.62872024,-1.44,-0.31,-0.16,,,0.098056742,924.4244057,1178.065025,0.339097824,12.01411546
NW Canada,JB1822,Dolostone,3,62,-2.481314761,-3.438247294,,,,,,0.123301618,979.4909718,683.0554491,0.119764708,5.539711977
NW Canada,JB1822,Dolostone,3,64,-2.329126662,-8.166432106,-1.2,-0.19,-0.15,,,0.07144147,981.8807007,861.2779894,0.08208033,12.05571491
NW Canada,JB1822,Dolostone,3,66,-2.072309244,-8.011302472,-1.37,-0.28,-0.15,,,0.076532433,980.9859869,939.2175075,0.049419088,12.27215015
NW Canada,JB1822,Dolostone,3,68.1,-2.560849233,-7.922543754,-1.18,-0.18,-0.11,,,0.153275763,978.3446764,2033.829515,0.171972514,13.26908754
NW Canada,JB1822,Dolostone,3,70.5,-2.456017537,-6.691809036,-1.29,-0.23,-0.06,,,0.186927222,984.4215086,809.3494108,0.160726994,4.329756804
NW Canada,JB1822,Dolostone,3,71.9,-2.618526904,-6.200466135,-1.23,-0.21,-0.14,,,0.171995131,947.0980732,783.4037654,0.295045926,4.554801992
NW Canada,JB1822,Dolostone,3,74.1,-2.81321434,-6.76630296,-1.32,-0.26,-0.15,,,0.160430629,952.3480021,837.3964326,0.124155471,5.219679292
NW Canada,JB1822,Dolostone,3,77,-1.454247467,-6.890723662,-1.09,-0.14,-0.07,,,0.175644065,956.3224779,424.9839635,0.211736781,2.419574862
NW Canada,JB1822,Dolostone,3,79,-2.244801533,-4.765360369,-1.32,-0.25,-0.14,,,0.097299808,949.5365799,1307.047591,0.208511147,13.43319804
NW Canada,JB1822,Dolostone,3,81,-2.02960753,-4.664623325,-1.24,-0.2,-0.13,,,0.137668635,975.5376061,736.8838889,0.230314649,5.352590946
NW Canada,JB1822,Dolostone,3,83,-2.04235733,-3.779809859,-1.2,-0.18,-0.13,,,0.132973271,975.3228275,525.0211496,0.27831501,3.948320949
NW Canada,JB1822,Dolostone,3,85,-1.722195664,-7.020691784,-1.31,-0.24,-0.09,,,0.174386787,973.5948849,474.7171464,0.683406972,2.722208221
NW Canada,JB1822,Dolostone,3,87.1,-1.841396183,-8.240133541,-1.44,-0.3,-0.15,,,0.139740528,976.6199539,1920.654668,0.35879752,13.74443543
NW Canada,JB1822,Dolostone,3,88.9,-1.405879175,-7.49578867,-1.07,-0.15,-0.12,,,0.141645052,986.6242184,845.914966,0.313843868,5.972075653
NW Canada,JB1822,Dolostone,3,90,-0.898867908,-6.220788624,-1.15,-0.19,-0.05,,,0.202121082,1025.402682,418.9483204,0.385569676,2.072759138
NW Canada,JB1822,Dolostone,3,91,-1.248981537,-6.312574182,-1.19,-0.18,-0.11,,,0.223787788,990.824003,593.8350876,0.235852862,2.653563421
NW Canada,JB1822,Dolostone,3,92.7,-3.252420825,-7.809116792,-1.2,-0.18,-0.11,,,0.155328797,978.0117089,1721.483738,0.818052061,11.08283699
NW Canada,JB1822,Dolostone,3,95.1,-2.997175752,-7.428427143,-1.26,-0.22,-0.09,,,0.136591675,996.8293297,1886.027312,0.743907858,13.80777645
NW Canada,JB1822,Dolostone,3,97,-4.244985842,-5.329015279,-1.22,-0.2,-0.14,,,0.142989168,983.6347056,452.0073247,0.571542716,3.161129841
NW Canada,JB1822,Dolostone,3,99,-5.545349767,-6.52879786,-1.09,-0.13,-0.06,,,0.156474035,979.5034749,327.385513,1.025081486,2.092267347
NW Canada,JB1822,Dolostone,3,101.5,-3.608434103,-5.750711181,-1.15,-0.16,-0.15,,,0.107904991,986.2470775,740.2166552,0.977263403,6.859892652
NW Canada,JB1822,Dolostone,3,104.3,-5.226972179,-5.928508367,-1.4,-0.28,-0.14,,,0.060468701,993.3554322,707.5475201,2.061992647,11.70105373
NW Canada,JB1822,Dolostone,3,108.1,-3.248758974,-5.440113633,-1.39,-0.28,-0.12,,,0.144600846,950.0557195,504.6109331,0.61573279,3.489681743
NW Canada,JB1822,Dolostone,3,110,-5.107962026,-6.945715338,-1.36,-0.26,-0.14,,,0.15227597,1003.725287,588.3061852,2.479978525,3.863421037
NW Canada,JB1822,Dolostone,3,112,-5.109182643,-6.774488484,-1.15,-0.16,-0.09,,,0.15791771,979.4088011,785.7223915,2.779558032,4.975517882
NW Canada,JB1822,Dolostone,3,114.1,-4.491957339,-7.033717977,-1.37,-0.27,-0.11,,,0.132604819,983.6281387,899.048109,2.215553826,6.779905256
NW Canada,JB1822,Dolostone,3,116,-3.966074869,-6.68330023,-1.37,-0.27,-0.12,,,0.136915663,984.9514843,893.7961938,1.922699465,6.528078506
NW Canada,JB1822,Dolostone,3,119,-2.942533749,-6.398786395,-1.27,-0.25,-0.22,,,0.120177812,999.3040353,1099.851817,0.271168806,9.151870857
NW Canada,JB1822,Dolostone,3,132.5,-6.67421701,-6.226761654,-1.01,-0.09,-0.08,,,0.230441678,916.8203426,1457.366802,0.594242375,6.32423274
NW Canada,JB1822,Dolostone,3,134,-6.960744806,-6.033052929,-1.14,-0.16,-0.06,,,0.239168716,931.6757947,1388.379406,0.715518384,5.805020953
NW Canada,JB1822,Dolostone,3,136,-6.910202954,-5.860415828,-1.23,-0.2,-0.14,,,0.240720745,918.5536887,1308.109657,0.613715052,5.434137624
NW Canada,JB1822,Dolostone,3,140,-6.868055778,-5.505255554,-1.2,-0.19,-0.14,,,0.24611715,946.891278,1606.963476,0.708621255,6.5292625
NW Canada,JB1822,Dolostone,3,143,-6.703511817,-5.791526884,-1.25,-0.21,-0.17,,,0.220734176,941.0202464,1643.366635,0.712887989,7.445003133
NW Canada,JB1822,Dolostone,3,145,-6.683487231,-6.475063418,-1.06,-0.15,-0.13,,,0.122255487,995.3200212,1107.005292,0.296125885,9.054851638
NW Canada,JB1822,Dolostone,3,147,-5.947236825,-5.754889448,-1.15,-0.19,-0.1,,,0.154781791,938.7494698,1404.045314,0.333719675,9.071127179
NW Canada,JB1822,Dolostone,3,149,-5.913569214,-5.971713283,-1.18,-0.2,-0.09,,,0.151557737,956.1490481,1208.654799,0.368278246,7.974880246
NW Canada,JB1822,Dolostone,3,151.1,-6.165400084,-6.664666303,-1,-0.12,-0.11,,,0.171246797,959.1943004,1237.25195,0.572420087,7.224964028
NW Canada,JB1822,Dolostone,3,153,-5.569195109,-6.631381784,-1.19,-0.21,-0.13,,,0.158238024,960.8850401,1383.544234,0.34303467,8.743437276
NW Canada,JB1822,Dolostone,3,156,-4.74248183,-5.679206791,-1.25,-0.24,-0.09,,,0.146325562,920.6523617,2052.531377,0.259573171,14.02715523
NW Canada,JB1822,Dolostone,3,158,-4.665691818,-5.717859517,-1.32,-0.27,-0.12,,,0.148188428,934.7654929,1201.641713,0.248545857,8.108876832
NW Canada,JB1822,Dolostone,3,160,-1.684148639,-2.523319262,-1.33,-0.28,-0.23,,,0.236126767,925.8124546,1294.730182,0.570228122,5.483199541
NW Canada,JB1822,Dolostone,3,162,-3.233553013,-6.716376181,-1.29,-0.26,-0.1,,,0.170806841,977.9214021,1237.150487,0.609464979,7.242979734
NW Canada,JB1822,Dolostone,3,190.4,0.035455459,-5.85335615,-1.25,-0.24,-0.13,,,0.156666439,981.8594161,1229.547402,0.383310032,7.848186289
NW Canada,JB1822,Dolostone,3,191.5,-0.606284519,-6.679525464,-1.28,-0.25,-0.15,,,0.140386315,926.0335828,1949.963565,0.252633908,13.8899833
NW Canada,JB1822,Dolostone,3,193,-0.329043229,-5.52592616,-1.09,-0.16,-0.13,,,0.067877476,946.1941321,1490.920261,1.822062905,21.96487484
NW Canada,JB1822,Dolostone,3,196,0.320324989,-4.476265728,-1.38,-0.3,-0.14,,,0.08106941,952.0747473,1059.036486,0.386431217,13.06333045
NW Canada,JB1822,Dolostone,3,200.1,-1.249591846,-5.959634489,-1.19,-0.21,-0.06,,,0.231079029,763.1199369,7659.380803,0.855565421,33.14615281
NW Canada,JB1822,Dolostone,3,202,-1.372467285,-5.534387953,-1.32,-0.27,-0.07,,,0.068239919,940.0791157,1449.167277,1.863586494,21.23635707
Oman,KD,Dolostone,2,179.9,4.34,-4.66,-0.855596638,-0.040554048,-0.023284838,,,0.234921767,1018.770691,427.0214315,0.397730932,1.817717604
Oman,KD,Dolostone,1,256.7,4.1,-3.97,-0.467614949,0.106796494,0.022877291,-2.12,-1.1,0.137306056,1016.080709,207.0128539,0.057541326,1.507674603
Oman,KD,Dolostone,1,274,4.45,-4.14,-0.552633069,-0.036652402,-0.027430664,,,0.152821385,1026.115464,711.5636993,0.033970983,4.656178845
Oman,KD,Dolostone,1,275.1,2.43,-1.85,-0.667245711,0.01097664,-0.009052125,-2.36052465,-1.2368846,0.323772413,1023.980677,197.5460092,0.263931816,0.610138484
Oman,KD,Dolostone,1,297.3,1.48,-2.57,-0.675759774,-0.016018584,-0.016195274,-2.33,-1.22,0.266394808,1017.86579,574.1879791,0.54186142,2.155402288
Oman,KD,Dolostone,1,312.3,1.09,-5.31,-0.826096172,-0.089353412,-0.143778815,-2.08,-1.09,0.213177622,1018.807076,993.3545064,0.230710591,4.659750378
Oman,KD,Dolostone,1,322.3,1.38,-2.66,-0.776323854,-0.001884397,-0.014182797,,,0.376776855,1010.621326,1332.226963,0.9109266,3.535851382
Oman,KD,Dolostone,1,329.4,1.62,-3.58,-0.940369612,-0.225792179,-0.214978852,,,0.340288227,987.0849967,483.5931365,0.024429642,1.421128028
Oman,KD,Dolostone,2,340.9,-1.04,-4.88,-0.851732107,-0.101858746,-0.053322973,-2.27,-1.19,0.586187554,965.653903,2266.436929,0.25441705,3.866402336
Oman,KD,Dolostone,2,341.2,-3.67,-6.78,-0.765489746,0.014041041,-0.00480793,,,0.191996095,543.2503218,1221.120202,0.143471133,6.360130421
Oman,KD,Limestone,2,513,-10.2,-8.42,-0.971878863,-0.078508159,-0.042289713,,,0.206188508,12.00497056,2468.903723,0.15394543,11.97401227
Oman,KD,Limestone,2,515.1,-10.15,-8.64,-0.872610365,-0.030084501,-0.011671153,,,0.222213646,17.98790259,1664.376841,0.073407873,7.489984855
Oman,KD,Limestone,2,517.9,-9.89,-8.48,-0.973062337,-0.079085463,-0.026237296,,,0.280070064,17.97296989,1823.338683,0.13814685,6.510294803
Oman,KD,Limestone,2,518.2,-10.04,-8.19,-0.962560832,-0.073962778,-0.055570575,,,0.24307381,16.55273691,1983.519983,0.082757499,8.160155056
Oman,KD,Dolostone,1,1105.4,7.59,-2.34,-0.353659078,0.141103707,0.046399076,-1.53,-0.84,0.334421006,1012.447185,1475.183214,0.525382046,4.411155954
Oman,MD,Limestone,3,10,4.59,-9.03,-1.111584265,-0.146657135,-0.080261444,,,0.284827328,59.8659173,268.6643807,0.421125465,0.943253522
Oman,MD,Limestone,3,10.2,3.28,-9.19,-1.263844188,-0.261909649,-0.124075506,,,0.427902941,7.974369472,29.96465234,0.280538355,0.07002675
Oman,MD,Dolostone,2,90.6,3.89,-5.46,-1.079588412,-0.213008163,-0.103970982,-1.4831515,-0.78604025,0.452007371,930.5963755,1033.498883,0.137837516,2.286464664
Oman,MD,Dolostone,2,105.7,4.6,-6.1,-1.069307455,-0.134162719,-0.061627819,,,0.05359705,979.3354988,977.6551989,0.172130079,18.24083956
Oman,MD,Dolostone,2,126.6,6.23,-3.22,-1.075111093,-0.210824105,-0.116616746,-1.7045907,-0.88232908,0.365287002,1000.864192,240.5912625,0.414614791,0.658636254
Oman,MD,Dolostone,2,168.2,3.61,-4.09,-1.060787786,-0.203837126,-0.09044369,,,0.189304147,1004.798225,222.2957572,0.094882314,1.174278331
Oman,MD,Dolostone,1,205.9,4.47,-4.19,-0.421120414,0.171385573,0.115732626,,,0.180360416,1009.363775,69.77308505,0.092638021,0.38685365
Oman,MD,Dolostone,1,224.8,2.71,-1.8,-0.376900093,0.256146296,0.05681314,-2.3288647,-1.24082935,0.290269094,969.8556086,527.1184595,0.10978036,1.815964809
Oman,MD,Dolostone,1,231.7,2.35,-4.07,-0.681163519,-0.018654556,0.063449476,,,0.259047459,665.0070722,484.9595202,0.247581841,1.87208754
Oman,MD,Dolostone,1,239.6,2.49,-2.97,-0.318364593,0.179601545,0.098776007,,,0.245857713,1022.37303,530.6044756,1.917480478,2.158177054
Oman,MD,Dolostone,1,253.5,5.46,-2.6,-0.624933584,0.030055696,0.051370016,,,0.322987237,1034.350806,231.0632681,0.272161852,0.715394424
Oman,MD,Dolostone,1,264.4,4.35,-1.17,-0.735747524,-0.125976526,-0.073662238,,,0.340234786,994.8070015,114.4621217,0.023481933,0.336420985
Oman,MD,Dolostone,1,273.4,5.74,-3.06,-0.673232872,0.048403886,0.006018303,,,0.512225368,1018.484185,121.768458,0.29764842,0.23772438
Oman,MD,Dolostone,1,296.1,4.2,-2.26,-0.564458275,0.038274831,-0.000749892,,,0.313777743,1018.974366,297.054357,0.084447305,0.946703085
Oman,MD,Dolostone,1,315.8,2.21,-2.36,-0.632076314,0.005290421,0.006500174,-2.31588665,-1.21144605,0.289321169,989.7502807,733.1330259,0.48015339,2.533976442
Oman,MD,Dolostone,1,327,5.03,-6.19,-0.494457265,0.093702681,0.035234617,-2.24220495,-1.1713942,0.433901221,1000.513079,243.9735655,0.100430602,0.562279048
Oman,MD,Dolostone,1,327.6,5.29,-6.03,-0.336961839,0.149248702,0.124911888,-1.94278505,-1.0190539,0.374766715,991.6137155,205.2472025,0.070682158,0.547666573
Oman,MD,Dolostone,2,330.3,-0.17,-7.04,-0.955568551,-0.026131001,-0.017377155,-2.52008425,-1.3197027,0.233916303,607.5799935,329.8858827,0.068607715,1.410273156
Oman,MD,Dolostone,2,333.8,2,-5.59,-0.815916964,0.041991725,-0.004175675,,,0.305511987,761.4963717,752.0671386,0.08555647,2.461661637
Oman,MD,Dolostone,2,336.3,-0.12,-6.7,-0.67400573,-0.015162952,0.010749374,-1.9527761,-1.0113365,0.322638817,997.5885656,2565.125276,0.299032242,7.950454638
Oman,MD,Dolostone,2,336.9,0.38,-6.91,-0.766409034,-0.038956719,-0.023787528,-1.8816108,-0.99022975,0.206196765,1017.381358,1724.967235,0.214075819,8.365636734
Oman,MD,Dolostone,2,337.1,1.05,-6.37,-0.64025446,0.001301082,0.074422566,-2.1402277,-1.1259767,0.433563562,1017.253758,236.1105291,0.186505584,0.544581118
Oman,MD,Dolostone,2,337.6,-0.21,-5.22,-0.67127872,-0.013832703,-0.010531773,-2.13366945,-1.12669665,0.611957375,981.5313213,1687.043911,0.337811901,2.756799704
Oman,MD,Dolostone,2,342.1,-5.38,-6.53,-0.677355094,-0.097492414,-0.004391078,-2.13192805,-1.10623105,0.685338997,971.2999919,2941.942161,0.34512984,4.292681688
Oman,MD,Dolostone,2,343,-8.63,-6.63,-0.844158041,-0.09816408,0.017448611,-2.2013387,-1.1561504,0.725632157,979.3806474,1597.667502,0.365884334,2.20175951
Oman,MD,Limestone,2,430.6,-12.02,-8.57,-0.965202201,-0.07525125,-0.04346588,,,0.191124763,15.50901309,5210.199749,0.063030667,27.26072577
Oman,MD,Limestone,2,435.3,-11.88,-8.18,-0.955269806,-0.11138556,-0.121800957,,,0.367678198,13.50116107,4036.455905,0.039885688,10.97823022
Oman,MD,Limestone,2,442.3,-11.9,-8.46,-0.946206237,-0.071403872,-0.057214593,,,0.233373046,13.91096001,5163.496514,0.066097091,22.12550509
Oman,MD,Limestone,2,490.7,-11.23,-8.51,-0.909594482,-0.089104914,-0.014004348,,,0.210372857,13.91011925,7214.899685,0.04304862,34.29577264
Oman,MD,Limestone,2,502.2,-10.18,-8.57,-1.00912959,-0.10209819,-0.070848359,,,0.23784022,13.41200754,2660.120621,0.087186015,11.18448603
Oman,MD,Limestone,2,508.1,-9.86,-8.24,-0.926698393,-0.097448285,-0.091378111,,,0.274962906,16.05804127,2122.212847,0.053427495,7.718178696
Oman,MD,Limestone,2,509.6,-9.82,-8.57,-0.906789292,-0.077096021,-0.034707991,,,0.280694963,13.66999698,2104.617562,0.064136846,7.497881467
Oman,MD,Limestone,2,512,-9.75,-8.39,-0.898391541,-0.02045023,-0.036981645,,,0.244343581,15.03098347,2171.350753,0.047259578,8.886465305
Oman,MD,Limestone,2,516.6,-11.03,-8.72,-0.980099521,-0.082518236,-0.055637963,,,0.202905113,11.38866225,6968.266931,0.022833829,34.34249056
Oman,MD,Limestone,2,578.3,-9.95,-8.79,-0.935463727,-0.060744678,0.003423168,,,0.258205938,19.66922201,2536.997794,0.095230564,9.825481993
Oman,MD,Limestone,2,584.3,-9.73,-8.96,-0.893893834,-0.121793874,-0.072570738,,,0.289956685,18.13095291,1123.081247,0.077655254,3.873272471
Oman,MD,Limestone,2,602.5,-8.91,-8.76,-0.750855373,0.029308178,0.007922895,,,0.646818597,15.51326,1517.748655,0.058420537,2.346482711
Oman,MD,Limestone,2,614.3,-8.85,-9.58,-0.869948308,-0.047554863,-0.029652811,,,0.220948778,10.0730415,1698.760146,0.024894761,7.688479484
Oman,MD,Limestone,2,631.8,-7.51,-8.33,-0.811800917,-0.000421356,-0.002381321,,,0.402627491,19.65704712,853.5373182,0.182091896,2.11991813
Oman,MD,Limestone,2,687.9,-8.89,-7.33,-0.963608373,-0.115453154,-0.092596632,,,1.011091724,43.19725875,1985.104946,0.231617543,1.963328251
Oman,MD,Limestone,2,758.8,-7.94,-7.48,-1.218214384,-0.2290107,-0.160475052,,,1.052869834,37.65651105,1509.675099,0.238113713,1.433866799
Oman,MD,Limestone,2,778.3,-7.71,-7.8,-1.120639359,-0.192053635,-0.084282232,,,1.078384687,12.582532,2011.578842,0.180330019,1.86536295
Oman,MD,Limestone,2,791.3,-6.84,-7.64,-1.218857233,-0.229324285,-0.172011846,,,0.573211293,21.04521626,4589.14425,0.128401278,8.006025543
Oman,MD,Limestone,2,798.8,-5.83,-7.68,-1.394130777,-0.325464082,-0.261344016,,,0.838474105,16.95416616,1289.452406,0.328229737,1.537855969
Oman,MD,Limestone,2,800.8,-6.72,-6.62,-1.019757352,-0.101863519,-0.076005134,,,0.692892935,14.57567706,2702.7163,0.186673142,3.766041186
Oman,MD,Limestone,2,800.8,,,-1.177798891,-0.250275205,-0.154787842,,,0.717654472,14.54331811,2648.591356,0.185440164,3.822511707
Oman,MD,Limestone,2,810.5,-7.42,-7.58,-1.200094449,-0.271160028,-0.132256149,,,0.714993134,16.12331626,3428.711772,0.232994376,4.795447131
Oman,MD,Limestone,2,826.1,-5.43,-7.57,-1.46395888,-0.359526572,-0.204491699,,,0.954389192,16.95089375,1304.131014,0.67375812,1.366456186
Oman,MD,Limestone,2,845.5,-6.04,-7.31,-1.307732059,-0.242338986,-0.107533244,,,0.890362387,10.09562777,1140.164067,0.33832668,1.280561807
Oman,MD,Dolostone,2,920.4,-0.66,-6.28,-0.828679206,0.035766241,0.04563015,,,0.298426189,1000.003237,3902.80009,0.135537345,13.077941
Oman,MD,Dolostone,2,980.4,1.97,-3.3,-0.693299198,0.101805269,0.050556497,,,0.291670802,1022.858406,1081.64826,0.424495033,3.70845574
Peru,B1419,Dolostone,1,770.5,8.4965,-3.809342101,,,,,,,,,,
Peru,B1419,Dolostone,1,773,5.981,-5.657456075,,,,,,,,,,
Peru,B1419,Dolostone,1,774,4.5,-6.335506063,,,,,,0.064418605,,,,
Peru,B1419,Dolostone,1,775,-0.81,-6.630482554,,,,,,,,,,
Peru,B1419,Dolostone,1,776,6.665,-6.205835189,,,,,,0.060930233,,,,
Peru,B1419,Dolostone,1,780,3.5965,-6.642304239,,,,,,,,,,
Peru,B1419,Dolostone,1,786.51,2.0995,-4.49036165,,,,,,,,,,
Peru,B1419,Dolostone,1,789.5,1.2495,-6.95212854,,,,,,0.078953488,,,,
Peru,B1419,Dolostone,1,793.2,2.9855,-6.212707604,,,,,,,,,,
Peru,B1419,Dolostone,1,797.8,2.0435,-4.652697706,,,,,,0.065116279,,,,
Peru,B1419,Dolostone,3,800,3.972285714,-5.426820094,,,,,,0.051162791,,,,
Peru,B1419,Dolostone,3,803,2.868285714,-7.1867805,,,,,,0.071162791,,,,
Peru,B1419,Dolostone,3,804,4.6845,-8.130054795,,,,,,0.086162791,,,,
Peru,B1419,Dolostone,3,806,5.615,-5.816822569,,,,,,0.059534884,,,,
Peru,B1419,Dolostone,3,808.01,3.778833333,-7.095713932,,,,,,0.08627907,,,,
Peru,B1419,Dolostone,3,809.2,4.9065,-7.921195602,,,,,,0.068604651,,,,
Peru,B1419,Dolostone,3,809.52,4.555833333,-10.94921554,,,,,,0.085930233,,,,
Peru,B1419,Dolostone,3,810.8,-3.792714286,-11.77574363,,,,,,0.23255814,,,,
Peru,B1419,Dolostone,3,811,-1.529714286,-10.50972037,-1.143331467,-0.199691489,-0.073804482,,,0.131395349,,,,
Peru,B1419,Dolostone,3,811.5,-2.576714286,-10.30383073,,,,,,0.137209302,,,,
Peru,B1419,Limestone,4,952.2,-8.911,-11.65102202,,,,,,,,,,
Peru,B1419,Limestone,4,952.61,-8.552166667,-12.70422668,,,,,,1.06744186,,,,
Peru,B1419,Limestone,4,954.1,-7.743714286,-12.38945311,,,,,,,,,,
Peru,B1419,Limestone,4,955.5,-7.703714286,-12.01132888,,,,,,0.339534884,,,,
Peru,B1419,Limestone,4,957.5,-7.642714286,-11.45008166,-1.026574047,-0.109205668,-0.064873894,,,,,,,
Peru,B1419,Limestone,4,959,-7.245,-12.91011631,-0.974197009,-0.083655894,-0.038577282,,,,,,,
Peru,B1419,Limestone,4,960,-7.521166667,-11.86483049,-1.314978735,-0.249890882,-0.138745123,,,0.947674419,,,,
Peru,B1419,Limestone,4,961.6,-6.910836782,-11.23272078,-1.259040177,-0.248500644,-0.144297913,,,0.91744186,,,,
Peru,B1419,Limestone,4,963,-7.186714286,-11.94896808,-1.234866818,-0.210811898,-0.169233427,,,0.710465116,,,,
Peru,B1419,Limestone,4,964.8,-6.76,-10.23553081,-1.592574883,-0.385303637,-0.223086394,,,2.790697674,,,,
Peru,B1419,Limestone,4,966.3,-6.517234697,-10.93354652,-1.39726073,-0.315925304,-0.186480949,,,4.88372093,,,,
Peru,B1419,Limestone,4,967.5,-6.858166667,-10.52555803,-1.539932736,-0.359624541,-0.167866886,,,1.002325581,,,,
Peru,B1419,Limestone,4,968.9,-6.972560755,-10.44419459,-1.515484861,-0.373595612,-0.262413952,,,3.069767442,,,,
Peru,B1419,Limestone,4,970.4,-6.597475043,-10.74046628,-1.614376454,-0.421835413,-0.176598308,,,2.813953488,,,,
Peru,B1419,Limestone,4,975,-6.640166667,-10.10289037,-1.634752075,-0.405877877,-0.245975204,,,2.895348837,,,,
Peru,B1419,Limestone,4,977.2,-6.81305815,-6.893501825,-1.250987513,-0.244572515,-0.22472446,,,0.630232558,,,,
Peru,B1419,Limestone,4,978.8,-6.62271939,-8.920079131,-1.551609764,-0.391217516,-0.240578369,,,1.255813953,,,,
Peru,B1419,Limestone,4,980.6,-6.699166667,-9.221920317,,,,,,2.325581395,,,,
Peru,B1419,Limestone,4,982.9,-6.832250488,-9.739376031,-1.549671459,-0.390272001,-0.193867483,,,5.860465116,,,,
Peru,B1419,Limestone,4,986.2,-6.856166667,-10.57307102,,,,,,6.790697674,,,,
Peru,B1419,Limestone,4,988.2,-7.238714286,-9.408012868,,,,,,1.279069767,,,,
