location,section,mineralogy,water depth,height (m),δ13C,δ18O,44/40Ca,44/42Ca,44/43Ca,δ26Mg,δ25Mg,Sr/Ca (mmol/mol),Mg/Ca (mmol/mol),Mn/Ca (μmol/mol),U/Ca (μmol/mol),Mn/Sr (mmol/mmol)
NW Canada,JB1713,Dolostone,2,45,-3.466207876,-5.86841799,,,,-1.739820736,-0.953021361,0.252006845,965.9979617,1926.903136,0.146575057,7.646233326
NW Canada,JB1713,Dolostone,2,47,-3.349276396,-6.379278715,,,,-1.744968768,-0.905839839,0.281556172,954.1261301,2787.96552,0.136942938,9.901986883
NW Canada,JB1713,Dolostone,2,48,-6.986587513,-8.947026048,-1.216536731,-0.224653502,-0.151896895,-1.185637146,-0.595678336,0.210629778,963.5711418,2255.835434,0.131037069,10.70995493
NW Canada,JB1713,Dolostone,2,49.3,-7.252340876,-7.520214183,-1.074787971,-0.155507765,-0.058360394,-1.27962839,-0.649740889,0.209426593,993.6981956,1141.468427,0.127204469,5.450446423
NW Canada,JB1713,Dolostone,2,50.9,-6.509836009,-6.949449897,-1.15623269,-0.195236897,-0.110580049,-1.477443339,-0.8070206,0.243753597,1000.878209,1401.068272,0.138595688,5.747887567
NW Canada,JB1713,Dolostone,2,52,-5.860796099,-7.782959503,,,,-1.488029247,-0.767112743,0.220468109,938.4531424,2418.587549,0.113292854,10.97023765
NW Canada,JB1713,Dolostone,2,53,-5.346939408,-6.967638437,-1.232042897,-0.232217486,-0.096570311,-1.535890885,-0.811248003,0.204340195,992.7888196,2468.691936,0.138226551,12.08128406
NW Canada,JB1713,Dolostone,2,54,-3.755427762,-7.733336421,,,,-1.462559967,-0.763763371,0.212366264,960.3384577,3567.485348,0.30642661,16.79873859
NW Canada,JB1713,Dolostone,2,55,-4.14713819,-7.123822637,,,,-1.520997114,-0.844334316,0.252587796,947.9836555,2892.335266,0.184999652,11.45081159
NW Canada,JB1713,Dolostone,2,56,-4.508161626,-7.37272885,-1.116578921,-0.175893595,-0.084916451,-1.497449615,-0.79031843,0.234099493,959.1518587,2964.277255,0.079682755,12.66246766
NW Canada,JB1713,Dolostone,2,57,-4.223554817,-7.308475856,-1.033539245,-0.135386436,-0.021149435,-1.618580796,-0.809716552,0.256117222,988.203369,2874.283935,0.182273129,11.22253286
NW Canada,JB1713,Dolostone,2,58,-4.60463511,-6.891523352,-1.101831543,-0.168699752,-0.068345306,-1.540206945,-0.796305709,0.243039275,965.8139141,2479.471879,0.06508387,10.20193911
NW Canada,JB1713,Dolostone,2,59,-6.604704945,-7.375496671,-1.077143172,-0.156656644,-0.024189271,-1.321939858,-0.704715749,0.156593104,979.1449822,1394.136249,0.096961754,8.902922402
NW Canada,JB1713,Dolostone,2,60,-6.856619076,-7.324094276,-1.219774346,-0.226232827,-0.06920521,-1.310383516,-0.708997956,0.174167871,1026.742394,1197.314139,0.159983073,6.874483425
NW Canada,JB1713,Dolostone,2,61,-4.511972429,-6.573421607,-1.19939184,-0.216290141,-0.059175956,-1.529097019,-0.805424474,0.220344145,996.1221541,2238.021827,0.143324643,10.15693802
NW Canada,JB1713,Dolostone,2,62,-5.26651141,-6.629173436,,,,-1.517797048,-0.818769628,0.232066313,978.4383308,1067.298912,0.069979461,4.599111761
NW Canada,JB1713,Dolostone,2,63,-4.511370723,-6.253935952,,,,-1.561605125,-0.807092048,0.231775041,953.3644668,1099.599276,0.076273337,4.744252318
NW Canada,JB1713,Dolostone,2,64,-4.637728925,-7.261027492,,,,-1.540225134,-0.792877938,0.185939694,991.2008283,1745.475059,0.154119196,9.387318102
NW Canada,JB1713,Dolostone,2,65,-4.170604713,-6.662584993,-1.249565951,-0.189544366,-0.12758606,-1.397415533,-0.751060475,0.173523187,1057.672733,1456.00452,0.665710267,8.390835496
NW Canada,JB1713,Dolostone,2,66,-4.064102799,-7.499850927,-1.09225331,-0.112806493,-0.001745236,-1.491414222,-0.765164149,0.173703446,1025.374301,1508.200014,0.130093671,8.682614253
NW Canada,JB1713,Dolostone,2,67,-3.195039162,-6.394699434,-1.018958209,-0.105324782,-0.063900606,-1.629520194,-0.862072189,0.182429413,1015.863276,1734.957399,0.134242805,9.510294266
NW Canada,JB1713,Dolostone,2,68.2,-4.084560794,-6.718534523,-1.105545028,-0.119290258,-0.081579837,-1.602739399,-0.84361133,0.186388078,1043.382908,1412.715881,0.121522914,7.579432652
NW Canada,JB1713,Dolostone,2,69,-4.906089679,-7.604435031,-1.162575035,-0.147109773,-0.081374152,-1.462806006,-0.7581864,0.168479334,999.8288335,1910.058601,0.134381924,11.33704982
NW Canada,JB1713,Dolostone,2,72,-3.936741754,-6.972185572,-1.057963755,-0.096079881,-0.065769826,-1.555824727,-0.771368095,0.213888043,1014.260382,1872.328792,0.120341977,8.753779602
NW Canada,JB1713,Dolostone,2,73,-3.932529814,-6.670690755,-1.155941152,-0.143873733,-0.116195544,-1.541649048,-0.775552209,0.173323206,1026.086668,1284.401931,0.109100486,7.410444108
NW Canada,JB1713,Dolostone,2,74,-4.076939188,-8.270886852,-1.094750718,-0.11402474,-0.094185649,-1.389828814,-0.736784168,,999.5901311,1723.064703,0.19550311,
NW Canada,JB1713,Dolostone,2,75,-4.199486588,-6.946682076,-1.25209171,-0.21904844,-0.137127982,-1.512130596,-0.812198968,0.152892796,1037.155556,1404.112323,0.107837052,9.183639531
NW Canada,JB1713,Dolostone,2,76,-5.180066354,-9.193559843,-1.089880282,-0.111648918,-0.076156635,-1.381868952,-0.724923577,0.195300521,1036.435193,1148.984751,0.087975236,5.883162758
NW Canada,JB1713,Dolostone,2,78,-4.772109871,-8.479461955,-1.148466162,-0.154363394,-0.103741554,-1.364838911,-0.735797719,0.185853268,1010.285383,1893.326606,0.365217366,10.18721183
NW Canada,JB1713,Dolostone,2,79,-2.974614297,-7.915221819,-1.237428167,-0.197759494,-0.10051152,-1.531216569,-0.814993478,0.24445185,1018.794807,2101.138118,0.267125447,8.595304635
NW Canada,JB1713,Dolostone,2,80,-5.35516272,-8.57376558,-1.115230249,-0.124014755,-0.100772032,-1.346488412,-0.693294465,0.12737917,1012.330971,1160.33465,0.069378727,9.109296647
NW Canada,JB1713,Dolostone,2,81.8,-4.789358768,-7.054231702,-1.271077264,-0.20003769,-0.106103772,-1.500066041,-0.800500863,0.163721269,1017.212552,1624.097172,0.170064288,9.919891163
NW Canada,JB1713,Dolostone,1,83,-4.674432975,-7.074001854,,,,-1.403944541,-0.730236797,0.150370614,1019.60103,1816.549449,0.207873661,12.08048168
NW Canada,JB1713,Dolostone,1,84,-4.598016347,-6.729605808,,,,,,0.121240117,1055.357749,2182.105401,0.124254692,17.99821267
NW Canada,JB1713,Dolostone,1,85,-4.187251905,-6.557605486,-1.099496596,-0.1446118,-0.10127292,-1.648304418,-0.837995512,0.184073898,1034.715442,1454.180866,0.182347238,7.899984081
NW Canada,JB1716,Limestone,5,8,-12.31447553,-11.15488652,-1.722526791,-0.483917035,-0.198184365,,,1.489102969,292.6495176,3207.146496,4.759274054,2.15374394
NW Canada,JB1716,Limestone,5,10.9,-14.71229372,-13.14034332,,,,,,,,,,
NW Canada,JB1716,Limestone,5,12.9,-10.6855405,-11.84420996,-1.29,-0.27,-0.12,,,1.624109114,702.1606937,2460.720247,0.307743007,1.515120029
NW Canada,JB1716,Limestone,5,14.2,-11.35095119,-11.94271294,,,,,,,,,,
NW Canada,JB1716,Limestone,5,16.4,-12.09159624,-11.91705084,-1.524388454,-0.387264188,-0.236415201,,,1.547894112,203.5693525,1422.197584,1.164681157,0.918795138
NW Canada,JB1716,Limestone,5,18.5,-11.82111557,-13.03532612,,,,,,,,,,
NW Canada,JB1716,Limestone,5,19.9,-12.17893265,-13.08388671,-1.779233414,-0.511578802,-0.257467071,,,1.889977895,61.69411318,632.3514679,2.400856298,0.334581409
NW Canada,JB1716,Limestone,5,21.9,-12.08554522,-12.86654847,,,,,,,,,,
NW Canada,JB1716,Limestone,5,24,-11.37858418,-13.89658562,-1.864603255,-0.553222628,-0.305156333,,,1.675910878,21.60566491,608.0628252,2.270010027,0.362825275
NW Canada,JB1716,Limestone,5,26,-11.86306932,-14.05312442,-1.668470511,-0.457548118,-0.263077738,,,1.467421367,16.29249448,810.1266978,0.720910789,0.552075032
NW Canada,JB1716,Limestone,5,28.8,-11.96775199,-13.57344058,-1.66525781,-0.455980947,-0.289198817,,,1.47434276,33.48399355,953.1933951,1.427997486,0.646520891
NW Canada,JB1716,Limestone,5,30,-11.69485092,-13.67391756,,,,,,,,,,
NW Canada,JB1716,Limestone,5,32,-11.8576234,-13.89737522,-1.539503641,-0.39463745,-0.298534383,,,1.11843172,44.09274392,1205.411493,1.683887764,1.077769409
NW Canada,JB1716,Limestone,5,34.1,-10.39172512,-13.64495672,-1.828993254,-0.535851895,-0.29628538,,,1.599547909,81.18363393,1215.052957,1.291879077,0.759622735
NW Canada,JB1716,Limestone,5,35.9,-12.06658535,-11.7755145,,,,,,,,,,
NW Canada,JB1716,Limestone,5,38,-12.07102276,-11.79110916,-1.38,-0.31,-0.19,,,2.027000644,188.9004531,1553.426765,1.754942162,0.766367179
NW Canada,JB1716,Limestone,5,40,-11.98287955,-11.49106001,,,,,,,,,,
NW Canada,JB1716,Limestone,5,42,-10.81673263,-12.97051641,-1.36,-0.3,-0.21,,,1.434485716,159.9329679,1497.252893,1.361768478,1.043755874
NW Canada,JB1716,Limestone,5,44,-11.93991729,-11.36985594,,,,,,,,,,
NW Canada,JB1716,Limestone,5,46,-9.981401572,-13.49434734,-1.673524395,-0.460013427,-0.189292614,,,1.112537634,271.8340803,1368.934293,1.482684417,1.23046111
NW Canada,JB1716,Limestone,5,48,-11.18796789,-10.35008363,-1.513036997,-0.381726892,-0.190264116,,,1.397325775,649.0501356,3770.274642,1.354136559,2.698207325
NW Canada,JB1716,Limestone,5,50,-11.97460982,-11.63970278,,,,,,,,,,
NW Canada,JB1716,Limestone,5,52,-12.90061783,-13.95679285,-1.598856667,-0.423590146,-0.215558163,,,1.52885169,19.25921701,1175.15408,1.145786761,0.768651458
NW Canada,JB1716,Limestone,5,54,-12.08776392,-12.27710982,,,,,,,,,,
NW Canada,JB1716,Limestone,5,56,-12.50750313,-12.12530864,-1.621364931,-0.434569786,-0.2490302,,,1.318525264,137.189212,1045.998244,1.210641609,0.793309217
NW Canada,JB1716,Limestone,5,58,-11.51217232,-10.62918047,,,,,,,,,,
NW Canada,JB1716,Limestone,5,60,-10.74705922,-8.970449758,-1.33498199,-0.294870791,-0.14907219,,,1.176477035,891.7745158,3188.765754,1.20490809,2.710436038
NW Canada,JB1716,Limestone,5,62,-10.78116022,-9.575308084,,,,,,,,,,
NW Canada,JB1716,Limestone,5,64,-10.6591386,-9.20890337,-1.149322419,-0.204305146,-0.112427982,,,1.35675478,866.9205972,3640.45193,1.208074251,2.68320553
NW Canada,JB1716,Limestone,5,66.2,-12.0811078,-11.72241369,-1.384468068,-0.319010341,-0.151797517,,,,,,,
NW Canada,JB1716,Limestone,5,68.1,-10.74584902,-10.03562424,,,,,,1.542998427,481.9182777,2047.711555,1.908527591,1.327098925
NW Canada,JB1716,Limestone,5,69.9,-10.48061257,-8.092608597,,,,,,,,,,
NW Canada,JB1716,Limestone,5,72,-10.60627212,-8.505472277,-1.193792367,-0.225997804,-0.140788791,,,1.224372935,888.3714841,3350.181571,1.499628514,2.736242753
NW Canada,JB1716,Limestone,5,74,-10.82128509,-8.249344797,,,,,,,,,,
NW Canada,JB1716,Limestone,5,76,-10.78695108,-8.580689707,-1.273274719,-0.264769683,-0.152727692,,,1.080575095,891.4879638,3590.606747,1.416869713,3.322866465
NW Canada,JB1716,Limestone,5,78,-10.85644136,-9.218702566,,,,,,,,,,
NW Canada,JB1716,Limestone,5,80,-10.26618762,-10.4178259,-1.128421805,-0.194109725,-0.130640626,,,1.269175459,853.2292292,4228.84982,1.527139013,3.331966271
NW Canada,JB1716,Limestone,5,82.1,-9.542741865,-8.8768172,,,,,,,,,,
NW Canada,JB1716,Limestone,5,84.2,-9.856277708,-10.24207945,-1.425218095,-0.296394504,-0.136378621,,,1.490608108,659.6895115,3318.481451,0.752871254,2.226260165
NW Canada,JB1716,Limestone,5,90.1,-8.538444216,-10.02244965,,,,,,,,,,
NW Canada,JB1716,Limestone,5,92.3,-8.206297231,-10.00029495,-1.43560978,-0.368325016,-0.185400626,,,1.315925013,807.746816,2685.673921,0.869196529,2.040901947
NW Canada,JB1716,Limestone,5,94.2,-8.442225075,-12.86240306,,,,,,,,,,
NW Canada,JB1716,Limestone,5,96.1,-9.102794939,-10.09958208,-1.572198208,-0.395925955,-0.206848476,,,1.205107702,805.477521,3221.369957,1.63237764,2.673097145
NW Canada,JB1716,Limestone,5,98,-7.033143832,-13.83302257,,,,,,,,,,
NW Canada,JB1716,Limestone,5,99.9,-9.187509243,-10.00897513,-1.444834178,-0.341416766,-0.214376577,,,1.378825673,788.6428226,2890.404174,1.098558838,2.096279631
NW Canada,JB1716,Limestone,5,102.2,-9.426306611,-12.02340283,,,,,,,,,,
NW Canada,JB1716,Limestone,5,104.2,-8.178266064,-11.01221512,-1.523580992,-0.348494525,-0.278693868,,,1.387649462,496.7203694,2264.221343,1.465028651,1.631695471
NW Canada,JB1716,Limestone,5,106,-9.766995417,-10.89767334,,,,,,,,,,
NW Canada,JB1716,Limestone,5,108,-10.08689992,-11.59668023,-1.478131476,-0.348121372,-0.228824146,,,1.797150071,302.8501093,1851.876536,1.511075034,1.030451806
NW Canada,JB1716,Limestone,5,110,-6.672531142,-16.62055458,,,,,,,,,,
NW Canada,JB1716,Limestone,5,112,-9.866655124,-11.80647574,-1.392734493,-0.280086324,-0.181862103,,,1.896143665,288.3573456,1282.756555,0.417372713,0.676508103
NW Canada,JB1716,Limestone,5,114.3,-9.229303582,-9.955118903,,,,,,,,,,
NW Canada,JB1716,Limestone,5,117.5,-9.55453272,-9.569982434,-1.248547332,-0.252707543,-0.178295786,,,1.186340928,882.0616518,2133.781149,1.024797912,1.798623902
NW Canada,JB1716,Limestone,5,121.4,-8.514234484,-9.424725932,,,,,,,,,,
NW Canada,JB1716,Limestone,5,123.3,-8.015819414,-9.306895329,-1.19,-0.21,-0.15,,,0.201394174,65.83107998,1483.310462,0.421941317,7.365210385
NW Canada,JB1716,Limestone,5,125.1,-8.949181396,-10.7320925,,,,,,,,,,
NW Canada,JB1716,Limestone,5,127,-10.71418197,-11.16311596,-1.453631638,-0.312028572,-0.214379273,,,2.210152365,200.7465247,1353.091717,0.544263364,0.612216487
NW Canada,JB1716,Limestone,5,129,-9.8940928,-11.67559956,,,,,,,,,,
NW Canada,JB1716,Limestone,5,131,-9.723992723,-11.52031939,,,,,,2.516337285,73.7121739,596.6126035,1.878112614,0.237095642
NW Canada,JB1716,Limestone,5,131.1,-9.723992723,-11.52031939,-1.669638721,-0.458117976,-0.186471107,,,2.516337285,73.7121739,596.6126035,1.878112614,0.237095642
NW Canada,JB1716,Limestone,5,131.1,,,-1.580459357,-0.414615848,-0.270491521,,,2.516337285,73.7121739,596.6126035,1.878112614,0.237095642
NW Canada,JB1716,Limestone,5,133,-8.82949744,-12.45810139,,,,,,,,,,
NW Canada,JB1716,Limestone,5,135,-9.26113399,-11.36858173,-1.795069806,-0.519303872,-0.219457835,,,2.626134893,16.40625902,179.530886,3.359414478,0.068363162
NW Canada,JB1716,Limestone,5,137,-8.532481214,-10.56600565,,,,,,,,,,
NW Canada,JB1716,Limestone,5,138.8,-8.876127974,-11.70689176,-1.55,-0.4,-0.25,,,2.495686149,15.02130131,160.9802637,4.559437741,0.064503409
NW Canada,JB1716,Limestone,5,141,-9.183686755,-11.23711512,,,,,,,,,,
NW Canada,JB1716,Limestone,5,142.9,-9.293775363,-11.56834012,-1.656160407,-0.451543189,-0.241593966,,,1.745843965,17.88557922,391.2302373,2.406343104,0.224092327
NW Canada,JB1716,Limestone,5,145,-8.573232246,-11.68209416,,,,,,,,,,
NW Canada,JB1716,Limestone,5,147.1,-8.613983278,-11.62738201,-1.68,-0.46,-0.27,,,1.931916014,24.76858371,242.3413039,3.174425331,0.125440911
NW Canada,JB1716,Limestone,5,149,-8.369477088,-11.11214313,,,,,,,,,,
NW Canada,JB1716,Limestone,5,151,,,-1.666838141,-0.45675184,-0.297005177,,,3.2597017,114.9567703,415.5166772,2.763304034,0.127470767
NW Canada,JB1716,Limestone,5,151,-8.049956561,-11.29418895,-1.39,-0.32,-0.22,,,3.2597017,114.9567703,415.5166772,2.763304034,0.127470767
NW Canada,JB1716,Limestone,5,153,-9.291545207,-10.85019394,,,,,,,,,,
NW Canada,JB1716,Limestone,5,155,-8.898024051,-10.40639574,-1.811758094,-0.5274445,-0.280981658,,,2.773605756,87.8933728,396.0345763,1.864204188,0.142786903
NW Canada,JB1716,Limestone,5,157,-8.540185389,-10.99484657,,,,,,,,,,
NW Canada,JB1716,Limestone,5,159,-8.850785293,-10.40088517,-1.68,-0.41,-0.21,,,1.585693288,45.03697944,404.986704,1.840531526,0.255400402
NW Canada,JB1716,Limestone,5,163,-7.655421697,-12.40535731,,,,,,,,,,
NW Canada,JB1716,Limestone,5,165,-8.052794941,-11.720865,-1.74,-0.44,-0.21,,,3.477519418,17.68804911,194.9282671,2.904647609,0.056053826
NW Canada,JB1716,Limestone,5,167.2,-8.925394147,-11.45891582,,,,,,,,,,
NW Canada,JB1716,Limestone,5,169.3,-7.571081253,-8.291121658,-1.297109699,-0.261736439,-0.197677064,,,1.309774256,792.6874077,1752.270421,1.793084676,1.33784155
NW Canada,JB1716,Limestone,5,172,-8.746576187,-10.85767258,,,,,,,,,,
NW Canada,JB1716,Limestone,5,174.1,-8.449154478,-10.89998594,-1.553802992,-0.501200276,-0.247551999,,,1.558779732,58.58088369,243.8572934,1.573385936,0.15644115
NW Canada,JB1716,Limestone,5,176.1,-8.454628497,-10.30287563,,,,,,,,,,
NW Canada,JB1716,Limestone,5,178.2,-7.808896975,-9.933273404,,,,,,4.085399872,235.1032163,590.6502264,0.730388061,0.144575866
NW Canada,JB1716,Limestone,5,180,-7.823899843,-10.66303115,,,,,,,,,,
NW Canada,JB1716,Limestone,5,182.7,-8.246007544,-10.99956992,-1.624603406,-0.599604885,-0.354245467,,,1.715336662,20.60104447,306.4051587,1.787307758,0.178626835
NW Canada,JB1716,Limestone,5,184.1,-7.857149441,-10.51404879,,,,,,,,,,
NW Canada,JB1716,Limestone,5,186,-8.360353722,-9.744732971,-1.56,-0.4,-0.23,,,1.207351314,12.99133912,121.132848,2.425084382,0.100329412
NW Canada,JB1716,Limestone,5,188,-7.978794311,-10.02242666,,,,,,,,,,
NW Canada,JB1716,Limestone,5,190,-7.509447852,-10.54475057,-1.47,-0.36,-0.22,,,1.38197822,102.0776765,291.3546024,1.359977263,0.210824308
NW Canada,JB1716,Limestone,5,192.2,-6.833710595,-9.675850767,,,,,,,,,,
NW Canada,JB1716,Limestone,5,193.9,-7.50214916,-8.920114585,-1.612937277,-0.511098903,-0.307519199,,,0.902612258,11.85429742,84.65172417,3.375915469,0.093785259
NW Canada,JB1716,Limestone,5,196.4,-6.753019498,-7.858147804,,,,,,,,,,
NW Canada,JB1716,Limestone,5,197.8,-6.743085167,-10.42017218,-1.21865819,-0.22346741,-0.107361647,,,0.604588008,131.1283818,444.7470355,0.869178215,0.735620008
NW Canada,JB1716,Limestone,5,200.3,-6.968128178,-10.07635158,,,,,,,,,,
NW Canada,JB1716,Limestone,5,202.3,-6.742882425,-10.12968609,-0.97,-0.12,-0.12,,,0.814799547,31.50159412,617.9707847,6.335302725,0.758432901
NW Canada,JB1716,Limestone,5,204,-5.583201325,-11.21153031,-1.02834518,-0.130631795,-0.09943438,,,2.601836209,146.2514662,692.7658206,3.027310514,0.26626035
NW Canada,JB1716,Limestone,5,206,-3.99958785,-7.586161501,-1.083729378,-0.157648477,-0.135668744,,,1.646715671,843.8458808,2163.294894,0.617213343,1.313702743
NW Canada,JB1716,Limestone,5,210,0.969402375,-9.901981203,-0.85,-0.05,-0.1,,,3.166119881,23.60638656,812.063096,0.902191324,0.256485265
NW Canada,JB1716,Limestone,5,211.8,2.003383776,-9.604803694,-1.498622167,-0.266416351,-0.158288091,,,1.643003815,21.98785912,639.693036,0.17863047,0.38934361
NW Canada,JB1716,Limestone,5,217,2.061773313,-9.335375873,-1.278278113,-0.252550299,-0.177421643,,,3.323631311,19.61727533,128.1305149,0.878719081,0.038551362
NW Canada,JB1716,Limestone,5,220.1,-0.097220399,-6.522029851,-1.26,-0.2,-0.09,,,1.075254097,17.70127524,1059.597037,0.624222443,0.985438735
NW Canada,JB1716,Limestone,5,222,2.022644213,-9.588862384,-1.32,-0.23,-0.02,,,2.759806385,8.192952266,282.9534912,1.152487429,0.102526573
NW Canada,JB1716,Limestone,5,232.3,1.599522805,-9.468023317,-1.47528415,-0.363310869,-0.180268843,,,2.291258139,8.388249276,328.5050297,1.010446,0.143373208
NW Canada,JB1716,Limestone,5,234.2,1.29845175,-9.518208923,,,,,,,,,,
NW Canada,JB1716,Limestone,5,238.3,1.875859403,-9.977751627,,,,,,1.895635394,7.282775489,315.2823287,0.846705956,0.166320132
NW Canada,JB1716,Limestone,5,242,1.887618407,-10.00018755,-1.577783842,-0.251876562,-0.229356483,,,2.481773675,7.76079055,300.2603779,0.85382165,0.120986205
NW Canada,JB1716,Limestone,5,244.2,1.547215511,-9.83408303,-1.378398333,-0.331209752,-0.171952804,,,3.967329312,20.95470338,524.658972,1.378844875,0.132244876
NW Canada,JB1716,Limestone,5,246.2,2.109214813,-10.00845341,-1.26,-0.25,-0.09,,,1.622725446,9.60971647,369.2469263,0.949954109,0.227547382
NW Canada,JB1716,Limestone,5,247.9,1.863086691,-9.794918577,-1.4,-0.32,-0.11,,,3.322189762,9.916811685,474.0711294,1.479358686,0.14269839
NW Canada,JB1716,Limestone,5,250,1.489434197,-10.05765498,-1.235667859,-0.231764809,-0.122027952,,,1.889295122,8.435301161,1193.703685,0.908798141,0.631824891
NW Canada,JB1716,Limestone,5,252,2.179768838,-10.15999426,-1.62031682,-0.434058513,-0.178343919,,,3.510403192,10.07584128,381.3857424,1.17174064,0.108644427
NW Canada,JB1716,Limestone,5,257,1.562421119,-10.21608405,-1.569789141,-0.409410865,-0.15974596,,,2.109844618,8.4502659,1543.077553,1.032175445,0.731370235
NW Canada,JB1716,Limestone,5,258,1.74975422,-10.58706392,-1.57,-0.41,-0.22,,,3.603730632,11.28235132,302.9173366,1.503799163,0.084056598
NW Canada,JB1716,Limestone,5,262,0.265889539,-10.55400047,,,,,,,,,,
NW Canada,JB1716,Limestone,5,266,1.523089278,-10.73860477,-1.38,-0.26,-0.13,,,2.826859826,8.544642202,356.6290789,0.778168497,0.126157327
NW Canada,JB1716,Limestone,5,267,,,-1.147793954,-0.18889949,-0.085444479,,,2.603931932,10.62238693,987.7765425,0.883609891,0.379340385
NW Canada,JB1716,Limestone,5,270,0.376180889,-11.20567532,-1.14,-0.2,-0.08,,,2.502414398,35.66828753,1313.150357,1.446697785,0.524753358
NW Canada,JB1716,Limestone,5,274,-0.420795755,-11.96234633,-1.405244679,-0.314485209,-0.197643098,,,3.058574238,54.60342806,2543.291161,0.618658403,0.831528341
NW Canada,JB1716,Limestone,5,281.1,0.273188232,-11.23278539,-1.3,-0.28,-0.08,,,2.982148896,12.9355567,7527.715753,1.145932748,2.524258854
NW Canada,JB1716,Limestone,5,284.4,-0.126415168,-11.63308939,-1.33,-0.24,-0.13,,,3.162386463,15.41887917,3773.800812,1.08138935,1.193339541
NW Canada,JB1716,Limestone,5,288.8,0.307451537,-11.23357261,-1.577687384,-0.374122147,-0.18301186,,,2.419550678,17.82009436,3382.831893,1.280659636,1.398124009
NW Canada,JB1716,Limestone,5,293.4,-1.387061511,-11.90999586,-1.315116989,-0.270520483,-0.093198393,,,0.295423225,65.8474477,4042.336661,0.671774979,13.68320536
NW Canada,JB1716,Limestone,5,297.4,-2.994649163,-15.68926718,-1.82,-0.48,-0.19,,,3.394058658,122.0513077,10778.05494,0.551116874,3.175565311
NW Canada,JB1807,Dolostone,3,1,-2.177499612,-4.362516499,-0.95,-0.09,-0.01,,,0.422440266,917.2137242,1993.976515,0,4.720138388
NW Canada,JB1807,Dolostone,3,2,-4.284709172,-6.106615913,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,2.5,-4.548535738,-5.984084809,-1,-0.12,-0.09,,,0.325891068,800.3511409,5210.011,0.271861257,15.98697081
NW Canada,JB1807,Dolostone,3,6.6,-7.558504246,-5.754311563,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,7.5,-6.66175338,-3.753152112,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,8.5,-6.304262916,-5.811182027,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,9.5,-6.500811675,-5.845762584,-0.93,-0.08,-0.09,,,0.354770615,804.2749863,2011.428185,0.266324897,5.669658361
NW Canada,JB1807,Dolostone,3,10.5,-6.673172944,-6.154988714,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,11.5,-6.027834464,-5.801587422,-0.83,-0.03,-0.12,,,0.376539308,898.3938441,1543.115787,0.203589454,4.098153249
NW Canada,JB1807,Dolostone,3,12.5,-6.062591277,-5.495559494,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,13.5,-6.308734552,-5.592904759,-1.06,-0.14,-0.05,,,0.344170424,813.7197728,1315.178897,0.276349579,3.821301322
NW Canada,JB1807,Dolostone,3,14.5,-6.38617517,-6.324493406,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,15.5,-6.237594877,-5.734025411,-0.93,-0.08,-0.07,,,0.346945039,822.9632207,981.2314208,0.283834672,2.828204209
NW Canada,JB1807,Dolostone,3,16.5,-6.250806531,-5.790393716,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,18.5,-6.414224527,-5.735024849,-1.13,-0.18,-0.09,,,0.30180539,865.4837988,995.3248575,0.313430136,3.297902855
NW Canada,JB1807,Dolostone,3,19.6,-6.602643038,-5.804385849,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,20.5,-6.167268227,-5.850759774,-1.04,-0.14,-0.09,,,0.297572222,885.0889257,996.4990989,0.325179417,3.348763843
NW Canada,JB1807,Dolostone,3,21.3,-6.86077843,-5.708439797,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,22.5,-5.528637202,-5.199326058,-0.97,-0.1,-0.07,,,0.15166173,921.8601419,1158.139488,0.219841247,7.63633308
NW Canada,JB1807,Dolostone,3,23.5,-6.498575856,-6.166582195,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,24.5,-6.914234814,-7.345719198,-0.99,-0.11,-0.06,,,0.313791402,860.7318375,772.0991334,0.373424934,2.460549039
NW Canada,JB1807,Dolostone,3,25.5,-6.834355122,-7.730502844,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,26.5,-6.725206535,-8.74053493,-0.9,-0.07,-0.05,,,0.122135887,936.4435927,547.6751876,0.126770569,4.484146303
NW Canada,JB1807,Dolostone,3,27.3,-6.885372432,-6.90176882,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,28.5,-5.780065139,-7.40488593,-0.82,-0.03,0,,,0.150819828,929.98402,655.4145315,0.17983012,4.345678808
NW Canada,JB1807,Dolostone,3,29.3,-6.779475944,-8.274946718,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,30.5,-6.195724097,-7.738298461,-0.66,0.05,0.01,,,0.135861279,945.0744838,745.4210914,0.184207165,5.486633851
NW Canada,JB1807,Dolostone,3,31.5,-6.471136267,-6.885577923,,,,,,,,,,
NW Canada,JB1807,Dolostone,3,32.5,-6.597358376,-6.623725156,-0.98,-0.11,-0.05,,,0.312762556,892.3535727,1087.798583,0.402719896,3.478033297
