SampName,SampCategory,SampSubCategory,SampNum,Mineralogy,Mineralogy2,Date,Time,AnalysisID,RepliicateID,MassSpec,rxnTemp,SampYN,RefYN,Bad,D47TE,AFF,ARF_ID1,ARF_ID2,ARF_ID3,d45,sd_d45,d46,sd_d46,d47,sd_d47,d48,sd_d48,d49,sd_d49,d13C_wg_VPDB,d18O_wg_VSMOW,d13C,se_13,d18O,se_18,AFF_d18O,Final_d13Ccarb,Final_d18Ocarb_VSMOW,D47,sd_D47,se_D47,D48,sd_D48,se_D48,D49,sd_D49,se_D49,SlopeEGL,SlopeETF,IntETF,D47rfac
ETH-4,Sample,NA,NA,Calcite,NA,8/06/21 01,38:50,6036,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20180618,NA,NA,-6.908102,NA,-4.556251,NA,-12.100015,NA,-9.320454,NA,-65.628018,NA,-3.045,24.98,-10.248413,0.001,20.337092,0.002,1.0087142,-10.248413,11.664805220116477,-0.532351,NA,0.010497976124635775,-0.230875,NA,NA,-50.214738,NA,NA,NA,NA,NA,0.478416
88KL_100,carbSTD,ETH-3,NA,Dolomite,NA,8/06/21 02,59:26,6037,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20180618,NA,NA,4.660351,NA,5.858748,NA,9.995358,NA,11.738371,NA,-41.099235,NA,-3.045,24.98,1.708696,0.001,30.996932,0.002,1.0087142,1.708696,21.119871157746182,-0.59396,NA,0.014436560012553574,-0.01326,NA,NA,-56.728923,NA,NA,NA,NA,NA,0.420493
G3_129_f_A,Sample,NA,NA,Dolomite,NA,8/06/21 04,22:23,6038,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20180618,NA,NA,8.221497,NA,11.184428,NA,18.984349,NA,22.174761,NA,-26.959068,NA,-3.045,24.98,5.312108,0.001,36.453206,0.002,1.0087142,5.312108,26.576145157746183,-0.575379,NA,0.009635489135777752,-0.312104,NA,NA,-56.265631,NA,NA,NA,NA,NA,0.443545
KG92_94,Sample,NA,NA,Dolomite,NA,8/06/21 05,45:45,6039,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20180618,NA,NA,1.841969,NA,9.162087,NA,10.371422,NA,18.101438,NA,-37.046744,NA,-3.045,24.98,-1.419189,0.001,34.392975,0.002,1.0087142,-1.419189,24.51591415774618,-0.547334,NA,0.011158971837755934,-0.301133,NA,NA,-56.004639,NA,NA,NA,NA,NA,0.470428
ETH-3,Sample,NA,NA,Calcite,NA,8/06/21 07,09:03,6040,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20180618,NA,NA,4.853294,NA,12.754261,NA,17.188289,NA,25.439175,NA,-30.183209,NA,-3.045,24.98,1.661479,0.001,38.071828,0.002,1.0087142,1.661479,29.399541220116475,-0.412899,NA,0.011526675554037285,-0.226184,NA,NA,-58.906298,NA,NA,NA,NA,NA,0.616446
ETH-1,Sample,NA,NA,Calcite,NA,8/06/21 08,31:54,6041,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20180618,NA,NA,5.114913,NA,12.145691,NA,16.472255,NA,24.112458,NA,-31.748988,NA,-3.045,24.98,1.962866,0.001,37.446776,0.002,1.0087142,1.962866,28.77448922011648,-0.794428,NA,0.01225569112920415,-0.318624,NA,NA,-59.576136,NA,NA,NA,NA,NA,0.208687
88_WI_68_B,Sample,NA,NA,Dolomite,NA,8/06/21 09,52:54,6042,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20180618,NA,NA,7.318834,NA,6.742864,NA,13.621523,NA,13.349497,NA,-39.296601,NA,-3.045,24.98,4.512192,0.001,31.897925,0.002,1.0087142,4.512192,22.020864157746182,-0.599814,NA,0.014561611892422307,-0.179214,NA,NA,-59.238211,NA,NA,NA,NA,NA,0.415534
PK99_KT4C_B,Sample,NA,NA,Dolomite,NA,8/06/21 11,13:46,6043,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20180618,NA,NA,0.061853,NA,9.056162,NA,8.442921,NA,17.866718,NA,-35.053103,NA,-3.045,24.98,-3.314273,0.001,34.288429,0.003,1.0087142,-3.314273,24.411368157746182,-0.519853,NA,0.012458736076138692,-0.321779,NA,NA,-52.060025,NA,NA,NA,NA,NA,0.499092
PK99_KT3A,Sample,NA,NA,Dolomite,NA,8/06/21 12,36:49,6044,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20180618,NA,NA,-0.02913,NA,8.978609,NA,8.277949,NA,17.90137,NA,-37.950167,NA,-3.045,24.98,-3.408484,0.001,34.209065,0.018,1.0087142,-3.408484,24.332004157746184,-0.514027,NA,0.010792463479064781,-0.134059,NA,NA,-54.671613,NA,NA,NA,NA,NA,0.505255
ETH-4,Sample,NA,NA,Calcite,NA,8/06/21 13,59:37,6045,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20180618,NA,NA,-6.887001,NA,-4.510518,NA,-12.056155,NA,-9.142639,NA,-67.595094,NA,-3.045,24.98,-10.227592,0.001,20.38397,0.001,1.0087142,-10.227592,11.71168322011648,-0.555031,NA,0.010607718227727585,-0.143302,NA,NA,-52.321282,NA,NA,NA,NA,NA,0.454208
ETH-2,carbSTD,ETH-1,NA,Calcite,NA,8/06/21 15,22:43,6046,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20180618,NA,NA,-6.750101,NA,-3.888372,NA,-11.552414,NA,-8.028156,NA,-69.644053,NA,-3.045,24.98,-10.104528,0.001,21.022028,0.001,1.0087142,-10.104528,12.349741220116478,-0.801546,NA,0.01240261537505897,-0.268681,NA,NA,-55.702711,NA,NA,NA,NA,NA,0.191089
KG92_91,carbSTD,IAEA-C1,NA,Dolomite,NA,8/06/21 20,01:09,6047,NA,Nu_Perspective,70,NA,N,0,0.2085,0,20180618,NA,NA,1.942254,NA,9.544403,NA,10.862916,NA,18.871121,NA,-35.192793,NA,-3.045,24.98,-1.326237,0.001,34.78503,0.003,1.0087142,-1.326237,24.90796915774618,-0.536669,NA,0.010473115998195656,-0.302966,NA,NA,-54.991717,NA,NA,NA,NA,NA,0.481994
ETH-3,carbSTD,IAEA-C2,NA,Calcite,NA,8/06/28 18,02:35,6149,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20180628,NA,NA,4.835503,NA,12.63201,NA,17.061059,NA,25.173332,NA,-31.536081,NA,-3.011,25.041,1.678937,0.001,38.016328,0.002,1.0087142,1.678937,29.34404122011648,-0.401039,NA,0.012073540762854032,-0.244024,NA,NA,-59.978401,NA,NA,NA,NA,NA,0.602411
ETH-2,carbSTD,ETH-1,NA,Calcite,NA,8/06/28 19,25:44,6150,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20180628,NA,NA,-6.843921,NA,-4.505178,NA,-12.246471,NA,-9.079193,NA,-59.658061,NA,-3.011,25.041,-10.15028,0.001,20.458202,0.002,1.0087142,-10.15028,11.785915220116479,-0.797552,NA,0.011774644121082199,-0.090007,NA,NA,-44.308494,NA,NA,NA,NA,NA,0.206357
88_WI_68_B,Sample,NA,NA,Dolomite,NA,8/06/28 20,46:40,6151,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20180628,NA,NA,7.334635,NA,6.768972,NA,13.664499,NA,13.455172,NA,-28.367618,NA,-3.011,25.041,4.560144,0.001,31.994217,0.003,1.0087142,4.560144,22.11715615774618,-0.599095,NA,0.012807796777548817,-0.12681,NA,NA,-48.600472,NA,NA,NA,NA,NA,0.404289
88KL_100,carbSTD,ETH-4,NA,Dolomite,NA,8/06/28 22,07:44,6152,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20180628,NA,NA,4.669095,NA,5.807431,NA,9.998794,NA,11.417028,NA,-29.267622,NA,-3.011,25.041,1.751869,0.001,31.013737,0.003,1.0087142,1.751869,21.13667615774618,-0.549396,NA,0.00981981996781875,-0.22886,NA,NA,-45.003266,NA,NA,NA,NA,NA,0.454123
88_WI_68_B,carbSTD,ETH-1,NA,Dolomite,NA,8/06/28 23,28:39,6153,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20180628,NA,NA,7.354304,NA,6.786072,NA,13.737644,NA,13.396651,NA,-30.031769,NA,-3.011,25.041,4.580498,0.001,32.011718,0.003,1.0087142,4.580498,22.134657157746183,-0.563799,NA,0.012003692483285712,-0.21851,NA,NA,-50.281427,NA,NA,NA,NA,NA,0.43961
ETH-1,carbSTD,ETH-1,NA,Calcite,NA,8/06/29 00,51:59,6154,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20180628,NA,NA,5.13442,NA,12.177918,NA,16.513823,NA,24.107518,NA,-29.315693,NA,-3.011,25.041,2.014463,0.001,37.549668,0.002,1.0087142,2.014463,28.877381220116476,-0.804852,NA,0.012722596464036449,-0.387103,NA,NA,-57.291257,NA,NA,NA,NA,NA,0.198295
ETH-4,carbSTD,ETH-4,NA,Calcite,NA,8/06/29 02,15:12,6155,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20180628,NA,NA,-6.875037,NA,-4.51477,NA,-12.050233,NA,-9.156773,NA,-61.098447,NA,-3.011,25.041,-10.18312,0.001,20.448431,0.003,1.0087142,-10.18312,11.776144220116478,-0.557266,NA,0.013137059199319954,-0.149023,NA,NA,-45.722458,NA,NA,NA,NA,NA,0.446827
88KL_100,Sample,NA,NA,Dolomite,NA,8/06/29 03,36:03,6156,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20180628,NA,NA,4.676595,NA,5.791312,NA,9.969372,NA,11.323116,NA,-28.766137,NA,-3.011,25.041,1.760463,0.001,30.997179,0.003,1.0087142,1.760463,21.120118157746184,-0.570458,NA,0.011875124623766553,-0.289648,NA,NA,-44.487415,NA,NA,NA,NA,NA,0.433045
88_WI_68_B,carbSTD,ETH-3,NA,Dolomite,NA,8/06/29 04,59:26,6157,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20180628,NA,NA,7.356022,NA,6.828489,NA,13.773844,NA,13.412393,NA,-37.915531,NA,-3.011,25.041,4.580773,0.001,32.055239,0.002,1.0087142,4.580773,22.17817815774618,-0.571271,NA,0.01143964326642897,-0.287219,NA,NA,-58.080308,NA,NA,NA,NA,NA,0.432132
ETH-3,Sample,NA,NA,Calcite,NA,2/06/27 20,52:56,17420,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,4.497663,NA,11.77032,NA,16.034822,NA,23.169612,NA,26.779876,NA,-2.68,25.974,1.678654,0.001,38.066308,0.0016,1.0087142,1.678654,29.39402122011648,-0.226723,NA,0.010400903144582776,-0.497758,NA,NA,-1.348632,NA,NA,NA,NA,NA,0.660766
ETH-4,carbSTD,IAEA-C2,NA,Calcite,NA,2/06/27 22,15:32,17421,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20220627,NA,NA,-7.258094,NA,-5.517893,NA,-13.269967,NA,-11.089487,NA,-14.595734,NA,-2.68,25.974,-10.230145,0.0008,20.337256,0.0014,1.0087142,-10.230145,11.664969220116479,-0.403495,NA,0.012385683848867289,-0.085153,NA,NA,3.94067,NA,NA,NA,NA,NA,0.487663
IAEA-C1,carbSTD,ETH-3,NA,Calcite,NA,2/06/27 23,37:53,17422,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20220627,NA,NA,5.159393,NA,11.159188,NA,15.782052,NA,22.044684,NA,17.6263,NA,-2.68,25.974,2.407248,0.001,37.437086,0.0017,1.0087142,2.407248,28.76479922011648,-0.56073,NA,0.013062226242986065,-0.389448,NA,NA,-9.770731,NA,NA,NA,NA,NA,0.32149
BDK_A,Sample,NA,NA,Calcite,NA,2/06/28 01,00:00,17423,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,-2.960997,NA,4.856385,NA,1.394686,NA,9.607311,NA,9.739715,NA,-2.68,25.974,-6.027038,0.0008,30.982517,0.0014,1.0087142,-6.027038,22.31023022011648,-0.309941,NA,0.01055590085258494,-0.127836,NA,NA,3.338508,NA,NA,NA,NA,NA,0.579462
BDK_B,Sample,NA,NA,Calcite,NA,2/06/28 02,21:11,17424,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,2.38524,NA,8.078694,NA,10.125158,NA,15.813488,NA,3857.131951,NA,-2.68,25.974,-0.44016,0.0018,34.279648,0.0036,1.0087142,-0.44016,25.60736122011648,-0.294434,NA,0.01433307968717739,-0.402624,NA,NA,3768.813551,NA,NA,NA,NA,NA,0.593284
WBT_6_A,Sample,NA,NA,Dolomite,NA,2/06/28 03,44:04,17425,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,4.351942,NA,11.724356,NA,15.697708,NA,23.229613,NA,20.250055,NA,-2.68,25.974,1.524831,0.001,38.019439,0.0023,1.0087142,1.524831,28.14237815774618,-0.364196,NA,0.011176776364685979,-0.348321,NA,NA,-7.457538,NA,NA,NA,NA,NA,0.521176
ETH-4,Sample,NA,NA,Calcite,NA,2/06/28 05,05:52,17426,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,-7.25141,NA,-5.504645,NA,-13.274605,NA,-11.278451,NA,-20.154333,NA,-2.68,25.974,-10.223502,0.0008,20.350848,0.0017,1.0087142,-10.223502,11.678561220116478,-0.428229,NA,0.010736951734886627,-0.302855,NA,NA,-1.755786,NA,NA,NA,NA,NA,0.462536
ETH-3,carbSTD,ETH-2,NA,Calcite,NA,2/06/28 06,28:13,17427,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20220627,NA,NA,4.501376,NA,11.800059,NA,16.003175,NA,23.38349,NA,11.028749,NA,-2.68,25.974,1.681526,0.001,38.096843,0.0016,1.0087142,1.681526,29.42455622011648,-0.290566,NA,0.011970900381057074,-0.347594,NA,NA,-16.728927,NA,NA,NA,NA,NA,0.595912
WBT_6_B,Sample,NA,NA,Calcite,NA,2/06/28 07,57:08,17428,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,-2.975245,NA,4.561129,NA,1.083274,NA,8.994547,NA,5.344503,NA,-2.68,25.974,-6.031379,0.0009,30.679298,0.0013,1.0087142,-6.031379,22.00701122011648,-0.317314,NA,0.011641918447378486,-0.147206,NA,NA,-0.4366,NA,NA,NA,NA,NA,0.572041
KDW2_131.8_H_A,carbSTD,IAEA-C2,NA,Dolomite,NA,2/06/28 09,20:20,17429,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20220627,NA,NA,2.589452,NA,9.457217,NA,11.614565,NA,18.726367,NA,15.613166,NA,-2.68,25.974,-0.272857,0.001,35.695022,0.0017,1.0087142,-0.272857,25.817961157746183,-0.374712,NA,0.016426373861710655,-0.272321,NA,NA,-5.743946,NA,NA,NA,NA,NA,0.511396
KDW2_131.8_H_B,Sample,NA,NA,Dolomite,NA,2/06/28 10,42:29,17430,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,2.254401,NA,9.218672,NA,11.000349,NA,18.305001,NA,15.623435,NA,-2.68,25.974,-0.621655,0.0009,35.450798,0.0014,1.0087142,-0.621655,25.57373715774618,-0.404864,NA,0.011270371874787518,-0.213368,NA,NA,-4.917637,NA,NA,NA,NA,NA,0.4809
ETH-2,Sample,NA,NA,Calcite,NA,2/06/28 12,04:54,17431,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,-7.097261,NA,-5.313993,NA,-13.16309,NA,-10.707024,NA,-72.663528,NA,-2.68,25.974,-10.066047,0.0009,20.546306,0.0016,1.0087142,-10.066047,11.87401922011648,-0.663737,NA,0.011177443433588539,-0.108493,NA,NA,-55.763008,NA,NA,NA,NA,NA,0.223249
ETH-1,Sample,NA,NA,Calcite,NA,2/06/28 13,25:20,17432,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,4.737786,NA,11.21884,NA,15.321819,NA,22.039071,NA,20.792002,NA,-2.68,25.974,1.955133,0.0014,37.499336,0.0028,1.0087142,1.955133,28.82704922011648,-0.639076,NA,0.015198138434829886,-0.512872,NA,NA,-6.361297,NA,NA,NA,NA,NA,0.241997
BD4_30_35.1_A,carbSTD,ETH-2,NA,Dolomite,NA,2/06/28 14,48:13,17433,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20220627,NA,NA,-1.271962,NA,3.015651,NA,1.207982,NA,5.898306,NA,-0.870047,NA,-2.68,25.974,-4.156797,0.0009,29.088014,0.0015,1.0087142,-4.156797,19.210953157746182,-0.440099,NA,0.011232621213115416,-0.141256,NA,NA,-5.416571,NA,NA,NA,NA,NA,0.447271
BD4_30_35.1_B,Sample,NA,NA,Dolomite,NA,2/06/28 16,10:05,17434,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,-1.379112,NA,3.683643,NA,1.780292,NA,7.094898,NA,4.863583,NA,-2.68,25.974,-4.295738,0.0007,29.774343,0.0014,1.0087142,-4.295738,19.897282157746183,-0.412506,NA,0.010739499290519334,-0.283883,NA,NA,-0.902569,NA,NA,NA,NA,NA,0.475177
BD4_30_35.1_C,carbSTD,ETH-4,NA,Dolomite,NA,2/06/28 17,31:58,17435,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20220627,NA,NA,-2.126686,NA,6.399837,NA,3.6365,NA,12.497059,NA,-10.149489,NA,-2.68,25.974,-5.193452,0.001,32.565828,0.0018,1.0087142,-5.193452,22.688767157746184,-0.445605,NA,0.01075509211621789,-0.339248,NA,NA,-20.260359,NA,NA,NA,NA,NA,0.441139
ETH-3,carbSTD,ETH-2,NA,Calcite,NA,2/06/28 18,54:56,17436,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20220627,NA,NA,4.484235,NA,11.739905,NA,15.941809,NA,23.325588,NA,26.781559,NA,-2.68,25.974,1.665439,0.001,38.035101,0.0042,1.0087142,1.665439,29.362814220116476,-0.274914,NA,0.016108959494295295,-0.285285,NA,NA,-1.273772,NA,NA,NA,NA,NA,0.611828
ETH-1,carbSTD,ETH-3,NA,Calcite,NA,2/06/28 20,17:52,17437,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20220627,NA,NA,4.755255,NA,11.245919,NA,15.307293,NA,22.177224,NA,-713.187785,NA,-2.68,25.974,1.972782,0.0011,37.527108,0.0015,1.0087142,1.972782,28.854821220116477,-0.697608,NA,0.012836156306215728,-0.431302,NA,NA,-720.836918,NA,NA,NA,NA,NA,0.182536
KDW2_131.8_AA,Sample,NA,NA,Calcite,NA,2/06/28 21,47:46,17438,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,0.983909,NA,7.142335,NA,7.729056,NA,14.100002,NA,11.115543,NA,-2.68,25.974,-1.901212,0.0042,33.321196,0.0105,1.0087142,-1.901212,24.64890922011648,-0.312417,NA,0.01282215598840888,-0.232353,NA,NA,-3.971454,NA,NA,NA,NA,NA,0.575545
KDW2_131.8_B,Sample,NA,NA,Dolomite,NA,2/06/28 23,09:37,17439,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,2.200251,NA,7.779014,NA,9.567568,NA,15.359505,NA,18.343389,NA,-2.68,25.974,-0.626565,0.2563,33.972284,0.0124,1.0087142,-0.626565,24.095223157746183,-0.363838,NA,0.010596708196016023,-0.255045,NA,NA,0.607728,NA,NA,NA,NA,NA,0.522897
ETH-4,carbSTD,IAEA-C2,NA,Calcite,NA,2/06/29 01,55:01,17441,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20220627,NA,NA,-7.269056,NA,-5.522412,NA,-13.335245,NA,-11.134811,NA,-18.99877,NA,-2.68,25.974,-10.241676,0.0016,20.33264,0.0032,1.0087142,-10.241676,11.66035322011648,-0.453772,NA,0.014983644808873948,-0.121894,NA,NA,-0.524504,NA,NA,NA,NA,NA,0.436599
ETH-2,Sample,NA,NA,Calcite,NA,2/06/29 03,17:38,17442,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,-7.108721,NA,-5.337452,NA,-13.254028,NA,-10.710494,NA,-11.836516,NA,-2.68,25.974,-10.07741,0.0033,20.522238,0.0122,1.0087142,-10.07741,11.84995122011648,-0.720757,NA,0.01625288753482505,-0.064835,NA,NA,6.231573,NA,NA,NA,NA,NA,0.16534
KDW2_131.8_J_B,Sample,NA,NA,Calcite,NA,2/06/29 04,40:20,17443,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,2.181107,NA,8.684017,NA,10.469606,NA,17.103411,NA,9.297418,NA,-2.68,25.974,-0.680239,0.0035,34.901837,0.0056,1.0087142,-0.680239,26.22955022011648,-0.333558,NA,0.015135106964342627,-0.334199,NA,NA,-10.008282,NA,NA,NA,NA,NA,0.553459
IAEA-C2,carbSTD,ETH-4,NA,Calcite,NA,2/06/29 07,25:07,17445,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20220627,NA,NA,-4.820876,NA,4.348916,NA,-0.987647,NA,8.625168,NA,-5.842672,NA,-2.68,25.974,-7.993172,0.0009,30.465626,0.0019,1.0087142,-7.993172,21.79333922011648,-0.268658,NA,0.013880892794116176,-0.090839,NA,NA,-9.193947,NA,NA,NA,NA,NA,0.621931
ETH-2,Sample,NA,NA,Calcite,NA,2/06/29 11,27:58,17447,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,-7.108307,NA,-5.300467,NA,-13.164684,NA,-10.738336,NA,-12.228399,NA,-2.68,25.974,-10.078335,0.001,20.560224,0.0017,1.0087142,-10.078335,11.88793722011648,-0.66724,NA,0.010778975122052906,-0.167332,NA,NA,5.758591,NA,NA,NA,NA,NA,0.21969
RM_4_A,Sample,NA,NA,Calcite,NA,2/06/29 12,56:43,17448,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,-5.810236,NA,4.974728,NA,-1.450055,NA,9.824637,NA,-7.512912,NA,-2.68,25.974,-9.072014,0.001,31.110686,0.0014,1.0087142,-9.072014,22.43839922011648,-0.317627,NA,0.011181960769378076,-0.148153,NA,NA,-11.020254,NA,NA,NA,NA,NA,0.572284
RM_4_B,carbSTD,IAEA-C1,NA,Calcite,NA,2/06/29 14,19:17,17449,NA,Nu_Perspective,70,NA,N,0,0.2085,0,20220627,NA,NA,-3.552472,NA,3.88661,NA,-0.169253,NA,7.669245,NA,19.552094,NA,-2.68,25.974,-6.622554,0.001,29.987853,0.0014,1.0087142,-6.622554,21.31556622011648,-0.311415,NA,0.014478949858229222,-0.118202,NA,NA,15.654842,NA,NA,NA,NA,NA,0.578311
RM_4_C,Sample,NA,NA,Calcite,NA,2/06/29 15,41:49,17450,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,-3.183564,NA,4.72064,NA,1.039628,NA,9.286973,NA,-11.64193,NA,-2.68,25.974,-6.25956,0.0009,30.843613,0.0013,1.0087142,-6.25956,22.17132622011648,-0.301406,NA,0.011341568132424748,-0.174975,NA,NA,-17.413041,NA,NA,NA,NA,NA,0.588212
ETH-4,carbSTD,ETH-3,NA,Calcite,NA,2/06/29 17,03:47,17451,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20220627,NA,NA,-7.275149,NA,-5.501306,NA,-13.309473,NA,-11.091697,NA,-18.95059,NA,-2.68,25.974,-10.248959,0.001,20.354332,0.0016,1.0087142,-10.248959,11.682045220116478,-0.442189,NA,0.010227569375122912,-0.120742,NA,NA,-0.51056,NA,NA,NA,NA,NA,0.448361
ETH-1,carbSTD,IAEA-C2,NA,Calcite,NA,2/06/29 18,26:22,17452,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20220627,NA,NA,4.733051,NA,11.246711,NA,15.298604,NA,22.338306,NA,17.104321,NA,-2.68,25.974,1.949058,0.0078,37.527973,0.0193,1.0087142,1.949058,28.855686220116482,-0.684147,NA,0.014463467497477586,-0.275349,NA,NA,-9.999534,NA,NA,NA,NA,NA,0.196213
BD4_0_33_A,carbSTD,ETH-2,NA,Dolomite,NA,2/06/29 19,48:27,17453,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20220627,NA,NA,-5.54041,NA,4.801134,NA,-1.336206,NA,9.441044,NA,-3.081377,NA,-2.68,25.974,-8.777677,0.0011,30.931763,0.0016,1.0087142,-8.777677,21.054702157746185,-0.313817,NA,0.012168694001512376,-0.182579,NA,NA,-6.55461,NA,NA,NA,NA,NA,0.576129
BD4_0_33_B,carbSTD,ETH-3,NA,Dolomite,NA,2/06/29 21,10:47,17454,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20220627,NA,NA,-5.400493,NA,5.218553,NA,-0.78681,NA,10.259378,NA,-6.233329,NA,-2.68,25.974,-8.643718,0.0013,31.360163,0.0031,1.0087142,-8.643718,21.48310215774618,-0.317307,NA,0.011948380723540531,-0.202898,NA,NA,-10.651817,NA,NA,NA,NA,NA,0.572461
BDK_A,Sample,NA,NA,Calcite,NA,2/06/29 22,33:17,17455,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,-3.061821,NA,4.7334,NA,1.160885,NA,9.338003,NA,10.513319,NA,-2.68,25.974,-6.130109,0.001,30.856436,0.0014,1.0087142,-6.130109,22.184149220116478,-0.318768,NA,0.01314999235977963,-0.149818,NA,NA,4.457003,NA,NA,NA,NA,NA,0.570546
ETH-1,Sample,NA,NA,Calcite,NA,2/06/29 23,55:43,17456,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,4.748695,NA,11.287267,NA,15.357178,NA,22.406195,NA,29.257188,NA,-2.68,25.974,1.964265,0.0009,37.56959,0.0018,1.0087142,1.964265,28.897303220116477,-0.681952,NA,0.010772147720132805,-0.28915,NA,NA,1.733911,NA,NA,NA,NA,NA,0.19843
ETH-3,carbSTD,ETH-4,NA,Calcite,NA,2/06/30 01,17:53,17457,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20220627,NA,NA,4.495964,NA,11.807787,NA,16.003934,NA,23.474014,NA,28.94189,NA,-2.68,25.974,1.675467,0.001,38.104793,0.0015,1.0087142,1.675467,29.43250622011648,-0.29177,NA,0.013153497528016785,-0.27444,NA,NA,0.683137,NA,NA,NA,NA,NA,0.594689
BDK_B,carbSTD,ETH-2,NA,Calcite,NA,2/06/30 02,47:55,17458,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20220627,NA,NA,2.326226,NA,7.887184,NA,9.863165,NA,15.646517,NA,28.864894,NA,-2.68,25.974,-0.496102,0.0009,34.08309,0.0018,1.0087142,-0.496102,25.410803220116478,-0.306296,NA,0.013140751689958865,-0.187087,NA,NA,10.597417,NA,NA,NA,NA,NA,0.581291
WBT_6_A,carbSTD,ETH-2,NA,Dolomite,NA,2/06/30 04,09:50,17459,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20220627,NA,NA,4.348401,NA,11.765319,NA,15.73329,NA,23.391321,NA,27.812625,NA,-2.68,25.974,1.519549,0.0008,38.06152,0.0015,1.0087142,1.519549,28.184459157746183,-0.365333,NA,0.008725953913309457,-0.271296,NA,NA,-0.176144,NA,NA,NA,NA,NA,0.520013
WBT_6_B,Sample,NA,NA,Calcite,NA,2/06/30 05,31:44,17460,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20220627,NA,NA,-5.648584,NA,3.538827,NA,-2.657341,NA,7.036105,NA,0.657544,NA,-2.68,25.974,-8.846659,0.0009,29.63552,0.0015,1.0087142,-8.846659,20.96323322011648,-0.289585,NA,0.011332817614840084,-0.053752,NA,NA,-0.246779,NA,NA,NA,NA,NA,0.60104
ETH-2,carbSTD,IAEA-C1,NA,Calcite,NA,2/06/30 06,54:35,17461,NA,Nu_Perspective,70,NA,N,0,0.2085,0,20220627,NA,NA,-7.114186,NA,-5.293971,NA,-13.176151,NA,-10.719972,NA,-16.91619,NA,-2.68,25.974,-10.084849,0.001,20.56691,0.0017,1.0087142,-10.084849,11.894623220116479,-0.679163,NA,0.011333549183928574,-0.161831,NA,NA,0.978909,NA,NA,NA,NA,NA,0.207579
