SampName,SampCategory,SampSubCategory,SampNum,Mineralogy,Mineralogy2,Date,Time,AnalysisID,RepliicateID,MassSpec,rxnTemp,SampYN,RefYN,Bad,D47TE,AFF,ARF_ID1,ARF_ID2,ARF_ID3,d45,sd_d45,d46,sd_d46,d47,sd_d47,d48,sd_d48,d49,sd_d49,d13C_wg_VPDB,d18O_wg_VSMOW,d13C,se_13,d18O,se_18,AFF_d18O,Final_d13Ccarb,Final_d18Ocarb_VSMOW,D47,sd_D47,se_D47,D48,sd_D48,se_D48,D49,sd_D49,se_D49,SlopeEGL,SlopeETF,IntETF,D47rfac
ETH-4,carbSTD,ETH-4,NA,Calcite,NA,3/05/12 10,05:48,19588,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230510,NA,NA,-7.341578,NA,-5.456285,NA,-13.343617,NA,-11.053063,NA,-23.930461,NA,-2.626,25.936,-10.276886,0.0009,20.357346,0.0016,1.0087142,-10.276886,11.685059220116479,-0.452264,NA,0.013635582957910373,-0.172207,NA,NA,-5.601586,NA,NA,NA,NA,NA,0.401894
AU_GR8_75.32,Sample,NA,NA,Dolomite,NA,3/05/12 13,03:55,19590,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230510,NA,NA,2.057577,NA,6.306442,NA,7.841392,NA,12.953663,NA,188.186115,NA,-2.626,25.936,-0.679568,0.0011,32.41635,0.0097,1.0087142,-0.679568,22.539289157746182,-0.490513,NA,0.01995397318102206,0.297255,NA,NA,171.029724,NA,NA,NA,NA,NA,0.362373
AU_MANYA6_1421.70,carbSTD,ETH-4,NA,Dolomite,NA,3/05/12 14,24:21,19591,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230510,NA,NA,0.014736,NA,4.761049,NA,4.226545,NA,8.994763,NA,-115.118057,NA,-2.626,25.936,-2.802895,0.0019,30.83392,0.017,1.0087142,-2.802895,20.95685915774618,-0.467357,NA,0.020161492642591906,-0.544812,NA,NA,-123.352745,NA,NA,NA,NA,NA,0.386132
ETH-3,carbSTD,ETH-2,NA,Calcite,NA,3/05/12 15,47:34,19592,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230510,NA,NA,4.421639,NA,11.900813,NA,16.085644,NA,23.909519,NA,46.680184,NA,-2.626,25.936,1.637997,0.0011,38.156479,0.0019,1.0087142,1.637997,29.484192220116476,-0.225425,NA,0.009441713129546817,-0.032925,NA,NA,17.830627,NA,NA,NA,NA,NA,0.633469
AU_GR10_142.91,Sample,NA,NA,Dolomite,NA,3/05/12 18,31:58,19594,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230510,NA,NA,2.089296,NA,8.416306,NA,10.065829,NA,16.761771,NA,27.192376,NA,-2.626,25.936,-0.723251,0.0015,34.583189,0.0026,1.0087142,-0.723251,24.70612815774618,-0.377733,NA,0.010832861614614619,-0.139314,NA,NA,8.168483,NA,NA,NA,NA,NA,0.477733
AU_GR10_232.8,carbSTD,IAEA-C2,NA,Dolomite,NA,3/05/12 19,52:29,19595,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230510,NA,NA,1.940314,NA,8.955302,NA,10.484182,NA,17.769586,NA,4.859797,NA,-2.626,25.936,-0.902042,0.0012,35.137106,0.0034,1.0087142,-0.902042,25.260045157746184,-0.335616,NA,0.015711300482248804,-0.217302,NA,NA,-14.629429,NA,NA,NA,NA,NA,0.52082
WS4_30.0_A,Sample,NA,NA,Dolomite,NA,3/05/12 21,15:23,19596,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230510,NA,NA,6.410235,NA,16.362485,NA,22.496871,NA,32.807839,NA,55.044974,NA,-2.626,25.936,3.596831,0.0012,42.734146,0.0024,1.0087142,3.596831,32.857085157746184,-0.301461,NA,0.015898806936591358,-0.178924,NA,NA,14.991552,NA,NA,NA,NA,NA,0.555551
IAEA-C2,Sample,NA,NA,Calcite,NA,3/05/12 22,37:39,19597,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230510,NA,NA,-4.894806,NA,4.402416,NA,-0.997192,NA,8.544102,NA,22.169411,NA,-2.626,25.936,-8.029272,0.0009,30.476996,0.0019,1.0087142,-8.029272,21.80470922011648,-0.253943,NA,0.014252430699739681,-0.277715,NA,NA,18.69773,NA,NA,NA,NA,NA,0.604598
ETH-1,Sample,NA,NA,Calcite,NA,3/05/12 23,59:33,19598,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230510,NA,NA,4.672269,NA,11.327867,NA,15.330809,NA,22.472196,NA,38.560486,NA,-2.626,25.936,1.926488,0.0011,37.567457,0.0017,1.0087142,1.926488,28.895170220116476,-0.668932,NA,0.011504852722348267,-0.304886,NA,NA,10.790614,NA,NA,NA,NA,NA,0.179674
SB1_192_A,carbSTD,ETH-3,NA,Dolomite,NA,3/05/13 01,30:01,19599,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230510,NA,NA,6.131964,NA,13.739561,NA,19.557728,NA,27.528877,NA,76.133388,NA,-2.626,25.936,3.395896,0.0008,40.040952,0.0022,1.0087142,3.395896,30.16389115774618,-0.3542,NA,0.01685231449949424,-0.135242,NA,NA,40.856473,NA,NA,NA,NA,NA,0.501641
SB1_41_A,carbSTD,IAEA-C2,NA,Dolomite,NA,3/05/13 02,50:03,19600,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230510,NA,NA,6.678149,NA,14.995074,NA,21.414426,NA,30.18151,NA,51.573128,NA,-2.626,25.936,3.93281,0.002,41.329136,0.0055,1.0087142,3.93281,31.45207515774618,-0.311581,NA,0.01605171785798743,-0.032469,NA,NA,14.043837,NA,NA,NA,NA,NA,0.545216
SB1_98_A,carbSTD,IAEA-C2,NA,Dolomite,NA,3/05/13 04,13:42,19601,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230510,NA,NA,6.616449,NA,17.996754,NA,24.348156,NA,36.256502,NA,82.447833,NA,-2.626,25.936,3.757125,0.0009,44.412122,0.0022,1.0087142,3.757125,34.53506115774618,-0.283537,NA,0.014201311209608542,-0.058722,NA,NA,37.844871,NA,NA,NA,NA,NA,0.573858
ETH-2,carbSTD,IAEA-C2,NA,Calcite,NA,3/05/13 05,36:15,19602,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230510,NA,NA,-7.177945,NA,-5.25104,NA,-13.16722,NA,-10.774091,NA,30.818066,NA,-2.626,25.936,-10.109841,0.007,20.567763,0.0041,1.0087142,-10.109841,11.895476220116478,-0.64632,NA,0.014744641055804274,-0.302823,NA,NA,49.564878,NA,NA,NA,NA,NA,0.203327
ETH-3,Sample,NA,NA,Calcite,NA,3/05/13 06,57:59,19603,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230510,NA,NA,4.416422,NA,11.832768,NA,15.983438,NA,23.706973,NA,45.305002,NA,-2.626,25.936,1.634924,0.0011,38.086606,0.0022,1.0087142,1.634924,29.414319220116482,-0.254537,NA,0.013635397609341293,-0.096262,NA,NA,16.633312,NA,NA,NA,NA,NA,0.603683
WS4_54.4_A,carbSTD,IAEA-C2,NA,Dolomite,NA,3/05/13 08,19:54,19604,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230510,NA,NA,5.767044,NA,15.9988,NA,21.469406,NA,32.028808,NA,42.346604,NA,-2.626,25.936,2.923713,0.057,42.36213,0.1622,1.0087142,2.923713,32.48506915774618,-0.295417,NA,0.011841220473948753,-0.217702,NA,NA,4.164653,NA,NA,NA,NA,NA,0.561754
ETH-4,Sample,NA,NA,Calcite,NA,3/05/13 09,41:41,19605,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230510,NA,NA,-7.343383,NA,-5.457195,NA,-13.29741,NA,-11.028121,NA,-6.871832,NA,-2.626,25.936,-10.278779,0.0008,20.356415,0.0016,1.0087142,-10.278779,11.684128220116477,-0.402679,NA,0.011007240941872318,-0.14516,NA,NA,11.781154,NA,NA,NA,NA,NA,0.45263
IAEA-C1,carbSTD,ETH-3,NA,Calcite,NA,3/05/13 11,03:48,19606,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230510,NA,NA,5.072505,NA,11.232853,NA,15.793915,NA,22.266934,NA,64.671151,NA,-2.626,25.936,2.357114,0.001,37.468941,0.0024,1.0087142,2.357114,28.79665422011648,-0.531517,NA,0.011038479330552565,-0.31774,NA,NA,35.95467,NA,NA,NA,NA,NA,0.320273
IAEA-C2,carbSTD,ETH-1,NA,Calcite,NA,3/05/13 12,25:55,19607,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230510,NA,NA,-4.889765,NA,4.377515,NA,-0.966826,NA,8.539296,NA,28.442786,NA,-2.626,25.936,-8.022976,0.0013,30.45141,0.0016,1.0087142,-8.022976,21.779123220116478,-0.204413,NA,0.01446335465467278,-0.232908,NA,NA,24.994193,NA,NA,NA,NA,NA,0.655278
ETH-1,Sample,NA,NA,Calcite,NA,3/05/13 13,47:47,19608,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230510,NA,NA,4.682766,NA,11.340927,NA,15.359541,NA,22.508839,NA,201.975632,NA,-2.626,25.936,1.937211,0.0011,37.580845,0.0021,1.0087142,1.937211,28.908558220116475,-0.664113,NA,0.012171981045304052,-0.294879,NA,NA,169.793523,NA,NA,NA,NA,NA,0.184605
ETH-2,carbSTD,ETH-1,NA,Calcite,NA,3/05/15 15,08:41,19610,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,-7.159126,NA,-5.21878,NA,-13.100291,NA,-10.939416,NA,132.873589,NA,-2.628,25.952,-10.095646,0.001,20.621076,0.0011,1.0087142,-10.095646,11.948789220116478,-0.629948,NA,0.015782643147511963,-0.534725,NA,NA,153.379618,NA,NA,NA,NA,NA,0.231462
ETH-3,carbSTD,ETH-3,NA,Calcite,NA,3/05/15 16,30:27,19611,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,4.39598,NA,11.821276,NA,15.971361,NA,23.834974,NA,45.785935,NA,-2.628,25.952,1.608808,0.001,38.095337,0.0026,1.0087142,1.608808,29.42305022011648,-0.234266,NA,0.012354252100416145,0.051478,NA,NA,17.145816,NA,NA,NA,NA,NA,0.625551
IAEA-C2,carbSTD,ETH-3,NA,Calcite,NA,3/05/15 17,52:19,19612,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,-4.901317,NA,4.3699,NA,-1.001063,NA,8.732071,NA,16.899321,NA,-2.628,25.952,-8.039727,0.0011,30.463987,0.0014,1.0087142,-8.039727,21.79170022011648,-0.219246,NA,0.01279869413922157,-0.026646,NA,NA,13.517083,NA,NA,NA,NA,NA,0.64718
IAEA-C1,Sample,NA,NA,Calcite,NA,3/05/15 19,14:10,19613,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,5.077873,NA,11.243591,NA,15.799298,NA,22.375137,NA,60.356447,NA,-2.628,25.952,2.357726,0.0009,37.500433,0.0021,1.0087142,2.357726,28.82814622011648,-0.542161,NA,0.015258684317450628,-0.23316,NA,NA,31.728942,NA,NA,NA,NA,NA,0.310611
WS1_178.9_A,Sample,NA,NA,Dolomite,NA,3/05/15 20,36:01,19614,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,4.441045,NA,12.18679,NA,16.251911,NA,24.301559,NA,40.499034,NA,-2.628,25.952,1.6435,0.001,38.470634,0.0022,1.0087142,1.6435,28.593573157746178,-0.359515,NA,0.014012122774304858,-0.215238,NA,NA,11.237337,NA,NA,NA,NA,NA,0.497306
AU_LMW1_307.34,carbSTD,ETH-1,NA,Dolomite,NA,3/05/15 21,57:53,19615,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,7.804532,NA,9.451653,NA,17.056658,NA,18.719162,NA,24.977118,NA,-2.628,25.952,5.333432,0.0215,35.653667,0.0245,1.0087142,5.333432,25.77660615774618,-0.356011,NA,0.011914487350439122,-0.268323,NA,NA,-2.097656,NA,NA,NA,NA,NA,0.500595
ST2_24.6_A,Sample,NA,NA,Dolomite,NA,3/05/15 23,19:33,19616,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,5.805128,NA,15.864217,NA,21.352227,NA,31.837201,NA,53.482807,NA,-2.628,25.952,2.964558,0.001,42.244367,0.0025,1.0087142,2.964558,32.36730615774618,-0.318953,NA,0.013496653787145223,-0.138449,NA,NA,15.116195,NA,NA,NA,NA,NA,0.536923
ETH-4,carbSTD,ETH-2,NA,Calcite,NA,3/05/16 00,41:21,19617,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,-7.333053,NA,-5.470985,NA,-13.322261,NA,-11.194203,NA,-8.018598,NA,-2.628,25.952,-10.27194,0.001,20.362449,0.0013,1.0087142,-10.27194,11.69016222011648,-0.42496,NA,0.013087892005171072,-0.285347,NA,NA,10.629178,NA,NA,NA,NA,NA,0.441265
ETH-3,carbSTD,ETH-1,NA,Calcite,NA,3/05/16 02,03:14,19618,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,4.416696,NA,11.837944,NA,15.983896,NA,23.607239,NA,44.802289,NA,-2.628,25.952,1.630306,0.0012,38.112407,0.002,1.0087142,1.630306,29.440120220116476,-0.259395,NA,0.01329297719674749,-0.203906,NA,NA,16.133879,NA,NA,NA,NA,NA,0.599837
WS2_9.2_A,carbSTD,ETH-2,NA,Dolomite,NA,3/05/16 04,56:09,19620,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,5.156254,NA,13.211553,NA,18.112741,NA,26.340235,NA,55.092061,NA,-2.628,25.952,2.369221,0.0009,39.521452,0.0019,1.0087142,2.369221,29.644391157746178,-0.259355,NA,0.013199730801367866,-0.250719,NA,NA,22.606967,NA,NA,NA,NA,NA,0.599092
SB1_102_A,carbSTD,IAEA-C1,NA,Dolomite,NA,3/05/16 06,17:54,19621,NA,Nu_Perspective,70,NA,N,0,0.2085,0,20230515,NA,NA,5.915548,NA,17.430132,NA,23.025407,NA,34.963783,NA,53.410807,NA,-2.628,25.952,3.025104,0.0009,43.85239,0.0026,1.0087142,3.025104,33.97532915774618,-0.309682,NA,0.012648741763943186,-0.193459,NA,NA,11.860808,NA,NA,NA,NA,NA,0.54579
ETH-2,carbSTD,ETH-3,NA,Calcite,NA,3/05/16 07,40:03,19622,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,-7.184294,NA,-5.269046,NA,-13.195811,NA,-10.758379,NA,-11.970081,NA,-2.628,25.952,-10.120647,0.0011,20.569508,0.0014,1.0087142,-10.120647,11.897221220116478,-0.650895,NA,0.013231673478039154,-0.250752,NA,NA,6.041215,NA,NA,NA,NA,NA,0.210067
ETH-1,Sample,NA,NA,Calcite,NA,3/05/16 09,01:40,19623,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,4.665613,NA,11.27219,NA,15.299132,NA,22.501465,NA,33.194094,NA,-2.628,25.952,1.916705,0.001,37.530767,0.0022,1.0087142,1.916705,28.858480220116476,-0.639186,NA,0.011793161141206158,-0.166183,NA,NA,5.683612,NA,NA,NA,NA,NA,0.211531
WS4_41.6_A,Sample,NA,NA,Dolomite,NA,3/05/16 10,24:19,19624,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,6.833552,NA,15.739634,NA,22.304502,NA,31.582756,NA,69.967714,NA,-2.628,25.952,4.066674,0.001,42.11401,0.0021,1.0087142,4.066674,32.23694915774618,-0.320747,NA,0.01691329887409061,-0.139773,NA,NA,30.126754,NA,NA,NA,NA,NA,0.534736
AU_LMW1_307.34,Sample,NA,NA,Dolomite,NA,3/05/16 11,48:13,19625,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,7.782582,NA,9.371818,NA,17.046524,NA,19.145668,NA,39.125397,NA,-2.628,25.952,5.312938,0.0012,35.571724,0.0018,1.0087142,5.312938,25.694663157746184,-0.26577,NA,0.014467719563008985,0.308451,NA,NA,11.857637,NA,NA,NA,NA,NA,0.592923
WS4_49.3_A,Sample,NA,NA,Dolomite,NA,3/05/16 13,10:21,19626,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,6.405701,NA,14.339818,NA,20.451035,NA,28.773712,NA,108.77138,NA,-2.628,25.952,3.661319,0.0011,40.677324,0.0023,1.0087142,3.661319,30.80026315774618,-0.341045,NA,0.01523432573538124,-0.108385,NA,NA,70.867316,NA,NA,NA,NA,NA,0.514653
ETH-3,carbSTD,ETH-4,NA,Calcite,NA,3/05/16 14,32:08,19627,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,4.406311,NA,11.825273,NA,15.937145,NA,23.598607,NA,174.82458,NA,-2.628,25.952,1.619687,0.0011,38.099418,0.0015,1.0087142,1.619687,29.42713122011648,-0.282427,NA,0.013952660374963491,-0.187297,NA,NA,142.629186,NA,NA,NA,NA,NA,0.576291
IAEA-C2,carbSTD,ETH-3,NA,Calcite,NA,3/05/16 16,35:44,19628,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,-4.907153,NA,4.331495,NA,-1.034028,NA,8.708163,NA,9.393615,NA,-2.628,25.952,-8.044542,0.0011,30.424557,0.0018,1.0087142,-8.044542,21.75227022011648,-0.208604,NA,0.01628367271016529,0.02613,NA,NA,6.118222,NA,NA,NA,NA,NA,0.65808
WS4_25.8_A,Sample,NA,NA,Dolomite,NA,3/05/16 19,28:17,19630,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,3.508061,NA,13.534721,NA,16.669107,NA,27.064094,NA,155.697889,NA,-2.628,25.952,0.598393,0.001,39.857211,0.0023,1.0087142,0.598393,29.98015015774618,-0.298771,NA,0.013514348346256718,-0.183523,NA,NA,121.373044,NA,NA,NA,NA,NA,0.559299
SB1_50_A,carbSTD,ETH-2,NA,Dolomite,NA,3/05/16 21,31:43,19631,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,6.896748,NA,16.914081,NA,23.559249,NA,33.863566,NA,44.696051,NA,-2.628,25.952,4.091139,0.0011,43.320082,0.0028,1.0087142,4.091139,33.44302115774618,-0.295031,NA,0.011315436006515509,-0.242375,NA,NA,3.447574,NA,NA,NA,NA,NA,0.560583
ETH-4,Sample,NA,NA,Calcite,NA,3/05/16 22,53:48,19632,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,-7.346618,NA,-5.496429,NA,-13.370478,NA,-11.107536,NA,-271.699993,NA,-2.628,25.952,-10.285476,0.001,20.336348,0.0013,1.0087142,-10.285476,11.66406122011648,-0.434573,NA,0.012407328538877644,-0.146564,NA,NA,-257.960924,NA,NA,NA,NA,NA,0.431447
ETH-2,Sample,NA,NA,Calcite,NA,3/05/17 00,16:04,19633,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,-7.206308,NA,-5.303551,NA,-13.218172,NA,-10.660141,NA,-2.626566,NA,-2.628,25.952,-10.142865,0.001,20.53412,0.0014,1.0087142,-10.142865,11.86183322011648,-0.616597,NA,0.011514234769755192,-0.082102,NA,NA,15.648286,NA,NA,NA,NA,NA,0.245166
SB1_119_A,carbSTD,ETH-1,NA,Dolomite,NA,3/05/17 01,37:47,19634,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,6.11033,NA,14.463652,NA,20.295357,NA,28.924169,NA,57.5292,NA,-2.628,25.952,3.341557,0.0012,40.805198,0.0025,1.0087142,3.341557,30.92813715774618,-0.310832,NA,0.011660177497304965,-0.206286,NA,NA,21.451345,NA,NA,NA,NA,NA,0.545622
AU_LMW1_307.34,carbSTD,ETH-3,NA,Dolomite,NA,3/05/17 02,59:52,19635,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,7.782269,NA,9.424109,NA,17.061887,NA,18.89045,NA,33.044757,NA,-2.628,25.952,5.310684,0.0012,35.62543,0.0023,1.0087142,5.310684,25.748369157746183,-0.301272,NA,0.011695324222050243,-0.045659,NA,NA,5.834483,NA,NA,NA,NA,NA,0.556596
WS2_7.3_A,carbSTD,ETH-2,NA,Dolomite,NA,3/05/17 04,21:39,19636,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,4.346142,NA,10.363189,NA,14.366373,NA,20.644045,NA,125.485001,NA,-2.628,25.952,1.609109,0.001,36.597919,0.0019,1.0087142,1.609109,26.72085815774618,-0.346207,NA,0.013365660564858462,-0.185832,NA,NA,97.826808,NA,NA,NA,NA,NA,0.511618
ETH-4,carbSTD,MERCK,NA,Calcite,NA,3/05/17 05,43:34,19637,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,-7.346294,NA,-5.487228,NA,-13.365217,NA,-11.062646,NA,-22.141706,NA,-2.628,25.952,-10.285471,0.0012,20.345797,0.0016,1.0087142,-10.285471,11.67351022011648,-0.438671,NA,0.0157346056839439,-0.119678,NA,NA,-3.713285,NA,NA,NA,NA,NA,0.427252
IAEA-C2,Sample,NA,NA,Calcite,NA,3/05/17 07,05:44,19638,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,-4.902429,NA,4.376567,NA,-1.039584,NA,8.824363,NA,-5.816384,NA,-2.628,25.952,-8.041159,0.0063,30.470837,0.0054,1.0087142,-8.041159,21.79855022011648,-0.263168,NA,0.015157416439072088,0.051568,NA,NA,-9.134812,NA,NA,NA,NA,NA,0.602258
WS4_44.2_A,carbSTD,ETH-4,NA,Dolomite,NA,3/05/17 09,59:00,19640,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,6.825508,NA,17.328986,NA,23.910277,NA,34.532855,NA,57.899303,NA,-2.628,25.952,3.999932,0.0012,43.746379,0.0022,1.0087142,3.999932,33.86931815774618,-0.280208,NA,0.016112194798858507,-0.411005,NA,NA,15.391869,NA,NA,NA,NA,NA,0.575619
ST2_25.5_A,Sample,NA,NA,Dolomite,NA,3/05/17 11,21:15,19641,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,5.887154,NA,16.427698,NA,22.018039,NA,32.821388,NA,8.682222,NA,-2.628,25.952,3.031475,0.0012,42.822901,0.0025,1.0087142,3.031475,32.94584015774618,-0.296603,NA,0.011746265752386333,-0.294105,NA,NA,-29.195718,NA,NA,NA,NA,NA,0.559544
ETH-4,Sample,NA,NA,Calcite,NA,3/05/17 12,43:51,19642,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,-7.336984,NA,-5.447682,NA,-13.292798,NA,-10.815608,NA,16.689774,NA,-2.628,25.952,-10.276997,0.0011,20.386392,0.0014,1.0087142,-10.276997,11.71410522011648,-0.414053,NA,0.015424238427499334,0.05056,NA,NA,35.758714,NA,NA,NA,NA,NA,0.452412
ETH-3,carbSTD,ETH-3,NA,Calcite,NA,3/05/17 14,15:23,19643,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,4.408428,NA,11.82773,NA,15.982745,NA,23.697691,NA,-16.705275,NA,-2.628,25.952,1.621857,0.0013,38.101936,0.004,1.0087142,1.621857,29.42964922011648,-0.242116,NA,0.018471167629107936,-0.095372,NA,NA,-43.658615,NA,NA,NA,NA,NA,0.617516
AU_LMW1_307.34,carbSTD,ETH-4,NA,Dolomite,NA,3/05/17 18,10:51,19645,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,7.783329,NA,9.399166,NA,16.957464,NA,18.267436,NA,85.645578,NA,-2.628,25.952,5.312731,0.0011,35.59981,0.0018,1.0087142,5.312731,25.72274915774618,-0.380709,NA,0.016401654179934024,-0.607704,NA,NA,57.099955,NA,NA,NA,NA,NA,0.475363
ST4_42.3_A,Sample,NA,NA,Dolomite,NA,3/05/17 19,32:30,19646,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,7.551919,NA,18.631129,NA,25.934125,NA,37.341142,NA,40.510574,NA,-2.628,25.952,4.727558,0.0009,45.082051,0.0028,1.0087142,4.727558,35.20499015774618,-0.307238,NA,0.014281216950356371,-0.258472,NA,NA,-4.570756,NA,NA,NA,NA,NA,0.547218
IAEA-C2,Sample,NA,NA,Calcite,NA,3/05/17 20,54:18,19647,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,-4.909728,NA,4.367584,NA,-1.002607,NA,8.578939,NA,363.584798,NA,-2.628,25.952,-8.048619,0.001,30.461628,0.0014,1.0087142,-8.048619,21.78934122011648,-0.209805,NA,0.01487661831105596,-0.173838,NA,NA,359.067878,NA,NA,NA,NA,NA,0.65684
ETH-1,carbSTD,ETH-3,NA,Calcite,NA,3/05/17 22,16:29,19648,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,4.670442,NA,11.311624,NA,15.307028,NA,22.562859,NA,94.353048,NA,-2.628,25.952,1.920412,0.0011,37.571257,0.0021,1.0087142,1.920412,28.89897022011648,-0.674683,NA,0.014823850374989185,-0.184126,NA,NA,65.127032,NA,NA,NA,NA,NA,0.175213
SB1_51_A,carbSTD,ETH-4,NA,Dolomite,NA,3/05/17 23,46:32,19649,NA,Nu_Perspective,70,NA,Y,0,0.2085,0,20230515,NA,NA,6.715309,NA,17.132535,NA,23.589019,NA,34.397665,NA,46.297212,NA,-2.628,25.952,3.889512,0.001,43.544871,0.0023,1.0087142,3.889512,33.66781015774618,-0.291214,NA,0.013208137612332495,-0.155518,NA,NA,4.754348,NA,NA,NA,NA,NA,0.564477
WS4_53.7_B,Sample,NA,NA,Dolomite,NA,3/05/18 01,08:19,19650,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,5.731633,NA,13.819157,NA,19.261851,NA,27.494555,NA,58.171987,NA,-2.628,25.952,2.961013,0.229,40.144151,0.5652,1.0087142,2.961013,30.267090157746182,-0.311096,NA,0.01420896692699241,-0.325633,NA,NA,23.760035,NA,NA,NA,NA,NA,0.545733
WS1_174.3_A,Sample,NA,NA,Dolomite,NA,3/05/18 02,29:52,19651,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,5.158172,NA,13.902376,NA,18.742217,NA,27.889635,NA,38.176875,NA,-2.628,25.952,2.345955,0.0012,40.23096,0.0025,1.0087142,2.345955,30.353899157746184,-0.313337,NA,0.012247470365217334,-0.105414,NA,NA,4.863745,NA,NA,NA,NA,NA,0.543631
ETH-2,Sample,NA,NA,Calcite,NA,3/05/18 03,51:49,19652,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,-7.154846,NA,-5.205263,NA,-13.122544,NA,-10.531,NA,-12.221848,NA,-2.628,25.952,-10.091578,0.0009,20.634949,0.0015,1.0087142,-10.091578,11.962662220116478,-0.670277,NA,0.012015016554217111,-0.149185,NA,NA,5.626352,NA,NA,NA,NA,NA,0.190211
ETH-3,Sample,NA,NA,Calcite,NA,3/05/18 05,14:44,19653,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,4.410263,NA,11.848311,NA,15.996229,NA,23.787591,NA,-15.102854,NA,-2.628,25.952,1.62306,0.0013,38.12307,0.0022,1.0087142,1.62306,29.450783220116477,-0.250724,NA,0.015682159329016218,-0.04824,NA,NA,-42.14027,NA,NA,NA,NA,NA,0.608703
SB1_98_A,Sample,NA,NA,Dolomite,NA,3/05/18 06,35:26,19654,NA,Nu_Perspective,70,Y,N,0,0.2085,0,20230515,NA,NA,6.611312,NA,17.980627,NA,24.382181,NA,36.364206,NA,67.474354,NA,-2.628,25.952,3.747506,0.0021,44.416151,0.0057,1.0087142,3.747506,34.53909015774618,-0.229494,NA,0.01491964536371211,0.076893,NA,NA,23.525815,NA,NA,NA,NA,NA,0.627329
