UID,Session,Sample,d45,d46,d47,d48,d49
3543,20171216,MDE_293.4,-4.290188,8.292911,3.451748,16.664608,20.456478
20735,20231027,MDE_BKFF_B2,-5.448328,2.644911,-3.241006,5.255981,0.689085
20719,20231027,ETH-4,-7.393696,-5.567103,-13.409876,-11.238213,-16.868762
20749,20231027,ETH-2,-7.251269,-5.389240,-13.245012,-10.808453,-3.762504
20755,20231027,MDE_BKFF_A,-2.946284,4.664889,1.305101,9.256224,4.017049
20711,20231027,ETH-1,4.613483,11.142220,15.205211,22.100913,20.251141
20717,20231027,MDE2_176,-6.632461,4.840082,-2.411518,9.545088,5.903619
20742,20231027,MDE2_176,-6.653739,4.807939,-2.475970,9.469823,2.695048
20725,20231027,MDE_BKFF_A,-3.274097,4.494646,0.807484,8.876041,12.613457
20716,20231027,MDE_BKFF_B2,-5.434460,2.644025,-3.224971,5.119099,3.996262
20723,20231027,ETH-2,-7.260245,-5.387247,-13.271967,-10.864113,-6.060517
20714,20231027,IAEA-C1,5.023242,11.097405,15.703663,22.036919,21.887016
20715,20231027,BD1_ZEBRA_70_m_B2,5.691287,3.594893,9.113712,6.998539,13.535561
20750,20231027,MDE_BKFF_B1,-3.977774,3.318366,-1.040453,6.483011,4.353884
20732,20231027,MDE_BKFF_A,-2.785214,4.745023,1.548081,9.335383,2.630294
20736,20231027,MDS_5.0,-6.657128,4.568562,-2.770612,8.964847,3.112080
20745,20231027,MDE2_86.9,-8.991739,5.354781,-4.357256,10.438966,5.484217
20722,20231027,MDS_211.5,-4.566700,5.251334,0.150764,10.356885,5.131756
20743,20231027,ETH-1,4.602146,11.158614,15.196881,22.121175,16.267866
20741,20231027,MDE_BKFF_B1,-3.789245,3.330293,-0.847057,6.609725,4.482936
20759,20231027,IAEA-C1,5.013088,11.086502,15.672844,21.987266,24.415132
20738,20231027,ETH-4,-7.417175,-5.583684,-13.434121,-11.257502,-20.793308
20729,20231027,ETH-4,-7.400326,-5.563317,-13.385016,-11.161649,-9.669242
20751,20231027,MDS_211.5,-4.588605,5.281709,0.128690,10.343163,5.962306
20731,20231027,MDE_BKFF_B1,-4.128242,3.249283,-1.260513,6.386273,7.471729
20718,20231027,ETH-3,4.355994,11.673956,15.840415,23.226829,22.312752
20746,20231027,MDS_220.5,-2.838728,5.873858,2.459076,11.538629,9.302517
20754,20231027,ETH-4,-7.420002,-5.605549,-13.461003,-11.275449,-7.405981
20720,20231027,MDE2_86.9,-8.948721,5.385770,-4.258603,10.667046,2.303889
20748,20231027,ETH-4,-7.416843,-5.579676,-13.413336,-11.181584,-8.201461
20757,20231027,MDS_211.5,-4.581697,5.270943,0.167633,10.399363,10.692963
20733,20231027,ETH-4,-7.413791,-5.601831,-13.431434,-11.287315,-12.909528
20710,20231027,ETH-2,-7.227479,-5.361105,-13.265547,-10.906609,-9.913722
20740,20231027,MDE2_86.9,-9.025307,5.359397,-4.364635,10.567697,-0.767526
20737,20231027,IAEA-C2,-4.972310,4.256280,-1.119494,8.352831,-0.277659
20752,20231027,MDS_220.5,-2.821769,5.916142,2.482305,11.493965,10.977525
20730,20231027,MDE2_176,-6.653869,4.801523,-2.480724,9.388485,-0.296683
20727,20231027,MDS_5.0,-6.655239,4.550333,-2.757550,8.969008,6.068395
20753,20231027,ETH-3,4.307760,11.608613,15.786225,23.317278,26.971963
20758,20231027,IAEA-C2,-4.942282,4.284873,-1.063318,8.433470,2.253958
20744,20231027,IAEA-C2,-4.966107,4.260294,-1.080577,8.456284,5.407285
20713,20231027,IAEA-C2,-4.924948,4.302330,-1.048732,8.463300,2.981122
20721,20231027,BD1_ZEBRA_70_m_B2,5.622373,3.668291,9.143829,7.179613,9.395493
20724,20231027,IAEA-C2,-4.963376,4.246036,-1.129392,8.440904,1.262118
20726,20231027,MDE_BKFF_B2,-5.438546,2.659944,-3.241725,5.084731,-7.257223
20739,20231027,ETH-3,4.344973,11.697773,15.872382,23.318012,17.026038
20756,20231027,ETH-1,4.601728,11.143783,15.172268,22.146549,19.609604
20747,20231027,MDS_5.0,-6.660495,4.522580,-2.786990,8.897504,8.744137
20734,20231027,ETH-1,4.606778,11.128387,15.190879,22.078473,18.781039
20712,20231027,ETH-3,4.330954,11.639822,15.859441,23.388877,27.022296
20728,20231027,ETH-3,4.333934,11.705364,15.814448,23.274436,16.460442
17460,20220627,WBT_6_B,-5.648584,3.538827,-2.657341,7.036105,0.657544
17433,20220627,BD4_30_35.1_A,-1.271962,3.015651,1.207982,5.898306,-0.870047
17437,20220627,ETH-1,4.755255,11.245919,15.307293,22.177224,-713.187785
17465,20220627,KDW2_131.8_H_B,2.203450,9.215416,10.951313,18.378140,13.461657
17461,20220627,ETH-2,-7.114186,-5.293971,-13.176151,-10.719972,-16.916190
17452,20220627,ETH-1,4.733051,11.246711,15.298604,22.338306,17.104321
17431,20220627,ETH-2,-7.097261,-5.313993,-13.163090,-10.707024,-72.663528
17422,20220627,IAEA-C1,5.159393,11.159188,15.782052,22.044684,17.626300
17436,20220627,ETH-3,4.484235,11.739905,15.941809,23.325588,26.781559
17434,20220627,BD4_30_35.1_B,-1.379112,3.683643,1.780292,7.094898,4.863583
17448,20220627,RM_4_A,-5.810236,4.974728,-1.450055,9.824637,-7.512912
17428,20220627,WBT_6_B,-2.975245,4.561129,1.083274,8.994547,5.344503
17429,20220627,KDW2_131.8_H_A,2.589452,9.457217,11.614565,18.726367,15.613166
17441,20220627,ETH-4,-7.269056,-5.522412,-13.335245,-11.134811,-18.998770
17466,20220627,ETH-3,4.478721,11.815326,15.999317,23.406397,20.001873
17435,20220627,BD4_30_35.1_C,-2.126686,6.399837,3.636500,12.497059,-10.149489
17447,20220627,ETH-2,-7.108307,-5.300467,-13.164684,-10.738336,-12.228399
17463,20220627,KDW2_131.8_H_A,2.578863,9.493657,11.634422,18.842247,25.536232
17423,20220627,BDK_A,-2.960997,4.856385,1.394686,9.607311,9.739715
17456,20220627,ETH-1,4.748695,11.287267,15.357178,22.406195,29.257188
17427,20220627,ETH-3,4.501376,11.800059,16.003175,23.383490,11.028749
17442,20220627,ETH-2,-7.108721,-5.337452,-13.254028,-10.710494,-11.836516
17464,20220627,MERCK,-36.957004,-2.380495,-40.735790,-4.892701,-32.615176
17443,20220627,KDW2_131.8_J_B,2.181107,8.684017,10.469606,17.103411,9.297418
17421,20220627,ETH-4,-7.258094,-5.517893,-13.269967,-11.089487,-14.595734
17438,20220627,KDW2_131.8_AA,0.983909,7.142335,7.729056,14.100002,11.115543
17453,20220627,BD4_0_33_A,-5.540410,4.801134,-1.336206,9.441044,-3.081377
17420,20220627,ETH-3,4.497663,11.770320,16.034822,23.169612,26.779876
17426,20220627,ETH-4,-7.251410,-5.504645,-13.274605,-11.278451,-20.154333
17439,20220627,KDW2_131.8_B,2.200251,7.779014,9.567568,15.359505,18.343389
17459,20220627,WBT_6_A,4.348401,11.765319,15.733290,23.391321,27.812625
17457,20220627,ETH-3,4.495964,11.807787,16.003934,23.474014,28.941890
17451,20220627,ETH-4,-7.275149,-5.501306,-13.309473,-11.091697,-18.950590
17449,20220627,RM_4_B,-3.552472,3.886610,-0.169253,7.669245,19.552094
17458,20220627,BDK_B,2.326226,7.887184,9.863165,15.646517,28.864894
17455,20220627,BDK_A,-3.061821,4.733400,1.160885,9.338003,10.513319
17430,20220627,KDW2_131.8_H_B,2.254401,9.218672,11.000349,18.305001,15.623435
17450,20220627,RM_4_C,-3.183564,4.720640,1.039628,9.286973,-11.641930
17425,20220627,WBT_6_A,4.351942,11.724356,15.697708,23.229613,20.250055
17454,20220627,BD4_0_33_B,-5.400493,5.218553,-0.786810,10.259378,-6.233329
17432,20220627,ETH-1,4.737786,11.218840,15.321819,22.039071,20.792002
17462,20220627,ETH-4,-7.268542,-5.491609,-13.303546,-11.040516,-21.451016
17445,20220627,IAEA-C2,-4.820876,4.348916,-0.987647,8.625168,-5.842672
17424,20220627,BDK_B,2.385240,8.078694,10.125158,15.813488,3857.131951
19653,20230515,ETH-3,4.410263,11.848311,15.996229,23.787591,-15.102854
19655,20230515,ETH-4,-7.342264,-5.468866,-13.312122,-10.890217,-39.782064
19612,20230515,IAEA-C2,-4.901317,4.369900,-1.001063,8.732071,16.899321
19634,20230515,SB1_119_A,6.110330,14.463652,20.295357,28.924169,57.529200
19650,20230515,WS4_53.7_B,5.731633,13.819157,19.261851,27.494555,58.171987
19611,20230515,ETH-3,4.395980,11.821276,15.971361,23.834974,45.785935
19617,20230515,ETH-4,-7.333053,-5.470985,-13.322261,-11.194203,-8.018598
19658,20230515,ETH-1,4.681585,11.339113,15.370467,22.496091,36.971228
19630,20230515,WS4_25.8_A,3.508061,13.534721,16.669107,27.064094,155.697889
19622,20230515,ETH-2,-7.184294,-5.269046,-13.195811,-10.758379,-11.970081
19654,20230515,SB1_98_A,6.611312,17.980627,24.382181,36.364206,67.474354
19649,20230515,SB1_51_A,6.715309,17.132535,23.589019,34.397665,46.297212
19656,20230515,IAEA-C1,5.077846,11.248685,15.800617,22.342016,45.874471
19652,20230515,ETH-2,-7.154846,-5.205263,-13.122544,-10.531000,-12.221848
19610,20230515,ETH-2,-7.159126,-5.218780,-13.100291,-10.939416,132.873589
19651,20230515,WS1_174.3_A,5.158172,13.902376,18.742217,27.889635,38.176875
19637,20230515,ETH-4,-7.346294,-5.487228,-13.365217,-11.062646,-22.141706
19624,20230515,WS4_41.6_A,6.833552,15.739634,22.304502,31.582756,69.967714
19623,20230515,ETH-1,4.665613,11.272190,15.299132,22.501465,33.194094
19626,20230515,WS4_49.3_A,6.405701,14.339818,20.451035,28.773712,108.771380
19641,20230515,ST2_25.5_A,5.887154,16.427698,22.018039,32.821388,8.682222
19648,20230515,ETH-1,4.670442,11.311624,15.307028,22.562859,94.353048
19640,20230515,WS4_44.2_A,6.825508,17.328986,23.910277,34.532855,57.899303
19638,20230515,IAEA-C2,-4.902429,4.376567,-1.039584,8.824363,-5.816384
19620,20230515,WS2_9.2_A,5.156254,13.211553,18.112741,26.340235,55.092061
19643,20230515,ETH-3,4.408428,11.827730,15.982745,23.697691,-16.705275
19646,20230515,ST4_42.3_A,7.551919,18.631129,25.934125,37.341142,40.510574
19618,20230515,ETH-3,4.416696,11.837944,15.983896,23.607239,44.802289
19636,20230515,WS2_7.3_A,4.346142,10.363189,14.366373,20.644045,125.485001
19614,20230515,WS1_178.9_A,4.441045,12.186790,16.251911,24.301559,40.499034
19632,20230515,ETH-4,-7.346618,-5.496429,-13.370478,-11.107536,-271.699993
19628,20230515,IAEA-C2,-4.907153,4.331495,-1.034028,8.708163,9.393615
19613,20230515,IAEA-C1,5.077873,11.243591,15.799298,22.375137,60.356447
19647,20230515,IAEA-C2,-4.909728,4.367584,-1.002607,8.578939,363.584798
19631,20230515,SB1_50_A,6.896748,16.914081,23.559249,33.863566,44.696051
19645,20230515,AU_LMW1_307.34,7.783329,9.399166,16.957464,18.267436,85.645578
19642,20230515,ETH-4,-7.336984,-5.447682,-13.292798,-10.815608,16.689774
19633,20230515,ETH-2,-7.206308,-5.303551,-13.218172,-10.660141,-2.626566
19621,20230515,SB1_102_A,5.915548,17.430132,23.025407,34.963783,53.410807
19627,20230515,ETH-3,4.406311,11.825273,15.937145,23.598607,174.824580
19657,20230515,IAEA-C2,-4.902941,4.353347,-1.013736,8.732830,12.310506
19615,20230515,AU_LMW1_307.34,7.804532,9.451653,17.056658,18.719162,24.977118
19616,20230515,ST2_24.6_A,5.805128,15.864217,21.352227,31.837201,53.482807
19625,20230515,AU_LMW1_307.34,7.782582,9.371818,17.046524,19.145668,39.125397
19635,20230515,AU_LMW1_307.34,7.782269,9.424109,17.061887,18.890450,33.044757
6153,20180628,88_WI_68_B,7.354304,6.786072,13.737644,13.396651,-30.031769
6150,20180628,ETH-2,-6.843921,-4.505178,-12.246471,-9.079193,-59.658061
6155,20180628,ETH-4,-6.875037,-4.514770,-12.050233,-9.156773,-61.098447
6149,20180628,ETH-3,4.835503,12.632010,17.061059,25.173332,-31.536081
6156,20180628,88KL_100,4.676595,5.791312,9.969372,11.323116,-28.766137
6152,20180628,88KL_100,4.669095,5.807431,9.998794,11.417028,-29.267622
6154,20180628,ETH-1,5.134420,12.177918,16.513823,24.107518,-29.315693
6151,20180628,88_WI_68_B,7.334635,6.768972,13.664499,13.455172,-28.367618
6157,20180628,88_WI_68_B,7.356022,6.828489,13.773844,13.412393,-37.915531
20672,20231024,MDE_78_A,3.355561,6.549021,9.627355,12.955331,8.765229
20698,20231024,ETH-2,-7.249607,-5.382875,-13.290739,-10.953767,-19.488306
20691,20231024,MDE_71_A,6.732258,6.311081,12.823215,12.452990,11.606441
20684,20231024,ETH-4,-7.446563,-5.673156,-13.467115,-11.197681,-11.664551
20675,20231024,MDE_71_A,6.707858,6.247014,12.785105,12.298056,15.166937
20673,20231024,ETH-3,4.337951,11.612183,15.798783,23.179746,14.965357
20663,20231024,IAEA-C2,-4.959450,4.240678,-1.109992,8.407226,4.086177
20702,20231024,MDE_71_A,6.726027,6.281534,12.840050,12.430923,17.172952
20662,20231024,ETH-2,-7.229368,-5.373327,-13.178001,-10.847136,-4.274878
20700,20231024,MDE_78_B,6.309959,6.165958,12.280189,12.111905,14.903525
20668,20231024,ETH-2,-7.243082,-5.393744,-13.256388,-10.806601,-9.032847
20694,20231024,IAEA-C2,-4.972336,4.236764,-1.158858,8.448127,-0.810970
20671,20231024,BD1_ZEBRA_70_m_A,5.353414,3.532037,8.731247,6.906999,5.632023
20707,20231024,BD1_15.5_A,5.420307,11.308209,16.559428,22.630211,24.385702
20692,20231024,MDE_71_B,5.916113,6.387702,12.171031,13.046714,18.655348
20690,20231024,MDE_78_A,2.985098,6.546557,9.239006,12.894417,11.664938
20679,20231024,IAEA-C2,-4.975288,4.212032,-1.160840,8.353948,-1.765753
20674,20231024,ETH-4,-7.403169,-5.573698,-13.411070,-11.257555,-14.160519
20683,20231024,ETH-2,-7.256527,-5.403089,-13.320830,-10.826570,-14.759570
20660,20231024,ETH-3,4.353450,11.652699,15.926872,23.307783,37.845937
20688,20231024,ETH-4,-7.419082,-5.583299,-13.394614,-11.245549,-10.253599
20697,20231024,BD1_ZEBRA_70_m_B1,3.999485,4.589616,8.380254,9.072518,3.729602
20696,20231024,BD1_ZEBRA_70_m_A,5.352621,3.482064,8.661248,6.725190,8.410783
20680,20231024,MDE_71_B,5.948354,6.441689,12.189639,12.763468,13.621209
20705,20231024,BD1_ZEBRA_70_m_A,5.331420,3.559116,8.694870,6.987810,10.829401
20704,20231024,ETH-4,-7.416377,-5.595004,-13.409595,-11.240445,-9.587424
20699,20231024,ETH-1,4.591675,11.105418,15.129165,21.930416,14.734919
20706,20231024,IAEA-C2,-4.961350,4.238150,-1.079290,8.359368,9.481655
20661,20231024,ETH-1,4.601953,11.123488,15.205513,22.081304,25.483594
20701,20231024,BD1_ZEBRA_70_m_B2,5.633253,3.695086,9.156751,7.035769,8.088712
20666,20231024,BD1_15.5_A,5.411786,11.295090,16.466120,22.585702,19.616232
20670,20231024,MDE_78_B,6.466194,6.061743,12.370601,12.069754,16.486793
20664,20231024,IAEA-C1,5.011747,11.071331,15.660601,21.931679,17.539296
20677,20231024,BD1_ZEBRA_70_m_B1,4.129330,4.606509,8.514403,9.039754,5.169139
20667,20231024,MDE_71_B,5.746453,6.298569,11.867597,12.499598,12.491209
20685,20231024,BD1_15.5_A,5.435434,11.329375,16.538531,22.543240,15.490028
20665,20231024,MDE_78_A,3.085099,6.556791,9.363106,12.958776,8.889700
20687,20231024,ETH-3,4.371073,11.705522,15.920127,23.320858,22.121365
20678,20231024,ETH-3,4.430179,11.872409,16.129057,23.640176,20.491546
20669,20231024,ETH-1,4.617241,11.129480,15.152880,21.976010,10.759129
20693,20231024,ETH-4,-7.401701,-5.537939,-13.375698,-11.320865,-18.313150
20682,20231024,BD1_ZEBRA_70_m_B1,4.092460,4.546010,8.419843,8.827200,9.309200
20689,20231024,IAEA-C2,-4.958442,4.247868,-1.083944,8.386826,5.434959
20703,20231024,ETH-3,4.353653,11.670548,15.862371,23.183746,22.413131
20681,20231024,MDE_78_B,6.457116,6.126304,12.414780,12.053072,17.009828
5998,20180615,CYC15-022B C,6.473183,19.738790,25.800241,39.445904,-28.160202
5970,20180615,ETH-4,-6.913640,-4.658891,-12.218619,-9.438338,-70.475965
5975,20180615,ETH-2,-6.828782,-4.508840,-12.235998,-9.283138,-61.418312
5964,20180615,G3_129_f_A,8.244358,11.221404,19.075065,22.326825,-26.370815
5997,20180615,MERCK,-36.576400,-1.364248,-39.503452,-2.931717,-91.233419
5953,20180615,ETH-4,-6.898172,-4.622782,-12.180831,-8.860651,-65.609627
5961,20180615,ETH-3,4.848527,12.663049,17.104607,25.203020,-25.091466
5996,20180615,ETH-4,-6.861983,-4.440831,-11.983950,-9.013907,-68.531337
6000,20180615,ETH-1,5.186951,12.348240,16.724601,24.350616,-39.469421
5959,20180615,CYC17-49B A,9.019621,16.750238,25.496083,33.350445,-23.841840
5966,20180615,ETH-1,5.129076,12.132101,16.487946,23.998075,-28.597717
5974,20180615,88_WI_68_B,7.362727,6.799337,13.754464,13.518729,-42.632236
5977,20180615,CYC18-14B B,8.764580,15.466635,23.936034,30.853405,-31.833431
5956,20180615,IAEA-C1,5.532083,12.063010,16.903987,23.776721,-32.329692
5985,20180615,ETH-4,-6.922230,-4.625942,-12.234190,-9.427960,-79.796961
5972,20180615,KG92_21,1.939004,9.497528,10.819508,18.878501,-33.435878
5979,20180615,CYC16-045B A,5.613187,17.818226,23.040772,35.576395,-19.625413
5980,20180615,ETH-3,4.860245,12.726068,17.176740,25.309284,-32.593242
5991,20180615,ETH-1,5.185663,12.354960,16.748829,24.400653,-30.587598
5954,20180615,ETH-3,4.814674,12.594844,17.001335,25.083212,-27.860563
5963,20180615,CYC17-49B B,9.126474,16.716188,25.659871,33.337033,-18.343426
5962,20180615,PK99_KT3A,-0.061003,8.821514,8.063689,17.392785,-37.422300
5982,20180615,IAEA-C2,-4.613585,5.366127,0.100729,10.438290,-52.546310
5987,20180615,CYC16-045B B,6.028689,14.711403,20.397452,29.213824,-31.224868
5968,20180615,PK99_KT4C_A,-0.043708,9.011014,8.261853,17.932212,-56.737671
5971,20180615,ETH-3,4.847633,12.667747,17.098432,25.167565,-33.290433
5992,20180615,CYC15-025B B,6.119244,17.892469,23.655695,35.832024,-25.248958
5986,20180615,ETH-2,-6.897248,-4.594039,-12.388688,-9.371329,-76.724261
5999,20180615,AD10_233.10_F_2,4.403016,15.060230,19.050381,30.036376,-29.314875
5965,20180615,ETH-2,-6.850244,-4.576075,-12.328277,-9.357190,-60.905144
5989,20180615,CYC15-025B A,6.430034,18.353157,24.439507,36.627166,-25.155211
5969,20180615,CYC17-49B D,7.382803,13.235167,20.322944,26.385026,-36.790226
5984,20180615,CYC15-045B B,5.999017,14.626814,20.272039,29.130321,-37.759197
5952,20180615,ETH-1,5.133788,12.143787,16.516978,24.057674,-37.667802
5981,20180615,ETH-1,5.159433,12.287315,16.654607,24.299922,-32.378101
5990,20180615,ETH-3,4.908888,12.881460,17.363141,25.630971,-33.843546
5955,20180615,ETH-2,-6.844451,-4.563360,-12.271782,-9.455875,-60.752196
5958,20180615,KG92_24,1.829699,9.103093,10.312199,18.070483,-34.539684
5993,20180615,CYC15-025B B,6.266196,17.773497,23.688075,35.435170,-25.838762
5973,20180615,CYC18-14B A,8.963670,15.929465,24.624393,31.687395,-24.818653
5967,20180615,CYC17-49B C,9.107538,18.212923,27.062757,36.417956,-22.149666
5976,20180615,ETH-1,5.158357,12.265043,16.622284,24.330106,-39.300288
5995,20180615,ETH-2,-6.799834,-4.406539,-12.086816,-9.165164,-71.771936
5994,20180615,CYC15-022B C,6.495246,19.730214,25.869678,39.493209,-19.529774
5978,20180615,PK99_KT4C_B,0.066535,9.091430,8.483984,18.036437,-40.732213
5988,20180615,CYC15-025B A,6.447812,18.326586,24.405051,36.500567,-33.495067
17503,20220630,KDW2_131.8_H_A,2.609165,9.550028,11.727706,18.891076,24.865340
17506,20220630,ETH-1,4.756808,11.312304,15.400813,22.540855,28.543680
17483,20220630,KDW2_131.8_J_B,2.029231,8.168148,9.826049,16.271634,21.807642
17496,20220630,ETH-3,4.479385,11.813791,15.983590,23.635766,14.060929
17510,20220630,KDW2_131.8_AA,0.941797,7.119892,7.661267,14.177962,15.734567
17488,20220630,RM_4_B,-3.532500,3.898836,-0.150727,7.711764,9.843958
17512,20220630,ETH-4,-7.273274,-5.486446,-13.272397,-10.979185,-11.119287
17485,20220630,RM_4_A,-5.776189,5.021148,-1.402792,9.997260,-10.637018
17482,20220630,ETH-1,4.741646,11.227496,15.308351,22.156973,28.373636
17504,20220630,KDW2_131.8_H_B,2.247344,9.246390,11.014097,18.318571,17.599321
17484,20220630,KDW2_131.8_J_C,2.386420,8.714006,10.701665,17.294104,20.504699
17505,20220630,BD4_30_35.1_A,-1.253889,3.183543,1.404438,6.085905,14.590391
17501,20220630,ETH-4,-7.269434,-5.471627,-13.284621,-10.912152,174.251627
17514,20220630,MERCK,-36.947934,-2.363840,-40.699327,-4.760692,-28.358729
17507,20220630,ETH-3,4.490034,11.814062,16.000415,23.731374,48.621873
17498,20220630,BDK_B,2.364625,8.054720,10.035194,16.070901,21.855210
17491,20220630,ETH-4,-7.279207,-5.513341,-13.326552,-11.022514,-13.949193
17497,20220630,ETH-2,-7.097283,-5.262206,-13.116129,-10.746393,-60.600425
17493,20220630,BD4_0_33_B,-5.375271,5.171301,-0.801402,10.299637,27.576885
17494,20220630,BDK_A,-3.037150,4.825936,1.285755,9.558455,9.172319
17508,20220630,BD4_30_35.1_B,-1.353278,3.806537,1.933733,7.491991,17.632868
17486,20220630,ETH-3,4.485963,11.799452,15.981839,23.540959,25.223250
17478,20220630,KDW2_131.8_AA,0.961061,7.114459,7.688240,14.201105,7.139413
17495,20220630,IAEA-C2,-4.831186,4.360981,-0.967148,8.690299,2.239109
17492,20220630,ETH-2,-7.119170,-5.317672,-13.193798,-10.599605,-13.321800
17477,20220630,ETH-3,4.462895,11.835600,15.985352,23.883781,6.717877
17513,20220630,KDW2_131.8_B,2.189543,7.778192,9.605010,15.572463,65.042403
17489,20220630,RM_4_C,-2.857295,5.379695,2.001331,10.668260,-1.808360
17471,20220630,ETH-4,-7.265787,-5.496812,-13.264595,-11.023604,-26.685423
17500,20220630,WBT_6_B,-5.556260,3.560507,-2.591600,6.996841,4.203409
17502,20220630,ETH-1,4.748858,11.286400,15.348040,22.352985,21.891041
17509,20220630,BD4_30_35.1_C,-2.091718,6.403482,3.677489,12.698857,26.367337
17473,20220630,BD4_30_35.1_A,-1.258804,3.118122,1.314028,5.980397,2.141359
17468,20220630,ETH-1,4.745223,11.245959,15.347837,22.485043,50.517990
17516,20220630,ETH-3,4.484845,11.829591,16.037666,23.513620,36.487591
17490,20220630,BD4_0_33_A,-5.523128,4.866750,-1.243982,9.710490,1.402307
17472,20220630,IAEA-C1,5.135929,11.123494,15.718571,22.121738,15.913916
17487,20220630,ETH-1,4.756533,11.277772,15.337192,22.375353,21.980859
17475,20220630,BD4_30_35.1_C,-2.082691,6.388419,3.641073,12.678382,-0.604908
17511,20220630,ETH-2,-7.118426,-5.269648,-13.159454,-10.643932,0.286941
17481,20220630,ETH-2,-7.103069,-5.303585,-13.194163,-10.755081,-14.424814
17517,20220630,ETH-1,4.757568,11.306981,15.396219,22.629102,32.966609
17469,20220630,ETH-2,-7.110846,-5.300119,-13.152215,-10.715261,-4.853768
17474,20220630,BD4_30_35.1_B,-1.357042,3.788030,1.910479,7.516428,1.350627
17479,20220630,KDW2_131.8_B,2.216299,7.847437,9.677509,15.512831,19.923526
17476,20220630,ETH-4,-7.267721,-5.509575,-13.318828,-11.055727,-14.988284
17470,20220630,ETH-3,4.482214,11.766055,15.993925,23.535681,34.015537
17499,20220630,WBT_6_A,4.343346,11.774943,15.710852,23.499926,32.910439
21458,20231220,ETH-2,-7.340585,-5.582231,-13.482151,-10.775887,70.346238
21467,20231220,ETH-4,-7.487939,-5.786369,-13.637754,-11.409518,32.509053
21473,20231220,WS1_174.3_A,4.976197,13.488272,18.262599,26.996068,65.585765
21494,20231220,SB1_102_A,5.794012,17.297724,22.874471,34.914671,74.839778
21496,20231220,ETH-4,-7.433388,-5.641957,-13.443592,-11.172468,24.810529
21482,20231220,ETH-1,4.558887,11.044246,15.129340,21.948319,68.458416
21506,20231220,IAEA-C2,-4.995653,4.194680,-1.140460,8.485592,39.542702
21485,20231220,IAEA-C2,-5.013636,4.135076,-1.176001,8.506615,65.500956
21480,20231220,SB1_41_A,6.464209,14.522024,20.846836,29.141765,74.765921
21463,20231220,SB1_51_A,6.491878,16.662419,23.045141,33.392881,88.310169
21490,20231220,ST2_25.5_A,5.720624,16.122705,21.701343,32.393827,78.514728
21493,20231220,ST4_43.3_A,7.343691,18.131515,25.377193,36.428099,72.673478
21472,20231220,IAEA-C2,-5.037077,4.091555,-1.231045,8.386948,63.683432
21500,20231220,SB1_102_A,5.809964,17.355995,23.007901,35.083580,87.869332
21491,20231220,ETH-1,4.582100,11.121719,15.195042,22.095899,58.138425
21460,20231220,ETH-3,4.266085,11.490966,15.660270,22.947105,81.137545
21488,20231220,SB1_50_A,6.593598,16.270276,22.756857,32.678068,73.703901
21469,20231220,SB1_51_A,6.510834,16.704638,23.083673,33.477575,79.001586
21501,20231220,ETH-3,4.308500,11.668309,15.874069,23.394502,72.146479
21464,20231220,ST2_25.5_A,5.692349,15.990805,21.555586,32.048029,90.697298
21499,20231220,SB1_41_A,6.496550,14.633539,21.000242,29.457296,77.498705
21479,20231220,ST2_25.5_A,5.716780,15.972720,21.549607,31.986224,84.211407
21497,20231220,ETH-2,-7.296422,-5.460339,-13.342304,-10.899122,35.578150
21475,20231220,SB1_50_A,6.591445,16.264935,22.722835,32.632808,70.107862
21462,20231220,IAEA-C1,4.936697,10.908324,15.449203,21.712852,72.667263
21502,20231220,ETH-4,-7.430215,-5.629272,-13.387270,-10.975258,38.176957
21507,20231220,IAEA-C1,4.977728,11.026848,15.584973,21.962588,53.318586
21483,20231220,WS4_25.8_A,3.385567,13.204333,16.326183,26.448170,60.828631
21504,20231220,ETH-1,4.591730,11.144719,15.245350,22.176946,66.190698
21474,20231220,WS4_25.8_A,3.343462,13.138563,16.196698,26.287528,73.473471
21471,20231220,ETH-2,-7.321546,-5.546086,-13.473742,-10.951787,32.557770
21477,20231220,ETH-4,-7.471936,-5.738615,-13.562295,-11.306200,36.532755
21478,20231220,SB1_51_A,6.506802,16.686216,23.090591,33.628068,80.999775
21468,20231220,WS4_25.8_A,3.363703,13.157095,16.316238,26.355311,83.764044
21470,20231220,WS4_53.7_B,5.570530,13.489211,18.921280,26.951135,77.024041
21459,20231220,ETH-1,4.534961,10.999697,15.025531,21.852764,74.264847
21503,20231220,ST4_42.3_A,7.317475,18.102264,25.321843,36.378480,72.952363
21466,20231220,ETH-3,4.275867,11.560349,15.738065,23.309912,79.314550
21486,20231220,ETH-4,-7.464726,-5.690131,-13.524704,-11.210922,28.893176
21505,20231220,SB1_119_A,5.942889,14.049457,19.808896,28.042917,56.534692
21476,20231220,ETH-3,4.294520,11.584962,15.748042,23.114502,65.163339
21489,20231220,WS1_174.3_A,4.994150,13.591656,18.423269,27.201900,62.176734
21481,20231220,ETH-4,-7.457715,-5.725135,-13.553486,-11.330634,28.830301
21487,20231220,ETH-3,4.293586,11.596478,15.746775,23.273040,64.751416
21465,20231220,SB1_50_A,6.533071,16.139341,22.599394,32.395133,93.533569
21461,20231220,IAEA-C2,-5.048222,4.073052,-1.295519,8.300219,66.455278
21495,20231220,SB1_119_A,5.937916,13.940206,19.783739,27.916957,73.689347
